word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
différent,-0.688308,0.136263,-0.877138,0.272091,-0.226534,0.571462,2.573695,-1.234511,-0.046675,0.240169,-1.0525,0.457055,0.168676,0.376324,-0.039628,-0.492495,0.117766,0.025578,-0.229562,-0.921801,0.419102,-0.226493,-0.731011,0.299729,0.214985,1.428245,0.450225,1.134769,1.201675,0.105129
complexe,0.737407,0.72419,0.326102,-0.477965,-0.18673,0.180314,1.190794,-1.218098,-0.779952,-0.116169,-0.515676,0.395889,0.821927,1.097352,0.28534,-1.696762,-0.253413,-0.602789,-0.153086,-0.93474,-0.720731,0.002353,-2.071723,-0.195509,0.650621,2.049426,-0.437301,0.832534,0.699194,-0.569538
matrice,0.293521,-0.519044,0.369612,0.522305,-1.032323,-0.466594,1.787022,-2.104664,-0.264668,-0.153024,-0.201318,-0.529648,0.50757,0.522937,-0.104665,-1.467242,-0.425914,0.411214,-1.342926,-0.799977,-0.321159,0.023993,-1.40076,-0.721583,1.12231,1.545982,1.370494,0.512131,-0.187346,1.778288
domaine,-0.40318,1.114854,-0.436542,0.112612,0.420989,0.06763,2.047253,-0.875455,-0.006884,0.965113,-0.504752,1.31061,0.213922,-0.078319,0.470495,-0.61538,-0.13175,0.189967,0.620953,-0.651894,-0.616145,0.58965,-0.860628,0.500247,-0.130828,1.865339,-0.589031,1.539051,1.101209,-0.835731
fois,-1.080435,0.810698,-0.612967,-0.165967,-0.601782,0.792303,1.63065,-1.420384,-0.07423,0.302499,0.218499,1.115452,-0.258674,0.633233,-0.111056,-0.007095,0.236946,-0.332697,-0.339377,-0.126406,0.417235,0.095218,-0.892567,0.648267,1.117358,0.827942,-0.18259,1.062337,1.105494,0.860251
type,-0.484331,-0.029079,-0.745619,-0.956489,-0.314007,0.677406,1.947021,-0.81032,-0.019252,-0.020216,-0.20266,0.103146,0.306046,-0.210605,0.282827,-1.369971,-0.064561,0.295249,0.070271,-1.099848,0.201294,-0.333263,-0.962659,0.322328,0.340861,1.702404,0.307821,1.339165,-0.039178,0.303614
mot,-1.721545,0.772956,-0.604252,-0.607181,-1.408673,0.85088,1.552599,-0.929866,-0.139029,0.066554,-0.054335,-0.670438,-0.962804,0.075501,0.755095,-0.313088,0.070954,-1.057924,0.985637,0.693851,0.995211,-0.333737,-0.878438,0.008514,-0.345453,1.879623,0.421344,1.4961,0.087781,1.260305
algébrique,0.969039,0.734428,-0.584291,-0.880006,-0.154975,-0.032861,0.792158,-1.066582,-1.542772,-0.399759,-0.295736,-0.170749,0.229097,0.661183,0.139366,-0.891083,-0.78098,-0.966205,0.472974,-1.044436,-0.234097,0.544783,-1.149232,0.140442,0.263675,2.464464,0.081347,1.47073,1.265414,-0.841493
degré,-0.540365,-1.078492,0.31976,-0.655634,-0.309398,1.110801,0.773593,-1.392778,-0.112443,-0.268683,0.485563,1.060184,-0.096738,1.661378,0.729596,-0.430138,-0.001168,-1.156765,-0.3229,-1.453546,0.35804,-0.381114,-0.630496,0.644845,0.709847,0.751293,1.742973,0.713222,1.514723,0.131523
langage,-0.583563,1.436575,-1.098486,-0.658054,-1.335537,0.970421,1.48488,0.254905,-0.902968,-0.373004,-0.16595,-1.007499,0.095249,-0.634021,0.718241,0.042532,0.02999,-0.770798,1.710208,-0.241181,-0.270573,-1.005705,-0.480054,0.713662,-0.338223,2.844011,0.734755,1.607468,-0.005792,0.053836
