word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
égal,-0.877341,0.109057,-1.862294,-0.658308,-0.06397,0.265102,0.01495,-0.08895,-0.503908,0.525927,0.754849,0.78923,0.189964,-0.591517,-0.565071,0.22759,0.500777,0.166536,-1.009606,0.092288,-0.091685,0.027565,-1.950845,0.085836,0.362904,0.149535,-0.737363,-0.324125,-0.089375,-0.899294,-0.52129,-0.818903
cercle,0.370764,0.372638,-0.440157,-0.270766,0.491996,0.65043,0.556784,-0.18903,-0.652023,-0.478631,0.808588,-0.313007,-0.013877,-0.49986,0.165913,1.02791,-0.250755,-0.050291,-0.413801,-0.044672,-0.365443,0.698711,-0.381254,-1.060377,-0.032838,0.293914,-0.42316,0.378502,-0.763473,0.461436,0.048792,-1.073952
partie,0.016112,0.019531,-0.238756,-1.313295,0.02477,0.51244,0.585382,0.258532,0.609007,-0.466671,0.405587,0.535479,0.269008,0.102439,0.962947,1.236219,-0.527963,0.222291,-0.978167,-0.351772,-0.308171,0.006906,-0.303459,-0.3939,0.278412,0.097458,0.330454,-0.255463,0.131746,-0.405454,0.365646,-0.389079
relation,-1.336896,0.28596,0.907225,-1.348207,0.363677,-0.965248,0.359136,-0.318893,-0.193841,0.088571,0.691781,0.642067,-0.889174,0.064348,0.159936,0.436121,-0.37172,-0.240339,-0.961706,-0.44854,0.42344,0.655153,-0.700463,0.605821,0.006964,0.498363,-0.380406,0.186723,-0.257666,0.556919,-0.07358,-0.169431
courbe,-0.353719,0.182202,-1.357507,-0.413322,-0.017007,-0.555692,1.478143,0.707966,0.294222,-0.417008,-0.070046,0.51691,0.096986,-1.331438,-0.514149,0.239227,0.696294,0.593032,-0.217056,-0.037904,0.442263,-0.260231,-1.276391,-0.724092,0.764668,0.815031,-0.57851,0.721675,-1.12106,-1.061629,-0.288075,-0.86
différent,-0.564708,0.016583,-0.51529,-2.349994,0.231478,0.047427,0.364473,0.371653,-0.115922,-1.011299,0.290047,0.147055,0.361681,0.016422,-0.078543,0.905406,0.088863,0.47016,-1.134947,-0.494669,-0.054148,0.471779,-0.589545,0.127139,0.650751,-0.837027,0.415712,0.188956,0.198698,-0.024735,0.02542,-0.677856
complexe,-0.236964,-0.067205,0.061995,-1.493264,0.473177,-0.447486,1.141611,0.681297,0.079647,-1.262802,0.559898,-0.235637,0.632528,0.118686,-0.636957,0.547605,-0.105286,0.670998,-0.941466,0.319632,0.227218,-0.231211,-0.965868,-0.521778,0.447184,0.190288,0.248129,0.214477,0.526305,0.290611,-0.191255,-0.207276
matrice,-1.568364,0.175846,-1.149711,-0.230592,1.035645,-0.291221,0.313648,0.205572,-0.306734,-0.556226,-0.028289,-0.11027,0.366125,-1.05343,-2.041077,0.064184,0.505337,0.732448,-0.281446,0.401926,-0.279619,-1.11882,-0.801886,-0.594554,0.207126,0.061255,0.506175,-0.245963,-0.150141,-0.093469,-0.615733,-0.464587
domaine,-0.806768,-0.617698,0.505799,-1.912521,0.689237,-1.054774,0.604227,0.975509,0.16813,-0.546622,0.673504,-0.502823,0.291878,0.214403,0.286662,1.11738,0.092984,-0.301909,-0.642732,-0.274985,-0.034289,0.274023,-0.073898,0.333484,0.004889,-0.153374,-0.051324,-0.905137,0.217845,-0.222365,-0.224317,-1.01802
fois,-0.726553,-0.432573,-0.830614,-1.413219,-0.008842,0.878278,-0.393144,0.025827,-0.308406,0.322779,0.477975,0.308953,-0.086608,0.032329,1.158177,0.288914,-0.290499,0.482698,-0.685667,-0.224405,0.023113,0.144249,-0.304369,-0.474799,0.642627,-0.51642,-0.227976,0.069667,0.335852,-0.070841,0.533019,0.291928
type,-0.566848,0.00255,-0.406762,-1.586054,0.296964,0.850102,0.376312,0.78468,0.673967,-0.940994,0.061174,0.175478,0.710803,0.654299,-0.780788,0.461599,1.001371,0.48278,-0.744857,0.360796,0.163892,-0.27769,-0.52141,-0.023226,0.94757,-0.555151,0.934104,0.611536,-0.2767,-1.045356,-0.912384,-0.685058
mot,-0.051348,0.477006,-0.063132,-1.160856,0.050838,0.376415,0.223322,-0.402414,-0.620336,-1.553123,0.437951,1.859038,-0.642465,-0.607627,-0.591295,0.341111,-0.647797,0.477413,-0.222332,0.275068,-0.26513,0.556771,0.039922,0.540523,1.094894,-0.981292,0.518789,0.321414,-0.670578,-0.236568,-0.079718,-0.5942
