word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
dimension,0.221583,0.4565,-0.563277,0.190607,0.049116,0.256586,0.426758,0.580396,-0.350813,0.269044,-0.937964,0.714286,0.509532,0.120442,-0.215462,0.00651,-0.656626,-0.570835,-1.076651,-0.206476,0.266548,-1.147168,0.354676,0.387116,0.940842,-1.321631,0.130131,-0.009587,0.074382,0.357568,-0.343253,-0.280459,-0.560265,-0.393709,-1.194883,-0.357902,0.154285,-0.635276,-0.095198,0.145597,-0.066182,0.118283,0.541046,0.41929,-0.899976
statistique,-0.489909,1.017715,0.194388,0.041932,1.039114,0.343987,-0.622721,0.183605,0.373774,-0.354305,-1.717291,0.852637,-0.129439,-0.685651,-0.636276,-0.343158,0.155457,0.616004,-0.498464,0.554797,-0.899944,0.006583,0.68758,-0.275845,-0.174186,0.751227,1.041635,0.524772,-0.527247,1.641184,-0.311867,-0.994804,-0.47047,0.661679,0.796277,-0.307577,0.702878,0.254471,-0.176485,-0.712933,0.395011,0.267645,1.374214,0.779661,1.127063
sommet,-0.103837,-0.072239,0.601099,-0.070813,0.507647,-0.137922,0.816108,-0.046487,0.173529,0.994885,-0.574349,0.858376,-0.219877,1.192924,0.317311,0.087443,0.312726,-0.186389,-0.572392,0.223504,0.772792,-1.497676,-0.177371,1.025689,0.479549,-0.418331,-0.073451,-0.132612,0.845586,0.070297,-0.442753,1.027238,-0.667509,0.751748,0.089656,-0.381343,0.780614,0.149759,0.065543,1.247347,0.097965,1.092922,-0.072412,-0.47283,1.100975
logique,-0.803681,0.221542,-1.325006,0.52635,0.279984,0.550673,0.534858,0.166979,-0.53649,0.022434,0.082852,0.799452,-0.216402,-0.00661,-0.181831,-0.449024,-0.653405,-0.377952,-1.35998,-0.060227,-0.84756,-0.354073,0.395811,-0.256506,0.283692,-0.698224,-0.660077,0.173748,-0.207567,0.352884,-0.14197,-0.572355,0.617507,-1.047109,-0.931354,-0.570078,0.564869,-0.864895,-0.364448,0.024521,1.480849,-0.509509,0.801173,0.879018,-0.731605
terme,-0.167991,-0.058107,-0.576392,0.382389,0.813419,0.036793,0.204077,-0.046523,0.18019,-0.368973,0.083386,0.203167,-0.368787,0.566657,-0.627966,-0.352256,-0.262115,-0.253038,-0.491816,-0.120889,-0.468155,-0.601887,-0.314618,-0.431879,-0.156581,0.437872,0.446671,0.128302,-0.225787,0.73794,-0.135972,-0.405882,-0.758924,0.061898,-0.916049,-0.724091,0.53986,-0.920873,0.34861,0.7765,1.158507,0.230734,0.856931,0.154801,0.068083
trois,-0.134661,0.702502,0.250558,-0.025675,0.053976,0.489038,0.461806,-0.227189,0.03591,0.137594,-0.731835,0.296535,-0.769178,-0.098334,0.204892,-0.891419,-0.323035,-0.86581,-0.496004,0.12203,0.260978,-0.530215,-0.17198,-0.012366,0.046446,0.373425,0.237262,-0.870536,-0.074693,-0.11919,0.032675,0.472642,-1.237203,0.342443,-0.329848,-0.426374,0.860676,-0.249706,0.316935,0.862903,-0.438645,0.861469,-0.0507,0.148073,0.059239
plan,-0.381427,-0.048675,-0.38089,0.361009,-0.004833,0.272943,-0.052667,1.033097,0.09908,-0.061154,-1.112914,0.846064,0.061435,0.231451,-0.007152,-0.110061,0.132389,-0.27521,-1.255911,-0.312044,-0.154423,-1.402152,0.566985,0.476985,0.105597,0.512592,-0.127384,-0.289159,0.378688,-0.384499,-0.319514,0.367379,-0.36243,-0.316697,-1.23784,-0.00977,0.267786,0.009618,0.047161,0.259425,0.433008,0.549815,-0.04089,0.122266,-0.21214
formule,-1.129168,0.63045,-0.520502,1.270595,0.562922,-0.289961,0.794759,-0.418746,-1.175482,0.345389,-0.392157,0.026664,-0.268468,0.374403,-0.054076,-0.385201,-1.118244,-0.523542,-0.079199,-0.391232,0.290997,0.062139,0.048442,-1.262056,-0.366444,-0.56818,-0.376608,0.320604,0.324989,0.743745,0.781767,-0.44048,-0.904833,0.964985,-0.223998,-0.650979,0.585758,-0.049989,0.096336,-0.066793,0.459253,0.335044,1.477614,0.181193,-0.182796
droite,-0.181078,0.079434,0.020961,0.809332,0.718912,0.821095,0.657065,0.22872,-0.109465,0.243062,0.076277,0.599237,0.064432,0.771596,-0.421259,-0.447497,0.855266,-1.849234,-0.812093,-0.544844,0.314038,-0.718018,-0.032426,0.533152,0.697632,-0.025875,-0.45914,-0.19557,0.104508,0.05814,-0.042805,2.332264,-0.625048,-0.605486,-0.503836,-0.427106,0.375162,0.157911,-0.308639,0.399182,0.454007,0.450119,-0.273776,0.075807,1.659928
$\mathbb{C}$,-0.134131,0.167335,-0.289664,0.496701,0.743043,-0.203688,-0.046922,-0.106639,-0.880696,-0.505351,-0.561913,0.111105,-0.163116,-0.826157,-0.238931,-0.370835,-0.25717,-0.349433,-0.088679,-0.436781,0.188845,-0.322593,-0.599705,-0.263795,0.421109,0.157525,0.448559,-0.771845,-0.485926,0.479417,-0.023474,0.013688,-0.393071,0.457515,-0.745427,-0.253981,-0.006549,-0.203897,-0.317285,-0.017932,0.668141,0.252371,0.166338,0.420365,-0.400881
solution,0.130674,0.303815,-0.866509,1.441974,0.459477,0.050853,0.469337,0.479505,-1.034516,0.147551,-0.065255,-0.181368,-0.357656,-0.254525,0.204246,0.829897,-0.195438,0.04751,-0.506011,-0.091422,-0.68786,-0.627403,0.491067,-0.386493,-0.323392,0.308008,-0.094891,0.850588,-0.249608,-0.495383,0.3528,0.321896,-0.153205,0.358658,-1.537606,-0.422212,-0.190924,-0.591022,-0.121934,0.243237,1.42624,-0.330094,1.145421,0.749289,-0.894489
modèle,-0.241707,0.524855,-0.33668,1.282853,0.109828,-0.318532,1.155952,-0.006267,-0.996546,-0.310832,-0.519647,-0.093866,0.271849,0.462051,-0.258671,-0.516571,0.182842,-0.497754,-0.375689,-0.377097,0.195064,-0.100521,0.615442,-0.655413,0.980497,-0.34882,-0.032662,-0.131639,0.247979,0.842901,0.022951,-0.757386,-0.208264,-0.030483,-1.670146,-0.310337,-0.24082,-0.208865,0.049881,0.083873,0.02991,0.880843,0.655935,0.737703,-1.406354
linéaire,-0.101181,0.225736,-0.603036,0.687482,0.466668,0.06163,0.052709,-0.100797,0.241636,0.478766,-0.4548,0.799334,-0.583624,0.538286,0.359708,0.400132,0.029023,-0.361,-0.904489,0.313461,-0.615693,-0.443902,-0.185054,-0.388573,0.300937,-2.190475,0.295694,-0.46168,-0.004221,-0.250167,-0.473719,0.312341,0.007894,-0.155273,-1.084116,-0.32135,-0.284558,-0.746421,-0.188262,0.052944,0.510634,-0.243192,1.489432,1.750282,-0.63242
