word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
analyse,0.465383,-0.71091,-0.634541,0.077585,-1.104546,-0.068896,1.192149,-0.573328,-1.175708,0.278357,0.40166,-0.124555,1.198899,0.064636,0.294951,0.074063,0.098711,-0.20117,-0.25139,-1.461894,-0.267183,0.805607,-0.188436,1.104728,-0.165762,0.433189,-1.415586,-0.251247,0.101003,-0.119665,-0.327297,-0.955341,0.431038,0.241533,-0.664394,-0.009662,0.870284,1.611058,-0.614749,-0.458817,-0.603679,2.96675,0.379857,-0.181208,-0.391211,-0.2224,-0.349671
loi,0.529309,-2.313742,-0.621381,0.067765,-0.864732,-0.648472,-0.333423,-0.966571,0.356352,-0.212755,-0.02254,0.233012,-0.051081,1.470862,0.79419,-0.387534,-0.945736,0.241672,-0.581001,-1.082522,-0.502193,-0.192476,-0.224233,-0.95044,-0.201633,-0.224565,-0.369736,0.037773,-0.166323,0.526815,0.49018,-0.233006,-0.760014,1.375443,1.146406,-0.290559,-1.024551,-0.080599,-0.176238,0.440907,-0.216063,3.574852,-0.107661,-1.01496,0.483325,0.352688,0.789879
définition,0.367607,-1.526316,-0.196806,-0.559178,-0.044753,-0.120139,0.994634,0.221969,-0.11539,1.070711,0.838501,-0.218087,0.663599,0.797132,0.356144,0.430048,-0.454839,-0.104306,-0.398423,-0.302991,-0.794481,0.081538,0.224829,-0.787164,0.040603,-0.148851,-0.514414,0.527948,-0.111604,-0.14019,-0.357056,-1.015854,-1.360631,-0.308181,-0.193606,-0.726613,0.274896,1.23213,-0.076264,-0.103833,0.48968,2.571878,0.157919,0.092681,-0.830518,0.398739,0.003269
réel,0.254524,-1.636907,-0.071523,-0.266866,-0.508519,-0.272105,0.644769,0.147815,-0.145129,0.879087,0.644318,-0.458837,0.904747,1.018782,0.98136,0.449616,-0.273027,-0.145186,-0.211505,-0.143069,0.669189,-0.124112,-0.133347,0.039708,-0.163112,0.553366,-0.307666,0.374126,0.225144,-0.904243,0.295752,-1.429621,-0.437315,-0.90685,-0.02753,0.478429,-0.297626,1.899079,0.334146,0.722057,0.009694,2.789535,-0.188823,-0.424257,0.151514,0.635351,-0.074962
dimension,-0.837888,-1.768482,0.184217,-0.127568,0.269604,-0.178512,1.619782,0.824353,-0.6545,1.114615,1.071069,0.412382,1.204049,1.197691,0.270279,0.383925,-0.205744,0.813136,-0.150599,0.718064,-0.070088,-0.544386,0.727712,0.261787,0.420115,-0.399806,-0.793623,-0.134476,1.047804,0.026148,-0.109075,-0.710014,-0.036482,0.096215,-0.062027,-0.17971,-0.014721,1.396737,-0.104941,-0.571244,0.245018,2.042452,-0.717278,-0.25241,0.099161,1.153094,-0.595173
statistique,0.464562,-0.537274,-0.289013,0.344099,-1.571048,-0.788578,0.280703,-0.5868,-0.741516,-0.326384,-0.205247,0.12373,1.022975,0.402408,-0.069498,-0.875122,-0.967278,0.337505,-0.089837,-1.944278,0.218772,0.687063,-0.987695,-0.704321,-0.502355,-0.867346,-1.289592,-0.381209,0.507669,-0.082013,0.180899,-0.539884,1.130474,0.820923,0.450041,-0.25879,1.025255,0.4084,-0.597364,-0.115941,-0.678381,2.897835,0.303265,0.617534,-0.486099,-0.348056,-0.293591
sommet,0.399352,-2.169077,0.534432,-0.956608,1.645908,0.877096,1.673846,2.409468,0.763657,-0.572752,0.682887,-0.069726,0.619499,-0.014127,-0.357541,1.292075,0.376382,0.530384,1.378236,0.14305,-0.152033,-0.927329,0.011933,-1.709391,0.376373,-0.585084,-0.744603,0.935425,-0.137714,-0.267921,0.072657,0.109172,-0.251233,0.812757,0.664142,-0.551443,-0.604225,0.701738,0.706377,-0.494433,0.490582,1.957173,0.702642,0.880374,0.29741,-0.023855,-0.725733
logique,0.59559,0.485891,-0.471095,-0.663426,-0.620758,-0.367161,1.223254,0.454766,-2.059316,0.36575,0.44697,-0.853019,0.880192,0.066547,0.029289,0.532971,-0.155973,-0.717176,-0.913789,-0.113363,-0.951497,0.284055,-1.351826,-1.582166,0.589924,0.083177,-1.518126,-0.201134,-1.067912,1.027992,-1.214592,0.098421,-1.063227,0.5813,-0.346948,-0.160686,1.058015,1.227284,-0.173254,-0.3308,-0.170175,2.102803,1.369071,-0.594201,0.770566,0.33994,0.568822
terme,-0.117523,-1.483621,0.444828,-0.658748,-0.479093,0.209702,0.860433,0.074491,-0.343865,1.163403,0.069077,-0.088597,0.718936,0.190849,0.021121,0.113037,-0.138444,-0.117481,-0.414308,-0.45105,-1.058226,0.116164,-0.576327,-0.779525,-0.189224,-0.358445,-0.779243,0.295513,-1.145183,-0.609626,-0.905284,-0.267351,-0.366387,-0.000319,0.406962,-0.13219,0.047138,1.747199,0.424011,0.035853,0.595721,2.113834,0.149691,-0.431103,0.551909,0.047597,0.129605
trois,0.582415,-1.601658,0.575268,-0.140153,-0.144994,0.279511,0.438377,1.151868,0.255581,0.040266,0.108555,0.597937,0.775415,-0.031579,-0.857197,0.028487,-0.890636,-0.296749,-0.252574,0.389311,-0.225609,-0.449579,0.400001,-0.901387,0.215269,-0.322853,-0.163905,0.264716,-0.079848,0.21339,0.389486,0.676681,0.367228,0.105961,-0.183741,-0.229501,0.266247,1.923096,0.471218,-0.830356,0.390345,2.652551,0.707832,-0.367059,0.189009,-0.223298,-0.101759
