word,1,2,3,4,5,6,7,8,9,10
puissance,-1.228626,0.460079,-2.755077,0.102727,0.16566,0.670629,0.692311,0.203791,-1.683826,0.080946
Euler,-0.173512,1.812287,-1.942323,-1.595955,0.365567,-0.119536,0.551457,-0.669994,-0.917707,-0.164297
topologique,-1.162911,-0.473307,-1.433603,-0.857151,3.231461,1.210038,-0.309926,-1.40323,-0.332315,-0.958276
déduire,-1.019728,1.889943,-1.465821,-0.831963,1.566284,1.362981,0.82825,0.714844,-1.2274,-0.834603
composer,-0.723617,0.139167,-2.387724,0.624955,0.382487,0.776598,0.330611,-1.015042,-1.018723,-0.829516
deuxième,-0.596072,0.517388,-1.891103,-0.120288,-0.163816,0.704457,1.468847,-0.919303,-0.891403,-1.066885
rayon,-1.271537,0.38537,-2.408601,-0.977851,-1.047111,1.615521,-1.762417,-0.235864,-1.278653,-1.272365
caractéristique,-1.222442,0.319502,-2.356871,-0.23499,1.215225,0.930196,0.203744,-0.524118,-0.513523,-0.139585
vide,-1.107976,-0.817029,-1.262219,0.702918,1.708699,1.421143,0.400396,-0.420627,-1.735603,-1.639784
affine,-1.531274,0.715944,-1.09856,-1.378511,2.385776,1.601611,-1.295701,-0.980815,0.419167,-1.53581
supposer,-1.282089,0.375128,-1.295812,-0.649326,1.515697,1.784814,0.87166,0.659317,-0.935932,-0.844792
ouvert,-0.997724,-0.91095,-0.922107,-0.407163,1.824354,1.472484,-0.437541,-1.016079,-1.171415,-1.951197
partiel,-1.135001,0.067714,-1.995382,-1.752932,0.852583,0.466815,0.98155,-0.566577,-0.318529,0.267817
approximation,-1.577814,1.060766,-1.79103,-1.098287,0.718112,0.02053,1.647578,0.283768,-0.020723,0.26778
convergence,-1.42434,0.372985,-1.64656,-1.966144,1.111739,1.066851,0.813405,0.815682,-0.795949,0.678256
chemin,-1.163369,-0.567811,-1.711564,0.509081,0.287812,1.645158,0.18423,-0.414118,-0.626987,-1.053796
rotation,-1.474703,0.630381,-2.150958,-0.42663,-0.140612,1.938531,-1.296731,-0.634579,0.1636,-1.143739
différence,-0.95998,0.529482,-2.29348,-0.312986,0.276153,1.53535,0.806923,0.046512,-0.663874,0.023648
analytique,-0.045895,1.428179,-1.791697,-1.850959,1.598508,0.740042,0.721984,-1.247679,-0.076822,0.054492
formel,-0.581537,0.528537,-1.900751,0.006938,2.452533,0.096206,1.680249,-1.013313,0.186233,0.423145
