word,1,2,3,4,5,6,7,8,9,10,11
discret,-0.242434,-0.870756,-0.109676,-0.185391,0.058526,-0.454524,0.772173,-0.478377,-0.652823,0.271603,-1.620006
combinatoire,1.049824,-0.931046,-0.843146,0.305501,-1.004203,1.949696,0.427579,-1.038132,-0.032296,1.169858,-1.99207
dynamique,0.91101,-1.54621,-0.231665,-1.135602,-0.911383,0.185383,0.35045,-0.812603,-1.565226,0.769232,-1.10275
inverse,0.769148,-1.485132,-0.044544,-1.21355,0.38548,-0.324986,0.548767,-0.508711,-0.276871,0.322154,-0.890338
minimal,0.319785,-1.710606,-0.41734,-2.077106,-0.176111,-0.576535,-0.107971,-0.644747,-0.003024,1.272317,0.221896
extension,0.07386,-0.466388,-1.263834,-1.605825,0.063714,0.42041,-0.08234,0.448855,-1.232901,0.630635,-0.098148
arc,-0.691812,-1.135361,-0.767378,0.403484,0.886621,-0.493905,-0.050463,0.740973,-1.342047,0.792772,0.244402
énoncé,0.618446,-1.037164,0.356909,-1.254648,0.032946,0.957663,0.804396,0.310149,0.560298,1.389559,-2.526614
parallèle,-0.13146,-1.266339,-0.368858,-0.213414,0.14369,0.009393,0.688895,-0.162244,-1.5367,0.272075,-0.093907
négatif,0.883072,-1.1739,0.686913,-1.887604,0.030337,-0.930462,1.221555,-0.666869,-0.4167,0.667404,-1.185204
niveau,0.072696,-2.176621,-0.370115,-1.693816,0.313995,-0.482971,0.34809,-0.607244,-1.793343,0.004466,0.413633
fraction,0.445756,-1.365095,-0.023149,-0.97709,0.075839,-0.200996,-0.959691,-0.892121,0.517222,0.520359,-0.281428
segment,0.023575,-0.280975,-1.109323,-0.014859,0.198426,-0.727584,0.756902,-0.668581,-0.553958,1.307774,0.356524
norme,0.767437,-1.341296,-0.510879,-2.462508,-0.589506,1.269125,0.485834,0.434387,-0.873176,0.828283,-0.602983
local,-0.50004,-0.476747,0.210055,-1.603559,-0.046051,-0.112791,-0.680555,0.200101,-2.265133,-0.796437,0.014743
métrique,0.495813,-2.046323,-1.054293,-0.377256,-0.303008,0.771887,-0.881139,0.068644,0.402084,1.210849,-0.664529
symétrie,1.059568,-2.092328,-0.560733,-0.105613,-0.052221,0.285798,0.133931,-0.52317,0.176298,1.56914,-1.609422
inégalité,0.525328,-0.453938,1.379407,-1.879684,-0.97652,-0.45308,-0.406334,-1.497648,-0.186729,0.540406,-1.502417
chaîne,-0.327221,-0.530522,-0.422236,-1.063667,0.128698,0.151997,0.904494,-0.731494,-1.912274,0.328609,0.629356
prouver,0.075747,-0.381384,0.278876,-1.116726,0.151244,-0.676772,0.306812,0.483087,-0.250262,-0.431152,-1.95816
Gauss,1.714914,-1.084293,-1.017835,0.708442,-0.814861,-0.311885,-0.404665,-1.052751,1.894053,0.278236,-1.551088
