word,1,2,3,4,5
périodique,-1.11716,0.622306,-1.944823,-0.088626,0.415534
harmonique,-1.684533,0.578865,-1.979921,-0.068249,0.292316
déterministe,-1.885156,-0.166685,-2.190197,-0.966387,-0.354684
intégrer,-0.348171,0.377802,-1.503856,-1.036031,0.943668
extérieur,-0.25071,0.784322,-2.319861,-0.089933,-0.151838
interne,-0.784237,0.829809,-1.804888,-0.098491,0.562029
absolu,-0.56665,0.242726,-2.332416,-0.451495,-0.553709
converge,-1.083873,0.241887,-3.099879,0.18343,-1.158405
unitaire,-1.015126,1.021635,-2.341119,0.680635,-0.039527
multiplier,0.701198,1.101312,-2.393842,0.221039,0.176518
global,-1.826401,0.336505,-1.674953,-0.617109,0.734646
modulo,0.29166,1.733824,-2.496014,1.453564,0.267433
trivial,-1.112393,0.938494,-2.805738,0.245706,0.100375
abélien,-2.110517,1.061602,-2.308984,0.644488,0.349812
Bernoulli,-0.44775,0.314157,-1.035163,-0.742474,1.013207
borné,-1.694954,0.681746,-2.937278,0.449129,-0.357012
remarquable,-0.7289,0.59597,-1.863518,-1.061826,1.009354
hauteur,0.740767,0.988312,-2.384643,0.482648,-0.717649
supplémentaire,-0.151714,0.536272,-2.430402,-0.829745,0.139804
Pascal,0.246816,0.247188,-0.572005,-0.825679,1.070104
NP,-1.514272,0.520992,-1.586391,0.170408,0.159998
univers,-0.567487,0.182251,-1.867477,-0.795428,0.166779
cartésien,-0.869473,0.960873,-2.281192,0.345324,0.064209
sept,2.15903,1.005618,-1.313662,-0.397804,0.714742
noyau,-1.572447,0.462838,-1.924123,0.172879,-0.126296
canonique,-1.862195,0.987015,-2.316422,0.487695,0.159893
isomorphe,-1.596335,1.322502,-2.292627,1.175667,0.083321
évaluation,-0.750964,-0.338822,-1.67052,-1.658617,0.340358
intégration,-1.442159,0.187971,-1.723191,-0.787229,0.573837
combinaison,-0.528153,0.767213,-2.790904,-0.268689,-0.202101
précision,0.615303,-0.051172,-2.499274,-1.319938,-0.460009
spécial,-0.342442,0.786147,-1.370868,-0.645998,1.362092
isomorphisme,-1.963896,0.977099,-2.64538,0.692483,0.030512
idéal,-0.85151,0.754961,-2.06205,0.487006,-0.087142
complémentaire,-0.811628,0.945029,-2.048399,0.136326,0.514429
riemannien,-2.682096,0.620597,-1.782057,0.43537,0.316206
Dirichlet,-1.412569,0.120383,-1.11219,-0.429503,0.648957
Gödel,-1.443641,0.114821,-0.164356,-1.014377,1.534904
Neumann,-0.985917,0.399397,-0.261744,-0.842729,1.748681
transformée,-2.320051,0.018182,-1.651862,-0.104846,0.045631
régression,-2.709141,-0.306795,-1.760759,-0.683842,0.013965
infinité,0.565066,0.716295,-2.854812,-0.246011,-0.142912
Cantor,-0.814651,0.204273,-0.85337,-0.080346,0.596691
modélisation,-1.747165,-0.635286,-0.985229,-2.228989,0.867619
tracer,0.937555,1.052828,-2.330161,0.251855,-0.334446
cône,-0.64344,0.986375,-1.955165,1.045775,-0.749384
cubique,-0.581232,1.020891,-2.089713,1.100583,-0.387653
simplifier,-0.353891,-0.184287,-2.167507,-1.478676,0.121702
composition,-1.228025,0.626058,-1.893244,0.103594,0.292119
triangulaire,1.374934,1.107697,-2.501706,0.784518,-0.990047
Poincaré,-1.348832,0.386104,-0.757688,-0.540086,1.215954
réflexion,0.038921,0.591451,-1.701067,-0.282039,0.12682
huit,2.314401,1.263131,-2.041806,-0.243424,0.647533
stochastique,-2.447697,-0.160363,-1.202944,-1.15994,0.621853
coloration,0.880871,0.834931,-2.348607,0.623394,-0.811605
diamètre,0.976193,1.024365,-2.244909,0.775201,-0.699463
négation,-1.006103,-0.123514,-2.160763,-0.377896,-0.707392
réduction,-0.982273,0.223439,-1.963367,-0.485347,-0.015224
Markov,-1.738062,0.279128,-1.197009,-0.117204,0.268838
conique,-1.150867,0.709004,-1.506406,0.401361,0.122953
probabiliste,-1.271806,-0.308442,-1.072042,-2.154219,1.238138
sphérique,-0.594098,0.669845,-1.638906,0.469709,-0.433474
tangente,-0.119106,0.943879,-2.181583,0.573414,-0.614047
dérivable,-0.698743,0.64232,-3.042018,0.659028,-1.017497
adjoint,-0.792186,0.69685,-0.85003,-0.405064,1.268788
bijection,-1.638038,0.860277,-2.547835,0.858839,-0.237242
estimateur,-1.488081,-0.552104,-1.999693,-1.006012,-0.991708
compter,1.202316,0.71303,-2.061788,-0.691981,0.288313
homogène,-1.657077,0.733058,-2.394685,0.242451,-0.010057
neuf,2.350666,1.003016,-1.490774,-0.469978,0.739759
Laplace,-1.448271,0.173475,-0.833744,-0.761264,0.653007
support,-1.609135,0.483374,-1.973027,0.044002,-0.132928
évaluer,-0.173302,-0.189389,-2.021222,-1.515121,0.138465
Fibonacci,-0.732382,0.745212,-1.323179,0.406965,0.373048
étoile,0.35903,0.362003,-1.611965,-0.186468,-0.119869
récursif,-1.482745,0.148042,-2.34646,-0.666563,-0.10522
priver,0.987584,0.449437,-1.158853,-1.082717,0.744103
vingt,2.833299,1.163513,-1.598133,-0.267461,0.735836
trigonométrique,-1.286314,0.593737,-2.028436,-0.253215,0.352416
moitié,1.550568,0.761843,-1.985364,-0.351613,0.065711
trace,-0.783669,0.666184,-1.646952,0.087298,0.457601
faisceau,-1.744697,0.698017,-1.715101,0.923643,-0.50454
irréductible,-1.355637,1.11205,-2.765411,1.046678,-0.310558
intégrale,-1.915508,0.047558,-2.019532,-0.197357,-0.5289
corrélation,-1.267136,0.138831,-2.063787,-0.299496,-0.406419
pôle,0.407236,0.591437,-1.91415,0.334444,-0.408142
Poisson,-1.594297,0.220077,-1.195042,-0.316113,0.071339
proportionnel,0.812447,0.004599,-2.189341,-1.033014,-0.847178
Lebesgue,-2.216239,-0.014597,-1.348629,-0.044146,0.156258
générateur,-1.22268,0.562869,-2.290294,-0.146875,0.084285
flot,-1.277775,0.126881,-1.675554,-0.196494,-0.351836
Lagrange,-0.857526,0.265392,-0.938961,-0.540569,0.811677
Viète,0.39078,-0.027223,-0.465319,-1.397887,0.90223
centrer,0.351312,0.489607,-2.218348,0.575462,-0.943542
croissance,-0.520625,-0.414343,-1.668209,-1.134091,-0.350324
modulaire,-1.735199,0.549346,-1.609603,-0.096723,0.269106
fractal,-1.611662,0.26565,-0.795663,-0.319374,0.565962
grammaire,-1.873978,-0.191732,-1.551988,-0.264067,-0.348172
prédicat,-1.495612,-0.124721,-2.044295,-0.362101,-0.405393
Russell,-0.450298,0.184398,-0.207721,-0.684568,1.128834
polaire,-0.607364,0.787394,-1.839939,0.610445,-0.274135
asymptotique,-1.362542,-0.09917,-2.167042,-1.040084,-0.012487
