word,1,2,3,4,5,6,7,8,9,10
inégalité,1.362083,-1.054369,0.532053,0.525247,-0.002701,0.714888,-1.547309,-0.621776,-1.309193,1.187606
chaîne,1.211344,0.921616,0.161598,-0.046689,-0.403643,0.743578,-0.798504,-0.818659,1.137781,-1.084502
prouver,0.395326,0.074764,-0.198371,0.262932,-1.314541,1.331454,-0.127254,-0.655433,-1.56683,0.127654
Gauss,0.560775,-1.073391,-0.490665,0.598704,0.083164,0.515442,-0.685922,1.993375,-0.63362,2.102282
symétrique,0.257835,0.201498,1.753727,0.418059,-1.147965,2.454813,-0.661537,1.357949,0.705812,0.340268
Riemann,0.214402,-0.861339,0.245472,1.041019,0.658444,-0.604335,-0.160357,1.496353,-0.57637,2.542412
$\mathbb{Z}$,-0.018597,1.16748,0.568747,-1.193448,0.341105,-0.005857,-0.106822,0.577319,0.518994,0.475504
polyèdre,0.39478,-1.256538,1.144753,1.276592,0.104091,1.210733,-0.271798,1.110789,1.55861,2.043732
binaire,1.636814,0.037799,1.147774,-0.921745,-0.76494,1.350204,-0.275027,1.123886,0.542119,1.21149
demi,-0.544829,1.218769,-0.353714,-0.117684,1.775294,1.600608,0.044367,-0.530936,0.493377,-0.929745
multiplication,1.278138,-0.353654,0.474198,-0.103784,-0.470557,1.446659,-1.006475,0.457092,-0.510189,0.671777
libre,0.402359,0.450988,0.20888,-0.090579,-0.05328,0.42836,-1.185322,-1.176546,-0.161848,-1.055641
identité,0.837641,0.451457,0.602445,0.375198,-0.738942,0.454505,-0.772388,-1.720307,-0.799045,-0.100994
Hilbert,0.359326,-0.667655,-0.112329,1.231595,-0.30708,-0.419701,-0.246938,1.460912,-0.026575,2.335004
scalaire,0.71407,-0.006453,1.045851,0.083477,-0.751913,1.346547,-1.507142,1.583897,-0.534543,2.196385
solide,1.390093,0.188129,-0.360243,0.676578,-0.407081,2.048677,-0.999276,0.526088,-0.275727,-0.26947
densité,1.634133,-0.637663,1.125352,-0.477277,0.855153,2.195064,-1.934777,1.172791,-0.147117,-0.430232
lemme,0.180605,-0.594319,0.572336,0.364534,-0.562994,0.640447,0.469998,1.796062,0.825912,2.08228
polynomial,0.270283,-0.313437,0.832109,-0.048647,-0.62101,1.05962,-1.719189,1.361562,-1.151442,3.325252
