word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
égal,0.051672,0.319178,-0.469471,0.3416,0.388343,0.589709,0.703877,0.347045,0.53014,-0.937433,-1.219624,-0.704736,-0.304008,1.117018,0.442421,-1.231534,-0.335363,-0.362867,-0.015712,-0.671439,0.064492,0.212182,-1.53806,-0.775838,0.603434,0.750794,0.138566,1.216449,-0.950653,-0.608751,0.108986,1.257144,1.009608
cercle,-0.563043,0.211819,0.604868,-0.621658,-0.131838,0.02704,0.407213,0.369106,0.089985,0.114063,0.188681,-0.488676,-0.842983,0.850673,0.012301,-0.162533,0.132748,-1.110699,0.272573,0.817541,0.135735,-0.430399,-1.287963,-0.441116,0.288937,0.143748,0.066652,0.290186,0.282713,0.892801,0.285364,0.832563,0.456386
partie,-0.304153,0.153853,-0.20407,0.428449,0.016812,-0.205238,-0.415837,-0.304367,-1.176297,-0.087616,0.76068,-1.369094,-0.003682,0.060626,-0.549305,-0.36533,0.273128,-0.647002,-0.259007,0.626873,-0.497963,-0.246773,-0.588526,-1.029357,0.243679,0.264341,-0.027899,0.653556,0.038081,-0.518411,-0.228268,0.590739,0.382879
relation,0.617745,1.013626,0.532252,0.457638,-0.71159,0.422971,0.273425,0.001579,-0.835789,-0.241518,0.624309,0.354509,0.019231,0.400497,0.488206,-0.700081,0.165256,-0.443024,0.754107,-0.24144,-0.076481,0.314251,0.239884,-0.988022,-0.156593,0.260441,-0.198114,0.962368,-0.432184,0.858581,-0.421326,0.252836,1.82724
courbe,-0.000122,-0.391062,-0.480998,0.025713,1.175657,-0.244208,0.910495,0.299412,0.266557,0.364582,-1.22134,-0.3777,0.462147,1.167754,-1.011639,-0.610623,0.06738,-0.118999,0.601682,-0.333193,-0.235322,0.320805,-2.418862,-0.930857,0.525339,-0.400613,0.23339,0.542103,-0.747304,0.824179,0.137744,0.543381,1.438822
différent,-0.212011,0.195604,0.012748,0.578988,-0.335209,-0.122337,-0.693493,-0.466339,-0.503437,-0.178255,0.011757,-1.05681,-0.235101,0.527006,-0.881466,-0.18141,-0.053671,-0.510337,-0.399964,0.193949,-0.959116,-0.828272,-0.133267,-0.424267,0.467583,0.380078,0.531002,1.70953,0.072658,-0.04395,-0.14568,1.088279,1.485406
complexe,0.124184,0.135888,-0.041083,0.624794,0.545248,-0.711294,-0.248992,-0.013572,-0.123479,-0.083991,0.542432,-0.443115,-0.381185,0.604511,-0.810302,-0.782441,0.167427,-0.139933,-0.297204,0.138594,-0.78166,-1.122194,-1.063049,-0.431569,-0.113751,-0.055623,0.495804,1.388415,-0.682861,0.828463,-0.108996,0.074223,1.35082
matrice,-0.485449,-1.137851,0.679022,0.754778,1.385497,-0.287494,0.559752,0.756936,1.252168,-0.299769,-0.906134,-0.169724,-0.502166,0.748207,-0.175819,-1.08302,-0.250247,1.079538,0.134762,-0.617066,-0.257229,-0.242717,-1.205158,-0.538644,0.198449,0.713492,0.649485,1.369547,-0.897324,1.277811,0.483803,0.30247,1.005491
domaine,0.078559,1.115682,0.311332,0.173639,-0.321853,-0.147419,-0.060145,-0.673955,-1.384262,0.0477,-0.053127,-0.117196,-0.22657,-0.467662,-0.884549,-0.486618,0.403249,0.029901,0.497821,0.218048,-1.265266,-0.491089,-0.379655,-0.621575,0.108044,0.155665,-0.104709,2.192092,0.030853,0.197219,-0.464902,0.259956,0.560114
fois,-0.058113,0.390679,0.662186,-0.169838,-0.126458,0.151806,-0.527718,0.304707,-0.434461,-0.321388,-0.095838,-1.073234,0.092253,0.278421,-0.01235,-0.603083,-0.071908,-0.457228,-0.562891,-0.003768,0.098602,-0.331081,0.214062,-0.508579,0.828419,0.396809,0.625476,0.038497,0.189717,-1.114951,-0.645855,0.686936,0.934787
