word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
modèle,-0.608474,0.397625,0.445149,-0.057221,0.660349,-0.583678,-0.341073,0.959381,0.132577,-0.441829,0.474288,-0.856332,-1.09259,0.399697,0.298203,0.675929,0.765882,0.529211,-1.236087,-0.345155,1.657013,0.340353,0.130062
linéaire,-0.962901,0.258361,0.936519,-0.665033,0.722186,-1.194984,0.495065,0.649003,-0.368735,-1.172581,-0.727672,-1.36537,-1.994053,0.585142,0.390918,0.848155,-0.612336,1.348964,-0.23755,-0.821699,0.378303,0.02123,0.292782
probabilité,-1.828132,0.345909,0.302697,-0.651946,1.02642,-0.983691,0.367347,0.9324,0.710281,-0.217492,-1.133583,-0.994324,-1.091487,0.005348,0.49887,0.566553,-1.294687,0.496774,-0.69419,-1.326136,-0.1667,-0.201317,0.454685
série,0.027172,-0.079005,0.889321,-0.060971,0.737913,-0.360826,-0.306241,0.194748,0.804705,0.232408,0.313259,-1.023951,1.947165,0.14744,0.323398,1.093486,1.411077,0.129736,0.447839,-0.4536,0.744117,-1.329632,-0.785538
somme,-0.581169,-0.42079,-0.310582,-0.258882,0.619156,-1.859621,-0.879927,0.352646,0.613279,0.045779,0.991864,-0.200322,-0.39754,-0.185801,0.852509,-0.17908,-0.291898,0.616589,-1.005906,-0.984132,-0.781128,0.271908,0.339668
mesure,-0.637363,-0.170848,0.268827,0.52862,0.712385,-1.939104,0.186077,0.144026,0.884137,-0.150895,0.357133,-1.149784,-0.893345,0.70497,-0.824566,0.477821,-0.756574,-0.006887,-0.237976,-0.220671,0.746677,0.125908,0.747843
carré,0.518365,-1.256167,0.907403,-0.236658,0.10477,-1.564843,-0.307658,-0.040895,0.097084,-0.734373,1.012858,-0.67217,-0.473997,0.520523,1.355734,0.795543,-0.364335,1.53736,-0.424465,-0.060855,-0.240306,0.312937,0.877434
vecteur,-1.059049,0.544329,1.283145,-0.368855,1.382713,-1.153527,0.918265,1.142308,-0.134697,-0.735261,-1.119768,-1.223406,-1.882867,-0.171647,0.383739,1.091251,-1.063591,0.373457,0.138273,-0.702566,-0.297676,0.571883,-0.872727
connexe,-0.1896,-0.872925,-0.297672,-0.136678,-0.188741,-0.782843,-0.966371,0.728261,0.406524,-0.777973,0.635375,-0.639378,-0.184718,0.199265,-0.30541,-0.063121,0.064532,0.106493,1.528488,0.480603,0.623231,0.686946,-1.059282
classe,-0.394875,-0.112056,0.263068,0.849893,-0.085377,-0.902568,0.06156,1.075758,0.348989,-0.08829,0.453665,-0.235074,-0.027752,0.498726,0.40307,0.282476,0.189326,-0.117313,-0.60622,-0.465298,1.262087,0.567236,-0.312864
