word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
carré,0.530492,0.639761,0.000769,-1.357184,1.005368,0.319928,-0.183529,-1.272048,1.370372,-0.962949,0.103154,0.145604,-0.32024,1.317686,-0.11179
vecteur,0.652321,0.12215,1.171496,1.063233,-0.974275,-0.52393,-0.385137,-1.041265,0.152333,-0.501146,1.182708,0.504387,-1.335093,1.819905,-0.780509
connexe,1.111961,1.556682,-0.416306,-0.242225,0.136376,-0.070335,-0.696001,0.231562,-0.345366,0.169309,0.598108,0.209745,1.110817,1.293619,1.157657
classe,0.6573,-0.010137,-0.355439,-0.6181,-0.316841,0.093847,0.345294,0.485515,-0.875224,-0.703125,0.513113,0.345447,0.264583,1.094135,-0.165209
produit,1.516484,-1.600395,0.209636,0.01072,0.018298,0.930667,-0.639428,-0.321852,-1.052168,-0.739479,0.693408,-0.524354,-0.296154,2.121861,0.581938
égal,-0.085587,0.243225,0.117987,0.083702,0.167464,0.282066,0.139961,-0.59103,-0.195841,-0.60113,0.368713,0.047949,-0.651346,2.328216,-1.916101
cercle,0.024798,0.409847,0.084807,-0.882815,0.429908,-0.612554,1.260605,-0.98146,0.310577,-0.254779,0.069808,0.354295,0.356583,0.740805,0.557117
partie,0.866558,0.485798,0.07535,-1.705531,1.328049,0.123682,0.228807,-0.497153,-0.703546,0.313309,0.777669,-0.037844,0.215398,1.213081,-0.097915
relation,-0.448595,0.316089,0.942107,-0.096707,0.097691,-0.217816,0.398506,-0.545483,-2.033389,0.755756,0.624164,-0.420748,0.200673,0.897357,0.249936
courbe,0.125702,0.622878,0.360911,-0.595548,-0.140779,0.896046,0.259001,-2.023628,1.067368,-0.450365,0.426671,0.312282,-1.654709,1.369349,-0.980364
différent,1.175999,-0.175624,0.769561,-0.706783,0.420051,0.350547,0.486557,-1.070001,-1.265421,-0.809223,0.890762,-0.317446,0.266642,2.174159,0.240194
complexe,1.234449,0.188008,1.003067,-0.586096,-0.296519,0.455341,0.271102,-1.364209,-0.410261,-0.032342,0.975972,-0.176549,-0.449294,1.390089,0.304398
matrice,0.184413,0.043954,0.917696,0.679926,-0.744353,0.455694,-0.024369,-0.842108,0.928315,-1.278749,1.493533,-0.187584,-1.218735,1.360192,-1.041302
domaine,0.18867,0.353655,0.554427,-1.156274,0.065906,0.540816,-0.103195,-0.307023,-0.897287,0.144335,1.145085,-1.493509,-0.015934,1.572365,0.951057
fois,0.097838,-0.490736,-0.111912,-1.317901,0.506431,0.431846,0.467565,-0.114304,-1.47874,-0.361571,-0.169534,0.518486,0.583446,1.192451,-1.080726
type,2.084681,0.033057,0.429685,-0.286475,0.070434,0.332024,-0.4164,-0.353944,-0.197477,-1.158023,1.059163,0.477272,-0.572557,2.09776,-0.190217
mot,0.459193,0.0147,1.676433,0.40924,1.201489,-0.506858,0.199387,-0.916892,-0.325422,-1.020624,0.266751,-0.070391,1.045917,1.322817,-0.089388
algébrique,-0.295053,1.223237,1.022898,1.422365,-0.982643,0.674906,1.139699,-1.268835,1.042877,-1.360255,1.600892,-0.390393,-1.075206,1.052148,-1.377186
degré,-1.0777,0.937233,-0.671136,-0.818493,-1.125697,0.383575,-1.171841,0.459315,0.468538,-0.677489,-0.022147,0.350349,1.243848,1.784938,-0.914513
langage,0.366307,0.096622,1.71585,1.170234,-0.565294,0.530656,0.304404,-1.346374,-0.76506,-1.438255,1.033323,-0.762874,0.332788,1.149959,0.787969
nul,-0.193075,0.515168,-0.666216,0.416004,0.280336,-0.234548,1.11365,-0.648168,-0.988461,-0.12391,-0.362084,0.709127,-0.213996,1.713237,-2.403027
moins,0.763084,-0.569003,0.337864,-1.03536,0.499551,0.146376,0.286021,-0.517944,-1.087671,-0.077499,-0.33511,0.008895,0.046655,2.684013,-1.27718
objet,0.925947,0.455164,1.650732,-0.962116,-0.140205,0.36484,-0.388947,-0.994787,-0.812273,-0.818267,0.394838,-0.136271,0.256992,1.452739,0.265931
triangle,1.004037,0.144165,0.165422,0.034539,0.577595,0.083441,0.435018,-1.070001,1.025631,-0.035013,0.871958,0.8564,-0.245624,0.0247,-0.163469
structure,1.235471,0.869136,0.798254,-0.507455,-0.175595,0.639914,0.580377,-1.071788,-0.521557,-0.38833,1.587626,0.081932,-0.753007,1.711963,0.50107
corps,0.155061,-0.183061,1.272449,-1.567363,0.503457,-0.429253,0.122717,-0.1173,-0.30728,-0.345936,0.813318,1.034626,-0.61152,1.333506,-0.205348
