word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
réel,0.275922,0.504484,0.300231,0.963087,0.832722,0.146385,-0.163346,0.792886,-0.372649,0.581097,-0.354556,1.014186,-1.264872,0.38348,0.450588,-0.618192,0.249684,-0.082393,-1.18255,0.180174,-1.26254,-0.447844,-0.183749,-0.074061,-0.287536,0.462709,-0.755429,-0.176367,-0.592941,2.173633,-0.119873,-0.568889,-1.328978,0.019988,0.310713,-0.293234,0.607475,0.146805,0.288609,0.605547,0.218532,1.497171,-0.774207,-0.257546,1.264239,0.917405,-1.277207,-0.417144
dimension,-0.237945,0.169058,0.341056,0.525447,1.259018,-0.238863,-0.287204,-0.363813,-0.320304,0.423484,-0.759847,0.86646,-2.022294,-0.125182,0.971306,0.007782,0.644452,-0.711771,-0.950735,-0.703316,-0.536841,-0.962038,1.119014,-1.017425,0.029807,0.093088,-0.324759,-0.151808,-0.173031,1.188776,0.557169,0.157941,-1.009389,0.242211,-0.210964,-0.471016,0.033386,0.108817,1.214107,0.324772,0.825451,1.915996,-1.291246,0.299088,0.549239,-0.601806,-1.087425,-0.27309
statistique,-0.428327,0.169228,0.915702,0.131559,-1.400309,0.28685,-0.770945,-0.349917,0.555228,-0.382701,0.351773,0.155802,-1.848635,0.866508,1.084722,-0.826043,0.169197,0.015943,1.396198,-0.373831,-0.654451,-1.477576,-0.020641,-0.430396,-0.371269,0.949695,-1.812329,0.072788,-0.30812,1.360875,0.370195,0.242499,-0.127804,-0.584029,-0.0654,0.848696,1.348922,0.162087,-0.748091,-0.205324,-0.078017,0.6613,1.141242,-0.108042,2.019559,0.5216,-0.176305,1.452332
sommet,-0.567139,-0.040075,0.874482,-0.575156,1.449205,0.436526,-0.627593,-1.13207,1.156756,0.002761,-0.932747,-0.539056,-1.458289,-0.603517,-0.388234,0.089463,-0.263129,0.118403,-0.294895,0.219634,0.319475,-0.953605,1.364447,-0.498357,-0.887642,-0.206562,-0.293832,-1.116676,0.878247,1.026182,-0.774906,-0.662924,-0.374932,0.752983,-2.155997,0.992631,-0.30297,-0.182873,-0.598544,1.151828,0.771882,1.082044,-0.38314,0.224996,0.367565,-0.746244,-2.814311,-1.752107
logique,0.284628,1.173934,0.679712,0.322878,0.443561,-0.647281,1.408992,1.193309,1.352098,0.718422,-1.072952,-0.012978,-1.246069,0.58792,1.592196,-0.759254,-0.654039,-0.712407,0.384051,1.014326,-0.425876,-0.768127,-0.414835,-1.355294,-0.712734,-0.635869,-1.127914,-0.903486,0.327215,1.540704,-1.352506,0.379479,-0.679108,0.615648,0.873318,1.209004,0.248235,-0.959764,-0.673135,0.408015,0.359761,1.067546,0.966486,0.163248,-0.517141,-0.545723,-0.149633,1.44501
terme,-0.011866,0.639842,1.033136,0.538861,0.815765,0.355041,0.588755,0.450367,-0.036689,0.421091,-0.657381,0.370588,-1.321336,1.408954,-0.126891,-0.561498,0.508045,0.514221,-0.170243,0.988352,-0.943252,-0.895673,0.205,-0.463922,-1.154847,-0.397089,-0.887619,-0.92686,0.051024,1.030886,-0.601705,-0.000755,-0.553745,0.502609,0.502319,0.039586,0.271634,-0.528738,0.470263,0.541537,0.46098,0.796666,0.233853,-0.510087,0.938587,-0.028489,-0.819592,-0.450431
trois,0.193515,0.725533,-0.226922,1.103985,0.882361,0.602767,0.142265,-0.822693,0.920101,0.231483,-0.678825,0.761549,-1.059191,-0.452163,0.123177,-0.331575,1.308244,0.807379,0.101456,0.711411,-0.52979,-1.52601,0.849564,-1.001707,-0.847387,0.075058,-0.499009,-0.457082,0.707787,1.179297,-0.348592,-0.018168,0.040336,-0.277396,-0.71064,1.098657,0.214098,-0.188756,0.04652,-0.004086,0.448246,1.283963,-0.231746,-0.497838,0.453815,0.43116,-1.259942,-0.656266
plan,-0.612549,0.954522,-0.031767,0.224596,0.42477,-0.245653,0.355925,-0.327506,-0.049064,0.648002,-0.544431,1.239302,-1.693162,-0.814411,0.253361,-0.356584,0.944689,-0.520414,-0.204674,-0.868048,-1.30298,-0.673284,0.653752,-0.933438,0.007249,1.196832,-0.495919,-0.308116,0.778982,1.888739,-0.112618,-0.388329,-0.647739,-0.424691,-1.368048,-0.600651,0.780603,-0.064175,-1.071821,-0.242015,0.93285,1.394468,-1.61624,-0.1788,0.764214,0.168042,-0.647734,-0.517813
formule,0.361911,0.934378,0.212217,0.492006,0.232901,-0.942026,0.561273,0.464113,-0.451976,1.214862,-1.028989,1.124211,-1.252324,1.645932,-0.327834,-1.039576,0.497263,-0.43488,-0.184155,0.134939,-0.495334,-0.833505,-0.096445,-1.36295,-1.71324,-0.679425,-0.792542,0.041197,1.037155,0.158969,-0.790601,-1.006621,-0.704818,0.07489,0.66148,1.421311,0.556221,-0.374712,-0.26553,0.044187,0.291512,0.955884,0.003615,-1.054976,0.412275,-0.251535,-1.62823,0.286831
droite,-0.288078,2.20634,0.18612,-0.370171,0.829581,0.70161,0.065841,0.005822,0.252087,1.0077,-0.296683,0.48924,-1.036197,-0.526594,-0.206821,0.407892,0.177945,0.019413,-0.161593,-0.358323,-1.158033,-0.651395,0.062746,-0.545029,-0.724351,0.4472,-0.698857,-0.022571,1.671195,2.259381,0.245423,-0.054846,-0.872136,0.175709,-1.537503,-0.247925,0.776176,0.108828,-0.061014,0.554576,1.060303,1.180841,-1.456627,-0.606468,0.380834,1.234066,-0.454048,-1.40673
$\mathbb{C}$,-0.125422,1.353695,0.114121,0.583635,0.748554,0.187252,-0.150921,-0.877887,0.886185,1.028255,-0.559373,0.814502,-1.814059,-0.287289,0.001796,-0.366251,0.08818,-0.28815,-0.27624,0.004335,-0.332296,0.276372,0.283369,-0.900458,-0.685581,-0.342058,-0.583573,0.595715,-0.088152,1.648821,-0.349479,-0.367565,-0.615061,0.472853,-0.10321,0.508638,1.101459,0.250674,0.46902,1.057971,0.216636,0.552129,-0.365138,-0.436461,0.422431,0.609085,-0.35382,-1.481049
solution,-0.701484,0.050403,-0.536522,0.582022,1.041149,-0.128346,0.383575,0.465352,-0.010255,0.461662,-0.295019,1.166442,-1.128768,-0.095407,-0.744194,-0.038745,0.842676,-1.528844,-0.469883,0.777374,-0.068367,-1.058454,0.509589,-0.720671,-0.884098,-0.673993,0.079909,-0.933373,-0.199394,1.339295,0.104284,-1.100973,-0.614444,-0.006229,-0.152683,1.017172,0.647866,0.030229,0.808977,0.745284,-0.321434,1.329165,0.561991,-0.390715,1.839387,0.095162,-0.251767,-0.616512
modèle,0.012888,0.132027,0.882455,0.572823,0.424836,0.179713,-0.201153,-0.225357,0.457614,-0.197694,-0.799777,0.159644,-1.42056,-0.008871,0.620576,-0.981946,0.046848,-0.938558,0.547686,-0.247586,-0.568381,-1.251964,-0.124438,-0.421675,-1.035112,-0.268978,-0.088001,-0.080777,-0.234661,2.352843,0.301696,-0.110244,0.132797,-0.465015,0.683939,0.804874,1.48616,-0.056527,0.027737,-0.487214,-0.51134,0.511503,-0.061728,0.45751,1.056374,-0.887314,-1.083905,1.511386
linéaire,-0.304047,1.185208,-0.023061,1.496374,-0.335641,0.578039,0.309421,0.110224,-1.266942,-0.166179,-0.503234,0.389324,-0.285701,0.353574,0.442621,0.438475,-0.024998,-1.390279,-0.024384,1.01281,-0.513592,-1.71298,0.36818,-0.654784,-0.177054,0.201483,-0.843539,-0.383309,-0.673545,1.86235,-0.056261,-0.308741,-1.116554,0.102729,0.333253,0.576534,1.532911,-0.176568,0.583688,1.426458,-0.122068,1.328825,-0.018141,-0.525111,0.917969,-0.167812,-1.332408,0.306878
probabilité,0.169893,-0.180632,0.480406,-0.053997,0.5923,0.712815,-0.783673,-0.497839,0.93589,-0.070425,0.307524,0.672019,-1.116923,1.450261,0.034511,-0.39754,-0.343298,0.643077,-0.424637,0.654444,-0.321596,-0.741143,-0.317739,-0.484932,-1.44941,-0.127133,-0.857108,-0.010887,0.246564,2.136071,-0.379624,0.58939,-0.892522,-0.031275,0.813753,1.13495,0.664379,0.346508,0.290496,-0.53341,-0.422164,0.580839,-0.114595,0.33785,1.803816,0.338299,-1.205031,1.036522
série,0.036497,0.205349,-1.179778,-0.160282,0.380573,0.252865,-0.534253,0.890217,0.606416,0.780616,0.51844,0.369537,-0.623651,1.949809,0.06535,-1.627352,1.029343,-0.372393,0.379472,-0.038844,-1.22252,-0.771111,0.082904,-0.069684,-0.909479,0.292889,-0.984082,-0.060598,-0.090748,0.855986,-0.370838,-0.294415,-1.298192,0.185955,0.735732,-0.030727,0.666877,-0.336026,-0.012516,0.151808,0.615534,1.367216,0.60015,-1.245376,1.17238,0.392016,-1.078166,0.10715
