word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
représentation,0.579309,-0.703263,-0.023176,-1.72193,0.139914,-0.904394,0.739506,-0.76545,-0.392339,-0.410382,-0.421311,-0.198362,-0.353298,-0.246131,-0.821139,-0.279262
famille,0.238122,-0.576652,0.811076,-1.031492,0.674248,0.805835,0.356682,-0.027007,0.121417,-0.035954,-0.482283,2.320915,-0.503614,0.398778,-0.290019,-0.477611
arête,-1.47389,0.237362,-0.171908,-0.733618,-2.174827,1.015234,-0.130513,-0.040612,0.673872,0.563996,-0.318492,-1.209933,-1.614743,-0.366033,-1.384399,-0.978724
distance,-0.098866,-0.23716,0.418584,0.27698,-0.348779,0.058232,0.723772,0.030698,-0.274045,-0.564868,-0.042519,-1.223933,0.589371,0.09212,-2.616722,-1.020598
surface,-0.909143,-0.670991,0.582259,-0.143448,-0.072201,0.374418,0.446194,1.044915,-0.068557,0.516164,0.755038,-0.841465,-0.141553,-0.250492,-3.100835,-1.614061
aléatoire,-0.564441,-1.27334,-0.022012,0.381577,0.714968,-0.506141,0.392428,-0.24497,0.325806,-0.856878,0.276819,-1.928733,-0.17609,-0.358455,-1.513039,-0.293555
naturel,0.146506,-1.432702,1.152181,-1.40636,0.240411,0.137897,-0.18055,1.273036,-0.954874,0.589017,0.474255,0.62573,-1.019238,0.058047,-2.043282,-0.454837
normal,0.258125,-0.669777,0.586996,-0.235419,0.000757,-0.116232,0.007452,-0.054586,-0.130453,-0.041467,1.131085,-0.442624,0.134293,-0.349598,-1.599394,0.111298
arbre,-0.993597,-0.293495,0.522756,-1.289984,0.286775,0.17191,1.056115,0.671107,-0.004357,0.970815,0.381844,0.051159,-1.092252,0.12251,-1.760382,-0.783578
démontrer,-0.351132,-1.891098,0.924474,0.138105,0.873408,-0.182842,0.462362,-0.61518,0.168259,-1.022851,0.428174,-0.147914,-0.202538,-0.545219,-1.068446,0.004592
algèbre,-1.116738,-1.399441,-0.672726,-1.460906,-0.583719,0.077431,-2.229247,-0.365762,0.582152,-0.950186,-0.297126,-2.427923,-0.591771,-1.068714,0.005387,-1.15244
règle,0.98542,-1.852098,-0.257419,-0.596455,0.370684,-1.723147,0.04212,-0.938681,0.342008,-0.808295,-0.105948,-0.515349,0.096146,-0.198386,-1.053046,-0.874593
volume,-0.435314,0.248201,-1.215522,-1.28193,1.258561,-0.541621,-0.540098,-0.164461,-0.906422,0.692117,0.505577,0.741881,1.215593,-1.217,-1.365702,0.40965
calculer,-0.297922,-1.226305,-0.153692,0.557805,0.844937,0.178689,-0.420404,-0.576177,-0.190178,-1.32357,0.626192,-1.527473,0.098195,0.38589,-2.639667,-0.854018
constant,-0.101311,-0.569159,0.873891,-0.363234,0.544193,-0.100435,-1.055589,-0.616174,0.405684,-0.817245,0.509109,-0.334722,-0.3593,-0.434723,-1.892184,0.188602
quatre,0.842065,0.25412,0.247175,-0.545164,-0.660749,0.014713,0.941355,-0.670908,0.159339,0.082109,0.042398,0.675203,0.752705,0.488746,-1.718439,-1.380621
différentiel,-0.677915,-1.215414,0.682647,0.320071,-0.227146,-0.289487,-1.129883,-0.360995,0.271911,-0.823148,1.410115,-2.006169,0.024655,-0.865973,-1.656549,-0.471624
hypothèse,-0.629977,-1.908487,0.641995,-0.596357,1.079427,-0.199363,0.165292,-0.562632,-0.131108,-1.224384,-0.647435,-0.146396,-0.961445,-0.462243,-1.475266,0.014062
image,0.401561,-0.553014,-0.166606,-1.514965,0.889187,-0.086262,1.298935,0.041347,0.474812,-0.092279,-0.196985,-0.692667,0.676764,-0.326737,-1.175755,0.332827
régulier,0.739902,-0.455764,-0.113956,0.432809,-0.791068,-0.350716,0.453224,-0.606007,-0.246907,-0.16174,0.515181,-0.198953,0.573518,1.075729,-1.708816,-0.578756
complet,0.587469,-0.509153,0.00142,-0.944574,0.316689,-0.594499,0.276829,-0.509927,-0.196879,-0.014402,0.70612,0.074831,0.825606,-0.41323,-0.956108,-0.377885
racine,-0.951524,-0.352164,0.611468,-1.839754,0.661435,-0.140839,-0.010474,-0.193975,-0.025975,0.402684,0.084925,0.040653,-1.221366,0.072082,-0.685218,-0.370004
coefficient,-0.925053,-1.087288,0.362207,-0.076312,-0.230879,-0.549975,-1.799688,-1.000759,-0.595242,-0.875176,1.042275,-2.088722,0.196927,0.304398,-1.774818,-0.968496
côté,0.558993,-0.141961,0.69413,-0.992789,-0.891253,0.609379,1.077443,-0.1349,1.362958,0.176792,-0.779391,0.431796,0.071022,0.550726,-1.169812,-0.735016
preuve,0.204888,-1.615884,0.519521,0.27116,1.257484,-0.978647,0.675478,-0.822226,0.625436,-0.944471,-0.068545,0.342798,-0.471964,-0.212717,-1.0349,0.247291
axiome,-0.463823,-0.887035,-0.655199,0.399248,0.516055,-0.845486,-1.028138,-1.103668,0.181744,-1.397451,0.099259,-1.724935,-1.166958,-0.912348,0.0978,0.012003
$\mathbb{R}$,-0.99552,0.472266,-0.913753,-0.246359,0.555885,-0.411602,-0.998895,0.074938,0.094914,0.539858,-0.457312,-0.518226,2.089758,0.195146,-0.863165,-0.876057
continue,0.669001,-0.790897,0.500727,0.074585,-0.240274,-0.100388,0.660435,-0.373167,0.474564,-0.164363,0.245689,0.489983,0.375989,-0.01697,-0.908639,-0.325799
résoudre,0.165549,-1.368487,0.740519,0.655329,0.511343,-0.518788,0.516365,-0.604158,1.210803,-0.999938,-0.402495,-0.091917,-0.125706,-0.574558,-0.91057,-0.416067
arithmétique,-0.199438,-0.777562,-0.734664,-0.282402,0.676187,-0.124888,-0.744943,-0.918121,-0.642736,-1.865115,0.544143,-2.052609,-1.009523,-1.148769,-0.395395,-0.360071
conjecture,-1.138114,-1.036737,-0.532357,0.332637,0.712278,-0.071062,-0.528489,-0.898129,0.092528,-1.251937,-0.008087,-1.167775,-1.348799,-1.094483,-0.047948,1.260754
réseau,2.075056,-0.509355,0.682408,-0.103183,0.143352,-0.281253,0.240038,2.370234,0.082136,-0.170363,-0.281623,-1.042103,0.714277,0.017762,-1.577499,-0.786361
opération,0.489088,-0.356433,1.289856,1.169024,-0.120591,-0.773748,0.716857,0.775473,0.755944,0.146187,-0.101002,0.306255,1.163012,-0.962845,-0.729076,-0.817333
chiffre,0.971872,-0.356289,-0.196923,0.223584,1.353431,-1.116452,0.048128,0.284627,-0.770468,-0.405682,0.50778,-0.363038,0.091754,0.731061,-1.725752,-1.350419
expression,-0.023801,-1.630686,0.629603,-1.78686,0.821546,-1.289074,0.735753,-0.388065,-0.102688,-0.26027,-0.185456,-0.684417,-0.189261,-0.406914,-0.450753,0.207428
propre,0.880864,-1.515194,0.435589,-0.935481,0.470132,-0.435477,1.293035,-0.15914,1.054103,-0.366959,-0.353607,0.142674,0.354874,-0.159626,-0.956888,-0.490899
principal,0.643841,-0.928518,0.658309,-0.947926,0.097682,0.637912,0.514578,0.528562,0.10297,-0.105511,-0.449988,0.472653,0.856517,0.486418,-1.046456,-0.707339
paramètre,-0.561308,-1.779848,-0.055366,-0.215409,0.646435,0.150376,-0.89747,0.211011,0.003536,-1.0068,0.474559,-2.102839,0.260659,-0.336334,-2.728315,-0.783765
coordonnée,-0.571827,-0.152272,-0.171821,0.137602,0.389501,0.095061,-1.226771,0.418146,-0.907467,-1.346722,-1.325112,-1.774795,-0.171144,-0.511289,-2.077689,-0.595988
opérateur,1.197687,-0.317171,0.695595,0.229587,0.808253,0.54741,-0.516661,1.298302,1.307513,-0.759562,0.197613,-1.220745,1.354866,-0.154213,-0.32473,-0.99273
numérique,1.747489,-0.502536,-0.183169,-1.032016,1.297776,-0.38316,0.364004,0.836687,0.047356,-0.80561,0.39994,-1.834848,1.262356,-0.455842,-0.846603,-0.390008
unité,0.81913,-0.356345,1.067892,0.271632,0.06093,-0.578089,-0.092086,0.900901,-0.335833,-0.37613,-0.478846,-0.018777,0.80472,-0.841824,-1.439293,-1.55444
liste,0.907067,-0.15205,0.151716,-1.442135,-0.152113,-0.145933,-0.655075,0.922588,-1.04512,0.394073,-1.037098,0.9003,0.999532,0.571019,-0.930273,-0.691761
convexe,-1.826559,-0.035941,0.134182,-0.936447,-1.469971,0.456236,-0.160042,-0.638392,0.24099,0.185142,0.359347,-2.300212,-1.638088,0.043616,-1.099588,-1.172681
