word,1,2,3,4,5,6,7,8,9
identité,1.52547,-1.026997,-0.562028,0.007932,-1.737839,-0.213836,0.368067,0.912231,0.026195
Hilbert,1.726968,-0.630696,-0.799466,-0.16189,-1.174662,-1.247678,1.033463,0.353481,0.310601
scalaire,1.373441,-1.054626,1.278087,0.425658,-3.171031,0.403313,0.0443,0.174361,0.683812
solide,0.625003,-1.914899,-1.251889,0.806749,-1.035644,1.069162,0.391833,2.022388,1.914808
densité,0.143603,-0.573324,1.357683,0.628436,-2.829381,-0.05024,1.309974,0.352886,-0.153406
lemme,2.402718,-1.17991,-1.069133,-0.010725,-0.990451,-0.046851,0.408735,0.556344,-0.894848
polynomial,1.907909,-0.506683,1.444212,0.44159,-1.802641,-1.641628,0.195079,0.258007,-0.637416
cinq,-0.761488,-0.700652,-1.371349,0.290276,-1.352762,-0.679942,-0.526137,2.591661,0.222483
exponentielle,1.277786,-1.266923,1.030253,0.764121,-2.163465,-0.100108,1.176771,0.797599,-0.415115
élémentaire,1.232175,-0.918259,-0.238443,1.133992,-1.80528,-0.734195,0.956894,1.559124,0.222305
argument,0.770571,-0.431096,-0.007286,0.510107,-1.694531,-0.588724,1.029492,0.673214,-1.12641
optimisation,2.24265,0.149069,1.003764,1.342044,-1.205972,-1.49137,0.370302,0.271973,0.181585
Fourier,0.952427,-1.142642,0.469626,0.30583,-1.531409,-0.861678,2.248016,0.149331,0.48859
dériver,1.127435,-0.616772,0.250861,0.694267,-2.561607,-0.309588,0.763198,0.609216,0.552817
module,1.744118,-1.014354,0.881647,-0.12827,-1.939798,-0.751255,-0.795151,0.220842,0.875253
maximal,0.795678,-0.965915,1.055495,-0.035636,-2.440074,-0.30287,-1.00029,0.72414,0.551433
paire,0.207893,-0.742356,0.141886,-0.378798,-2.332163,0.047742,-1.812013,1.228683,-0.089385
uniforme,1.595719,-1.615471,0.344163,0.368696,-1.773588,0.553016,-0.126513,1.087693,0.648435
action,0.381095,0.339414,0.895035,0.507041,-1.96966,-1.367828,-0.14398,0.408068,0.372378
total,-0.61973,-0.729107,0.901449,0.555693,-2.391992,-0.320776,0.134113,1.464237,0.025952
polygone,0.447282,-1.800115,-1.028309,0.05737,-2.046965,1.2897,-0.209372,1.640908,1.052648
division,-0.18073,-1.070321,0.097066,0.430194,-1.482739,-0.513049,0.091466,1.693578,0.866783
signe,-0.105724,-1.0723,-0.011721,0.092172,-2.033304,0.259599,0.034321,1.470707,-0.843504
troisième,-0.581103,-0.796809,-0.865113,-0.150388,-1.763417,-0.813966,0.475361,1.735618,0.367588
composante,0.200288,-0.978883,1.017091,0.584139,-2.72694,0.134233,-0.500934,0.844809,0.993759
paradoxe,1.532306,-0.037779,-1.340799,0.691306,-0.627965,-0.466313,0.058188,0.774779,-1.110818
égalité,0.750861,-0.890722,-0.5695,-0.404166,-2.532104,-0.370134,0.470811,0.917129,-0.974846
critère,0.840704,-0.322433,0.932049,0.60047,-1.462482,-0.628177,0.089191,0.879688,-1.184947
orthogonal,0.722465,-1.067014,0.62846,-0.37203,-2.974994,0.110844,-0.154122,0.164905,1.841202
moment,-0.295333,-0.550041,0.350545,0.523788,-2.485433,-0.187961,1.455759,0.865623,0.034496
conséquence,1.359045,-0.075849,-0.452144,0.429074,-2.026939,-0.580388,0.172262,0.825532,-1.303659
orienter,0.908615,-0.537515,0.247844,0.451871,-2.687602,0.229403,-1.209948,0.677189,1.581372
courbure,0.879416,-1.086391,0.16337,0.303164,-2.69982,0.452735,1.49028,-0.035177,0.843723
couple,0.049755,-0.728865,-0.513973,-0.778641,-2.625232,-0.526319,-1.181219,0.989283,0.217917
relatif,0.404401,-0.496484,0.523735,0.644791,-2.180155,-0.570865,0.341323,1.175172,-0.220608
morphisme,2.153861,-0.620732,0.637491,-0.235901,-2.414846,-0.030348,-2.025044,0.027184,0.564168
central,-0.670102,0.035248,0.137055,0.825241,-2.01869,-0.841739,0.534316,0.851426,1.510994
observation,-0.495289,0.150045,0.264611,1.108252,-1.97155,-0.846698,1.248272,1.251813,-0.57308
fixe,0.454037,-0.48906,-0.166646,-0.210937,-2.754926,0.117996,0.235334,0.393287,0.558285
