word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
logique,-1.565366,0.23021,-0.044729,0.754806,-0.27709,-0.155458,-0.195872,0.557792,1.527988,-0.987155,-0.231425,0.110415,-0.081548,-2.480485,-0.733264,0.344323,2.144268,-0.517024,0.688037,0.635057,0.050591,-0.526609,-1.17182,0.437176,0.163417,0.674819,1.322209,0.161496,0.37315,0.491427,-0.594197,0.601698,-0.535572,-0.385092,1.588227,-0.723615,0.424574,-1.404196,0.011421,0.007613,0.538977,-1.081629,1.22609,-0.013571
terme,0.439044,-0.684168,-0.456222,0.899387,-0.330371,-0.53471,0.344776,0.495046,1.484615,0.123023,-1.080232,-0.156511,0.140065,-1.428414,-0.584684,-0.515093,0.562761,-0.503064,0.700475,0.010594,0.085611,0.096756,-0.595425,-0.03247,0.453694,-0.098533,0.17824,0.116298,-0.307116,0.992549,0.979227,-0.306119,0.054394,0.108219,0.356615,-0.122859,0.993921,-0.437593,0.302401,0.005284,1.408418,-0.927226,1.374666,-0.93026
trois,0.820034,-0.438816,-0.089923,0.149491,-1.758209,-1.314295,0.55828,0.669602,1.020629,0.022294,-0.244754,-0.53082,0.780323,-1.177959,0.444847,0.058733,0.065501,0.375396,0.778372,0.669108,-0.213242,0.462749,-1.662258,0.272118,0.32896,0.192094,0.031677,-0.13617,-0.595997,0.143978,0.676313,-0.047069,0.192586,-0.304603,1.197124,0.358198,-0.048269,0.295923,-0.099067,0.005075,0.438112,0.143137,2.111859,-1.516859
plan,-0.642715,0.488941,1.04988,0.921699,-0.90468,-0.804538,0.031616,0.971486,1.352853,0.868585,-0.620488,-0.585978,1.458823,-0.254723,1.216771,-0.903375,-0.48026,0.262951,-0.267162,-0.839228,0.562033,0.1275,-1.676686,0.776987,-0.593439,-0.507027,0.010949,0.134143,-0.294572,0.034013,1.40762,0.072431,-0.320938,-0.187817,0.983467,-0.210757,-0.643193,0.217332,-0.569497,-0.073686,0.219708,0.037382,1.449208,-2.072133
formule,0.288456,-0.365714,0.474046,1.672484,-0.223671,-0.144968,0.471055,1.172535,1.953859,0.249642,-1.144552,-0.281324,-0.033494,-1.218509,-0.46321,-0.949666,0.565442,-0.255607,0.782502,1.276976,0.128942,-0.33739,-1.018718,0.025053,-1.169185,-0.318893,1.009178,-0.790118,-0.132579,0.249092,-0.290086,-0.092941,0.999409,0.282818,1.288741,-0.061935,1.128756,-0.614218,-0.250785,-0.269328,1.296461,-0.839049,0.485871,-0.711297
droite,0.390297,0.581528,0.274411,0.872973,-0.363981,-1.122002,-0.054722,0.76418,0.860252,0.282554,-0.718504,-1.119618,2.133581,-0.350156,1.724899,-0.762733,-0.78836,0.500755,-0.391713,-0.416324,0.505613,-0.086931,-1.977483,0.097746,-0.160442,-0.742102,0.687875,-0.105759,1.011688,0.701401,1.358378,0.726975,0.047024,-0.356577,0.534158,-0.315172,-0.117371,-0.349061,-0.284886,0.172847,0.774232,0.097711,2.265775,-1.59302
$\mathbb{C}$,-0.154015,-0.522741,-0.173766,0.051372,-0.819755,-0.385379,0.314115,0.363543,0.886124,0.391365,-0.143197,-0.638991,0.598731,-0.799527,0.469703,-1.067208,0.445138,0.446127,0.392894,-0.302723,-0.25248,-0.333833,-0.48481,0.745166,-0.880011,-0.509067,0.248231,-0.894285,0.586992,0.297921,0.919082,0.46137,0.657744,-0.513384,0.211702,-1.197656,-0.023982,-0.565332,-0.467007,-0.961338,0.564219,-0.366807,2.470666,-1.326983
solution,0.039667,-0.474791,0.443618,2.022786,-0.107027,-0.679147,-0.14681,0.0317,1.309786,0.517339,-0.325647,-0.454678,0.395422,-0.521519,-0.291898,-0.212803,0.280788,0.508976,0.816097,0.709605,0.39243,-0.905406,-0.23747,0.924479,0.613621,1.099889,-0.486068,-0.104768,-0.820509,-0.53648,1.326816,0.292977,0.7699,-0.763332,0.761846,0.20184,0.878634,-0.395001,-0.211141,-0.68081,1.558197,0.039124,0.848354,-1.32355
modèle,-0.925634,-0.815595,1.290266,1.368384,-0.644812,0.44059,1.270923,1.161259,1.538743,-0.459355,-0.70794,-0.067332,0.779943,-0.84436,-0.049387,-0.325112,1.384046,-0.358903,1.147135,0.286223,-0.656474,0.584386,0.401594,-0.151268,0.081672,0.704109,-0.181793,0.171517,0.619939,-0.011956,0.853025,-0.467136,-0.013814,-1.08578,1.100064,-0.367745,0.573536,0.079539,0.1486,-0.855234,-0.732517,-0.935255,0.703795,-0.841
linéaire,0.552553,-0.103475,1.275041,1.331908,-0.168591,-0.699502,0.507859,0.016563,1.063735,0.106727,-0.436455,-1.320943,0.48098,-0.811455,-0.431101,-0.40903,2.074863,0.165562,0.167123,0.178057,0.903474,0.986299,0.027269,0.545065,0.509625,0.357086,-0.787568,-0.000588,0.875275,-0.405077,1.478099,-0.4682,0.488258,-1.183691,0.954906,-0.03861,0.567005,-1.488404,0.1851,-0.109,1.058201,0.19311,0.587994,-1.791975
probabilité,-0.46,-0.784921,0.063251,1.543754,-0.352205,0.133332,0.657742,1.283646,0.821936,-1.466708,-2.213657,0.399886,1.190754,-0.942425,-0.225342,0.01138,1.051099,-0.424039,1.045567,0.335109,-1.293797,0.312723,-0.786177,-0.362572,-0.174759,0.258769,0.062647,-0.802047,-0.517655,-0.186363,0.957802,-0.433811,0.323531,-1.368143,-0.228999,-0.265116,0.611517,0.483679,0.390163,0.633287,0.009217,-0.821505,1.18043,-0.586314
série,-0.010528,-0.938051,-0.142748,1.240451,-0.69088,-0.394107,-0.053858,0.813004,1.146414,-0.614168,-1.140844,-0.064276,-0.122977,-0.995878,-0.305548,-1.392892,0.339982,-0.481489,0.793535,-0.097445,1.069407,0.290442,-1.009916,-0.536433,-0.230236,-0.158774,0.185427,0.470665,0.002001,-0.597564,0.802513,-1.421656,-0.329913,-0.946141,-0.233903,0.617433,0.840006,0.294767,-1.399421,-0.155146,1.837931,-0.490216,0.624591,0.001643
somme,1.317862,-1.805016,-0.563071,0.602477,0.009747,-1.118936,1.331238,1.119536,0.584494,0.444256,-1.014132,-0.08084,0.39924,-1.366974,0.359141,-1.008928,0.642507,0.139431,1.343696,0.523563,-0.250379,0.629484,-1.145841,0.280552,-0.093271,-0.715027,0.135699,-0.121586,-0.624535,0.846391,0.621906,-0.881812,-0.19402,-0.960637,0.247919,0.663536,0.996511,-0.252173,-1.131569,0.097745,1.586854,-0.259322,1.342408,-0.893633
mesure,0.712617,-0.353535,1.133653,0.804164,0.016174,-0.16727,1.18505,0.809011,0.966354,-0.201771,-1.899686,-0.22513,0.76108,-1.009603,0.314437,-0.981917,0.367043,-0.485431,0.256267,-0.651731,-0.440222,0.294879,-1.169145,0.661313,-0.821594,-0.076217,-0.770824,0.528604,-0.412639,0.445268,0.019922,-0.686787,-0.209547,-1.371693,0.148603,-1.212388,0.529071,0.74012,0.23523,0.516269,0.371187,-1.088979,0.834764,-1.14392
carré,0.818122,-1.258215,-0.41202,0.77278,0.28117,-1.58507,0.108466,1.359748,0.910554,0.937658,-0.046016,-0.678412,0.769403,-0.954788,-0.474538,-0.704157,0.327239,0.586124,0.501016,0.631869,0.886494,0.529569,-1.127154,1.471981,-0.082869,-1.020194,-0.178095,0.181801,-0.969301,1.19759,0.637457,-0.114279,0.42263,-1.121609,1.026936,-0.174859,0.80784,0.160898,-1.537134,0.505703,-0.133816,-0.103091,1.065587,-0.930877
vecteur,1.100803,-1.001054,1.057437,0.639518,0.082092,-1.458427,0.356767,0.480776,0.500936,0.852591,-1.601713,-1.59441,0.865084,-1.108836,1.073152,-0.764314,1.634064,-0.514111,-0.091703,0.476361,0.013623,-0.317288,-1.143476,-0.277358,-0.35622,-0.875236,0.48259,-0.471145,-0.591995,-0.217079,2.017531,-0.268213,0.797885,0.464863,0.313618,-0.697095,-0.689959,-0.999544,0.419437,0.349,0.371274,-0.574027,1.087014,-1.702247
connexe,-0.997645,0.031026,0.766933,-0.388042,-0.197907,0.216151,-0.228582,0.842608,1.365554,-0.59824,-0.82286,-0.309647,0.295813,-1.78374,1.093687,-0.900677,0.905656,0.043198,0.636243,0.166474,0.998982,1.070653,-0.449252,0.679453,-0.142302,0.049319,0.924362,1.002456,-0.762139,0.510471,0.21985,-0.462508,-0.000684,-1.835739,0.074278,-0.518181,0.486114,-0.532344,-0.989957,0.089067,1.052789,0.512102,0.265982,-1.557927
