word,1,2,3,4,5,6
trivial,-0.225638,-0.404092,1.818079,1.653527,0.141214,-1.532473
abélien,-0.300003,-0.113809,2.131653,1.547049,0.898516,-2.211012
Bernoulli,-1.014733,-1.872423,0.188847,0.323247,0.508155,-1.552853
borné,-0.141043,-0.641255,1.351239,0.61971,0.440658,-2.400408
remarquable,2.268047,-0.540813,0.200071,0.568195,1.046219,0.032291
hauteur,2.936161,1.477581,0.090479,0.647923,0.30781,-1.032401
supplémentaire,1.900729,1.101727,1.708837,0.046692,-0.564236,-0.239551
Pascal,0.288431,-0.997565,-0.939719,0.842834,0.221173,1.85199
NP,-0.927293,0.11821,0.986925,-0.132381,0.011826,-1.452552
univers,0.930455,-0.509882,1.585413,1.593037,0.019531,0.948051
cartésien,-0.007435,-1.587929,1.391026,1.150463,1.21071,-1.671049
sept,2.319774,0.833357,-0.26633,-0.13954,-0.37576,0.787339
noyau,1.50551,0.224377,1.689029,0.738904,0.527972,-1.484089
canonique,0.405544,-1.812558,1.148906,-0.243852,0.973496,-0.98078
isomorphe,-0.583281,0.230654,1.500484,1.429927,0.40261,-2.085975
évaluation,0.804697,-0.186386,3.122464,-1.109247,0.478183,0.012544
intégration,0.87899,-0.280393,2.375826,-1.300299,0.588055,-0.015709
combinaison,1.268891,0.387872,1.869282,1.215686,-0.227742,-0.823327
précision,1.269284,0.03244,1.933552,0.616441,-0.272585,-1.095449
spécial,1.026763,0.805936,0.982248,0.089353,-0.465289,1.406175
isomorphisme,-0.221756,-0.18933,1.637557,1.294437,0.843113,-2.253454
idéal,1.235116,-1.068038,1.363519,0.783249,0.031875,-0.083122
complémentaire,0.721045,-0.076111,1.914033,-0.315512,0.8387,0.040615
riemannien,-0.422228,-0.874084,1.453482,1.754099,1.859642,-2.459594
Dirichlet,-1.384895,-1.686512,1.552628,0.528869,0.678028,-1.541527
Gödel,-2.208122,-1.721345,1.433152,0.145665,0.346738,-0.396446
Neumann,-1.765969,-1.372988,-0.201034,0.114084,0.793997,0.847231
transformée,-1.206236,-1.463805,1.379146,1.092436,0.044953,-1.966393
régression,0.383647,-0.506489,1.855803,0.125348,0.061156,-1.631775
infinité,0.276789,-0.90675,1.510558,1.412511,-0.385392,-1.730462
Cantor,-1.505536,-1.372728,0.144322,0.69248,0.484385,-0.414181
modélisation,0.004345,-0.573281,2.971198,0.404929,1.171111,-0.698312
tracer,1.441712,0.082813,0.111647,0.733692,0.547858,-1.192175
cône,1.565864,0.367024,0.5176,1.717124,0.45627,-2.316722
cubique,0.563551,-0.288223,0.857142,1.856623,1.022415,-2.484426
simplifier,0.692048,-0.55245,1.749326,0.175826,0.5746,-0.805549
composition,1.39309,-0.017226,0.708531,0.519459,0.887425,0.915902
