word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
dimension,-0.936117,-2.232749,0.895553,1.838567,0.399518,1.087761,0.140743,1.041814,-0.655922,-1.295228,0.695389,1.013529,0.170919,1.31917,-0.498315,0.283032,-0.874141,0.113904,-0.045245
statistique,-1.354323,-1.211294,-1.598079,1.185859,-0.567603,0.781631,-0.520236,-0.720559,1.440739,0.631567,1.075795,-0.62703,0.002955,1.149946,-1.28,-1.923641,-1.675488,-0.334584,1.382121
sommet,-0.563704,-2.372562,2.915405,1.783351,-0.195512,-0.0711,-0.99829,1.300288,-0.750104,-0.281,0.619656,0.968165,-1.842252,0.996374,-1.974156,-0.672361,0.543418,0.680765,-0.799954
logique,-2.164514,0.213078,-1.418964,1.239154,0.044266,-0.693524,-1.810354,-0.762858,0.20844,-1.215956,1.850225,0.900647,1.639852,0.556273,-0.803532,-0.866758,-0.935325,-0.358959,-2.14664
terme,-1.12689,-1.245611,0.353483,2.433365,0.390427,0.792876,-0.730449,-0.653013,0.672517,-1.011009,0.493834,-0.162997,0.308621,-0.196526,-0.985387,-0.058761,-1.262961,-0.215519,-0.92558
trois,0.230053,-1.64394,0.871713,1.886631,0.471165,0.309152,-0.328642,-0.01564,-0.547653,-0.715808,0.23675,0.468291,-0.474528,0.950545,-2.297319,-0.826432,-1.188679,-0.393209,-1.417551
plan,-0.139081,-1.899659,0.313195,1.433369,1.684568,1.25919,-0.921956,0.702844,-0.79487,-2.177777,0.451411,1.466495,-0.957182,0.683704,-1.123962,-0.253282,-1.119586,-0.317532,0.077981
formule,0.036649,-0.566129,1.104826,2.349078,0.314325,0.520077,-2.157927,-0.370859,0.639167,-1.264961,1.540212,0.395211,1.404568,-0.11165,-0.130372,0.299062,-1.437153,-0.937138,-1.007005
droite,0.282742,-1.67551,1.091774,1.366365,2.193829,0.759819,-1.751591,0.30291,-1.37469,-1.664282,0.868755,0.496806,-1.224492,-0.133387,-1.303845,-0.1701,-0.977022,-0.28257,-0.074602
$\mathbb{C}$,-0.47773,-1.850927,0.540301,1.805724,1.407207,0.392133,-1.770572,0.561441,-1.076337,-0.860772,1.1506,-0.373795,-0.168536,-0.377687,-0.918639,-0.551074,-0.491026,1.118674,-0.458415
solution,-0.885646,-2.255282,1.298515,0.939215,0.269038,1.483692,-1.333294,-0.290566,0.035287,-0.591403,0.033476,-0.170805,0.756072,0.152752,-0.436779,-0.179821,-1.873239,-0.222402,-1.776732
modèle,-1.866333,-1.520682,-0.634175,1.550279,-1.069043,0.793472,-1.286844,0.317538,1.094069,0.245029,0.510404,0.888323,0.649215,0.011269,-0.562437,-1.055705,-0.967288,-0.982028,-0.494021
linéaire,-2.27816,-1.8214,0.497598,1.451952,1.174091,1.271784,-0.733074,0.559193,0.46369,-0.185774,0.941653,0.633653,1.171009,0.327463,0.087331,-0.526597,-1.645937,-0.988699,-0.430359
probabilité,-1.387837,-1.592443,-0.249136,2.158342,-1.751869,0.82304,-0.570266,-0.094011,0.350531,0.128315,0.957801,-0.183537,-0.072848,-0.393461,-0.728018,-0.058475,-1.612804,-1.101778,0.077283
série,-0.643514,-0.949373,0.081079,1.638283,0.08715,0.83447,-0.32359,0.069026,1.110917,-1.054984,0.871858,-0.94768,1.19454,0.949882,-1.018075,0.763766,-1.66556,-0.795976,0.236402
somme,-0.212479,-1.542872,2.195769,2.945669,0.134027,0.644039,0.266162,0.162589,0.840058,-0.892908,0.692029,-0.777649,0.771972,0.270334,-1.175074,-0.067209,-1.160758,-0.20736,-0.388636
mesure,-0.639263,-1.782738,0.074197,1.717976,-0.397923,1.114075,-0.635774,-0.179039,1.195454,-1.5438,1.06645,0.626362,-0.076738,-0.156279,-1.306082,-0.039452,-1.007921,-0.33194,1.265574
carré,0.405933,-1.197745,2.521902,2.281705,0.547369,0.531945,-0.553603,0.152677,0.841857,-1.47587,0.466087,0.09589,0.063165,0.65164,-1.719265,0.090457,-0.70195,-0.188641,-0.558924
