word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
vecteur,-1.135486,-0.097859,-1.007941,-1.352956,0.100783,2.100599,-2.077406,-1.311415,-1.708048,0.595903,0.116457,-0.134843,0.473951,0.148779,-0.119312,-2.097812,1.049375,1.456984,-0.545056,0.203292,0.167568,0.201598,-1.494656,-0.556546,-0.377925,-0.510169
connexe,0.120578,-0.288827,0.913488,-1.082159,0.974784,1.222731,-0.329012,-2.402075,-1.006683,-0.142947,0.811466,1.492475,-0.836197,0.830942,0.20012,0.883857,-0.292446,-0.050824,-0.655438,-0.790172,0.666003,1.096385,-1.545864,-0.019187,-0.867513,-0.367787
classe,-0.648292,-0.712223,0.537858,-0.389197,0.871661,0.730503,-0.404933,-1.25757,-2.182496,1.056283,1.03904,0.548901,0.007463,0.169026,0.380993,1.513363,0.600025,0.78047,-0.683945,-1.356909,-0.585679,0.257473,-0.404216,-0.342188,1.377053,-0.559657
produit,-0.556243,-0.615368,-0.515489,-0.269538,1.726989,1.295561,-1.552094,-1.360805,-0.937375,0.046875,-0.297477,-0.316167,0.188859,-0.475768,-0.284275,-0.111819,0.43919,1.068454,-0.987314,-0.310975,-0.475246,0.411513,-2.655294,-0.785204,-0.102564,-0.438202
égal,-1.39428,-1.227376,-1.110101,-0.811359,0.843103,1.451784,-0.07437,-1.921272,-0.954932,-0.158602,1.380877,-0.888052,-0.414464,-0.950898,-0.407234,0.794628,1.195322,1.128974,-1.519372,-0.056268,0.218108,0.201008,-1.03889,0.187739,-0.354046,-0.243712
cercle,0.660232,-1.441674,-0.548053,-0.178504,-0.212266,1.12936,1.253545,-2.076319,-0.467235,0.995077,1.384666,-0.255556,-0.4315,-0.13054,0.430492,-0.854029,1.697702,1.591033,-1.433278,-0.12875,1.791582,-0.392127,-0.795326,-0.304554,-1.126468,-1.277387
partie,-0.346894,-0.662328,-1.113033,-0.478061,0.640972,0.28463,0.150518,-1.70605,-1.095023,0.919162,0.4998,-0.191217,-0.131094,-0.415054,0.550663,0.635496,-0.089579,0.384628,-0.277442,-1.564798,0.244768,0.883095,-1.882335,0.018257,-0.275698,-0.075122
relation,-0.669698,0.093964,0.026531,-0.006727,0.92517,1.124164,-1.061876,-1.330322,-1.644576,0.339253,0.638055,-0.258213,-0.687993,0.194175,-0.166504,0.662228,1.362354,1.24974,-0.458068,-1.118053,-0.32751,0.559526,-1.313145,-0.82979,0.176681,-0.70812
courbe,-0.444075,-0.772483,-0.002251,-1.112442,-0.306538,1.391276,0.577925,-2.550191,-0.512641,1.159957,0.552045,0.163651,0.577871,-0.035743,0.162149,-0.857487,1.381609,0.890654,-0.830706,-0.093322,2.001007,0.900752,-0.483345,-0.878788,-0.608382,-0.394624
différent,-0.606737,-0.504537,-0.491324,-0.008343,0.715423,-0.103844,-1.080241,-1.959148,-1.6474,1.097869,1.007874,-0.025931,0.385686,0.500823,0.676553,0.297883,1.333952,0.52551,-0.367108,-0.368365,-0.340468,0.018904,-1.403567,0.230235,-0.752821,-0.083058
complexe,-0.940556,-0.695236,-0.657942,-0.806367,1.153336,1.234325,-0.282462,-1.683422,-1.234677,1.311596,-0.747033,0.211307,1.330323,0.144161,-0.440169,-0.238932,0.595553,0.505215,-0.408279,-1.262227,0.411532,1.275868,-0.927657,-0.307779,-0.553041,-0.965304
matrice,-2.019188,-0.46402,-0.500248,-0.575383,1.440853,2.117786,-1.849207,-1.483653,-0.831782,-0.2785,0.072902,0.524431,0.201759,0.50458,-0.734529,-0.923053,1.284114,0.609064,-0.430247,-0.433389,0.15241,-0.395558,-1.628425,-0.761719,0.376067,0.891846
domaine,-0.383859,-0.38958,-0.740426,0.315391,0.653944,-0.620608,-0.28389,-2.351152,-1.640067,1.433389,0.337241,0.578964,0.493752,0.63664,0.406891,0.302835,0.346464,-0.484471,-0.634441,-1.284173,-0.211439,0.70564,-1.065196,-0.051392,-0.269911,-1.532
fois,-0.650376,-0.676367,-0.730566,-0.613867,0.678168,0.122617,0.446874,-2.134687,-1.329083,0.306148,0.952954,-0.560552,0.168423,-0.307945,0.053618,0.227178,0.805407,0.393844,0.369119,-0.547673,-0.739622,-0.544321,-1.909877,0.426395,-0.476651,-0.18393
type,-0.790701,0.067358,0.214668,0.042258,1.45542,0.756431,-0.989887,-1.617431,-1.530557,1.540073,0.681561,0.46615,-0.316499,0.373849,0.146225,0.425159,0.786663,0.421203,0.207274,-0.825888,0.123036,-0.161437,-0.686206,-0.189262,-0.272049,-0.331348
mot,-1.398994,-0.260877,0.306749,-0.674362,1.091501,0.035372,-0.442581,-1.783547,-1.538002,0.875962,-0.731787,-0.010602,-0.895387,-1.261163,1.343748,1.786664,0.611333,1.148847,-0.149528,-0.313969,0.778631,-0.350374,-1.4012,-0.001141,-0.47918,0.864353
algébrique,-0.362382,-1.246201,-0.004058,-1.142077,1.091392,0.76557,0.163776,-1.38845,-1.286795,1.018322,-0.86863,0.889381,0.798456,0.955139,0.18197,0.839723,1.275823,0.763807,-0.109735,-1.626242,-0.024607,1.414552,-0.965123,-0.453657,-0.163298,-0.645507
degré,-0.714081,-1.303642,-0.388191,-1.676769,0.507809,2.16329,-0.474834,-1.565266,-0.367701,0.291686,1.247929,-0.675871,-0.429578,0.139374,-0.120149,0.996746,1.835812,0.033997,-0.314857,0.447532,-0.844984,0.356587,-0.511033,0.546198,-0.75421,-0.279747
langage,-0.79424,0.45053,1.59451,0.168706,0.351059,-0.15127,-0.524644,-1.057789,-1.902441,1.323701,-1.371954,1.049741,-0.801823,0.417402,0.606023,2.360836,0.510297,1.778907,-0.233888,-0.714568,-0.317324,0.279269,-1.942478,0.407871,-0.542298,-0.179441
nul,-1.640226,-0.037464,-1.851395,-0.483059,0.901056,2.088836,-0.548551,-1.954326,-0.890385,-0.019536,0.874328,-0.539586,0.286778,-0.479426,-0.013318,-0.128399,0.134976,1.101974,-0.89311,-0.928454,0.004343,1.05607,-0.642953,-0.682233,-0.324101,0.35699
moins,-1.071965,-0.63869,-0.759598,-0.281529,1.099234,-0.414502,-0.266893,-1.962143,-1.176088,0.284929,1.552602,-0.414729,1.024006,-0.22002,0.506853,0.826447,0.738184,1.171791,-0.116096,-0.366605,-0.704755,0.519348,-1.100708,1.320832,-0.702528,-0.233016
objet,-0.2455,0.134328,0.081775,-0.504353,0.649665,0.251756,-0.988546,-1.053135,-1.818267,1.566729,0.881286,-0.097502,0.772595,0.163599,1.193791,0.921789,1.459187,0.918267,-0.469419,-0.868548,0.157895,0.03405,-1.49673,-0.29348,-0.930122,-0.596418
triangle,-0.203598,-1.878345,0.385006,0.022928,0.264877,1.237771,0.964392,-1.655141,-0.211178,-0.032372,1.614827,-0.840849,-0.97789,0.607501,-0.526485,-0.003045,1.554314,1.471386,-1.097072,-0.466033,1.249234,-1.402455,-0.925486,-0.492821,-1.65248,-1.257265
structure,-0.376925,0.143478,0.254467,-0.490517,0.988808,0.688329,-1.319767,-0.790066,-1.43793,1.006087,0.489285,1.331842,0.997432,0.703024,-0.040356,0.728242,1.121197,0.307699,0.008806,-1.54616,0.360701,0.328743,-1.8128,0.058755,0.039005,-0.237221
corps,-0.024956,-0.989319,-0.934914,-0.47344,0.984116,2.158416,-0.272058,-1.524745,-0.619883,0.759682,-0.849766,0.534147,1.002627,-0.424848,1.780167,0.750397,1.149059,0.602985,-0.422372,-1.211773,-0.606313,1.572004,-0.856567,-0.79643,0.06211,-0.040269
rapport,-0.601463,-0.260733,-1.308015,0.287781,0.018773,0.82823,-0.649862,-1.776402,-0.663204,0.480795,1.243593,-0.595157,-0.758492,0.07952,-0.154313,-0.051163,1.396987,0.292399,-1.194426,-0.334241,0.39852,0.623329,-1.49026,0.069902,-0.191141,-0.766243
longueur,-0.973903,-0.889499,-0.390124,-0.897098,-0.341768,0.796981,-0.457805,-2.196396,-0.826829,0.568224,0.730711,-0.547117,-0.55148,-1.405991,-0.458802,1.097269,1.77214,0.671124,-1.400891,0.379718,0.93536,-0.559877,-1.41533,0.228748,-0.536917,-0.211115
informatique,-0.495643,-0.105736,0.274385,0.87365,0.312463,-0.449336,0.298615,-1.931346,-1.496018,1.059536,-0.93577,1.646781,-0.407942,1.818715,0.752215,0.809122,0.225773,-0.883538,-0.691505,-0.284501,-1.086828,-0.168887,-1.610668,0.712354,-0.241012,-1.105826
infini,-0.646394,-0.032511,-1.062746,-1.124888,0.587495,0.295383,-0.373603,-2.048049,-0.811254,0.562106,0.022195,-0.052709,-0.003443,-0.942548,0.323886,1.212788,0.252487,1.737133,-0.262304,-0.777278,0.632193,0.974522,-1.18247,-0.232567,-0.584827,0.139919
variété,0.060976,-0.668173,0.504415,-2.126067,0.344147,1.598156,0.042269,-1.220185,-1.301075,0.356995,0.832808,0.639422,2.63397,0.289156,-0.518111,0.11107,1.029967,0.475902,-0.351926,-1.624241,0.323508,1.096323,-1.033188,-0.961481,-0.523553,-0.591769
ligne,0.326625,-0.844525,-0.700738,-0.936393,0.052472,0.666287,-0.207555,-1.556176,-0.820296,1.047354,0.792033,-0.102605,-1.271906,0.338407,-0.439526,-0.869023,0.863126,-0.380974,0.30354,-0.087301,0.563757,-0.080332,-2.556679,0.533991,-1.166209,1.153894
positif,-2.375553,-0.285425,-1.256262,-0.662978,0.733686,1.603904,-0.669889,-1.84357,-0.711518,-0.029463,0.835562,-0.838577,0.100032,-0.167523,-0.42122,0.356187,0.332273,0.544855,-0.595025,-1.167953,0.232005,0.933672,-0.556221,-0.488518,-0.288562,0.581315
angle,-0.516788,-0.879313,-0.382362,-0.131516,-0.614436,1.59148,-0.691739,-1.074005,-0.069884,0.173454,1.750502,-1.450336,-0.768033,0.423922,-0.139664,0.293804,2.027143,1.769634,-1.798377,0.481609,0.585759,-0.465487,-1.401062,0.02099,-1.162267,-2.061573
polynôme,-1.713758,-1.877848,-0.652213,-0.72612,1.597862,1.708702,-0.402055,-2.0478,-0.631808,-0.132413,-1.231406,0.287161,-0.121881,0.147912,-0.383383,-0.4296,1.81662,1.158166,-0.467748,-0.222871,-0.249188,0.678601,0.378557,-0.878264,0.420977,0.355702
centre,0.573791,-1.408602,-1.142306,0.356689,-0.578997,1.551807,0.537329,-1.613023,-0.982796,0.604018,1.438434,0.289678,-0.497715,0.478002,0.753757,-1.117402,0.937579,0.176683,-1.748707,-0.686451,0.620527,-0.412503,-1.208679,0.23586,-0.598453,-1.70873
démonstration,0.271825,-0.376713,-0.298895,0.330403,1.329897,-0.153182,0.805103,-2.153299,-0.218707,0.613968,0.13152,0.186868,-0.249385,0.58251,-1.084588,0.927148,1.007587,1.787142,0.646179,-0.697466,-0.239527,1.204846,-1.548021,-0.249141,-0.855583,-0.107047
vectoriel,-0.120319,-0.081121,-0.256133,-1.131936,0.865187,2.079602,-1.566944,-0.61284,-1.391381,0.592781,-0.611042,0.387893,1.091526,-0.048454,-0.712905,-0.874736,0.364431,1.446569,-0.722028,-0.818421,-0.085646,1.878537,-2.671907,-0.715119,-0.024381,-0.642132
limite,-0.420388,0.451741,-1.372174,-0.793752,0.62196,0.837322,-0.458473,-2.082599,-0.691858,1.457517,0.796387,0.172547,-0.005403,-0.379078,-0.506034,0.805504,0.123792,1.450041,-0.529784,-0.451942,-0.098859,1.469524,-0.524331,-0.378895,0.535817,-0.364658
