word,1,2,3,4,5,6,7,8,9,10,11,12
racine,0.156007,-0.120149,-0.294515,1.163414,0.444785,-0.642932,-0.041506,-0.086344,1.204098,1.504071,-0.01876,0.917982
coefficient,-1.63674,1.1455,-0.273472,-0.3073,1.725092,0.758436,0.774688,-1.354055,2.015697,0.61255,1.247431,-0.240454
côté,0.213105,0.354681,1.063018,-0.301806,0.367026,-1.697233,-0.546032,0.054615,-0.606307,1.605276,0.278201,0.051357
preuve,-0.663905,-0.218351,-0.57617,1.04392,1.299286,-0.036446,1.124036,0.394952,-1.196185,1.380904,0.773663,0.070629
axiome,0.216172,1.067994,-2.13074,0.579832,1.27195,1.626372,0.966813,-0.782767,0.242976,0.009897,0.680712,-0.589825
$\mathbb{R}$,-0.973107,-0.038859,0.661603,0.072573,0.789058,-0.465834,0.146627,0.146814,1.39185,-0.626993,-0.905905,-1.815522
continue,-0.415666,0.204138,0.346804,-0.400069,0.345553,-0.912455,0.571817,0.288005,-0.697661,0.885127,0.426486,0.084271
résoudre,-0.647979,0.58553,-0.239527,0.193829,0.979945,0.01185,1.178584,0.540022,-1.127064,1.35276,1.013824,-0.166567
arithmétique,-0.041338,1.160792,-2.278491,0.334716,1.053132,0.886243,1.115693,-1.21972,1.280491,0.460321,0.528171,-0.059727
conjecture,0.200779,0.301721,-1.878358,0.612413,0.775624,1.65643,0.665404,0.210367,0.32772,0.61384,0.086529,-0.021457
réseau,-1.660201,-0.580444,-0.725404,-0.907223,-0.253015,-2.256345,0.19511,-0.296899,0.217433,-0.588558,1.560957,0.227384
opération,-1.330132,0.286552,0.489127,-0.395168,-0.77336,-0.828886,1.027095,0.665544,-1.127464,0.442098,0.992421,-0.537058
chiffre,-1.335868,0.044137,-0.009581,0.733804,0.970595,-1.279133,0.645836,-0.60221,0.453303,-0.464695,1.324965,-0.480545
expression,-0.605642,-1.161946,-0.915954,0.932181,0.720917,-0.475735,1.112352,-0.901718,0.005748,1.832614,0.122802,0.100326
propre,-0.430381,-0.527455,-0.288261,-0.130348,0.983632,-1.422942,0.840708,0.124099,-0.901729,1.72406,0.488344,-0.080767
principal,-0.470364,-0.446458,0.939887,-0.566674,0.278833,-1.518732,0.538802,0.070851,0.290677,1.128623,0.157724,0.286114
paramètre,-1.607502,0.694328,-1.114952,-0.075003,1.338041,-0.195655,1.123408,-0.194038,1.764967,0.987614,1.405579,-0.590698
