word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
droite,-1.774109,-0.543944,0.116239,1.089145,-0.589826,0.049225,1.180236,-0.001647,-0.095274,-0.790492,0.203124,0.160413,-0.346392,-0.628545,1.196752,0.951799,0.197694,-0.567633,0.273612,-0.237681,0.779088,0.198417,0.113636,0.694183,-0.425106,-0.057764,-0.549124,1.121324,0.560119,-0.337442,-1.182003,-0.432566,0.180626,-0.372128,1.317383,-0.989959,-1.205391,0.713393,0.03433,0.101437,-0.017921,-0.266394,0.373973,0.486343,-1.005626
$\mathbb{C}$,-0.495149,-0.553873,-0.11922,-0.117273,0.578709,-1.59717,0.316409,-0.197949,0.118782,-0.026897,-0.222277,-0.382993,-0.067103,-0.068272,0.408176,-0.202838,-0.431388,0.226936,0.148312,-0.060708,0.146494,-0.18895,0.040504,0.061976,0.187929,-0.22448,0.513786,0.803521,-0.682383,0.497903,0.347889,0.18145,-0.255222,0.016716,0.013266,-0.477447,-0.400901,0.275315,-0.153232,0.014904,-0.214421,0.117716,0.403913,-0.35124,-0.824429
solution,0.149146,-1.325934,0.968936,-0.918663,0.096323,-0.635472,0.793297,0.311153,-0.600343,0.594659,-0.149079,-0.109515,0.293899,-0.968889,-0.535864,-0.659945,-0.560713,-0.171564,0.071843,-0.205056,0.223309,-0.422615,0.035618,0.530372,-0.993069,0.902879,-0.063769,1.201583,-0.150902,-0.288444,0.378837,-0.002662,-0.18421,-0.689939,-0.515251,0.378851,-0.199836,0.886391,0.47287,0.249724,0.037911,-0.145821,0.212672,-0.12595,-1.801628
modèle,-1.049359,-0.800439,1.026977,-0.541899,0.791961,-1.056644,0.105201,0.211681,0.2298,0.852944,0.428409,0.002588,0.789492,0.186567,0.229137,-0.638759,-0.417136,0.002876,0.424733,0.311652,0.231161,-0.040541,0.684491,0.29415,-0.108436,0.021638,1.296727,1.034138,-0.157357,-0.435571,0.156303,0.021391,-0.65147,-0.19677,-0.578234,0.529056,-0.980933,0.75996,0.594437,-0.689352,0.335375,-0.725822,-0.39448,0.055389,-0.400296
linéaire,-1.185991,-0.336035,1.549915,-0.821582,-0.126053,-0.817333,0.846611,0.180479,-0.615872,-0.052009,-0.270805,-0.277915,1.012141,-0.145571,0.416418,-0.73266,-0.656371,1.669612,0.357548,0.022613,0.513635,0.213832,-0.077326,-0.122991,0.357236,0.43491,-0.524182,0.964915,-0.066671,-1.270454,-0.420356,-0.041191,-1.029965,-0.717987,0.3056,0.728615,0.238449,1.038461,0.607035,0.399758,0.151258,0.12678,0.530052,0.426414,-1.577327
probabilité,0.032999,-0.852354,1.644848,-0.335072,-0.191519,-0.536932,0.837564,0.101327,-0.473371,-0.925196,-0.661226,-0.300438,0.599764,-0.06065,-0.061933,-0.472751,-0.82276,1.453577,0.953445,-1.102427,-0.294993,-0.465196,-0.304865,0.166407,0.29653,0.207976,-0.197372,0.594683,-0.351909,-0.572313,-0.930671,-0.275212,-0.668752,-0.679121,-0.355154,0.798916,-0.017256,0.659024,0.73351,-0.096713,-0.372378,1.204016,-0.885616,-0.840558,-1.235578
série,-0.279904,-0.11628,0.573897,1.415102,0.174263,-1.498091,-0.749331,-0.479456,-0.090419,0.363869,-0.549429,-0.425432,-0.905411,0.408,-0.113591,-2.127993,-0.091854,-0.405367,-0.162377,-0.038209,-0.16575,0.09119,0.430566,0.17999,-0.807305,-0.021739,0.376596,-0.13848,0.168446,-0.242472,0.242901,0.238453,-0.135683,0.623824,1.210015,0.606168,0.199187,0.346395,0.628962,-0.444378,-0.137243,-0.114871,-0.643535,0.181761,0.366243
somme,-0.528101,-0.706563,0.815165,-0.523533,-0.522824,-0.393273,0.403269,0.460613,-0.377218,-0.348123,-0.177426,-0.787988,-0.922295,-0.241874,-0.002384,0.652323,-0.849687,0.449568,1.002701,-0.203734,-0.637537,0.256526,0.035336,0.916638,0.304381,-0.6531,-0.038359,0.067235,0.384967,1.051757,-0.746782,-0.502666,0.509666,-0.411545,0.389999,0.211448,0.13241,0.963194,0.850001,0.188606,-0.92272,-0.01975,-0.677134,-0.905532,-1.412455
mesure,-1.061757,-0.478912,0.85428,-0.021767,0.774031,-0.563566,0.172681,-0.0283,1.024723,-0.396028,-0.168738,0.288857,0.812281,0.269953,-0.344672,0.19077,0.134273,1.051242,0.693882,-0.991197,0.039389,-0.225399,0.035199,0.467698,-0.842797,-0.439561,-0.25119,0.458069,-0.089356,0.475584,-0.146887,0.118747,-0.188651,-0.407207,-0.15055,0.331376,-0.772464,-0.054697,0.166009,-0.180899,0.147667,-0.010564,0.30369,0.085237,-1.826234
carré,-1.44386,-0.208302,1.007703,0.217336,-0.153285,-0.395675,0.285851,-0.521306,0.081684,0.208217,0.39369,-0.545127,-0.82651,-0.149235,0.88184,0.185432,0.079597,0.556665,0.631879,0.338576,0.952977,0.642892,0.777713,0.689942,0.89849,-0.764159,-0.354088,-0.023781,0.100196,-0.293789,-0.934976,0.086607,-0.58662,-0.638872,1.355808,0.048605,0.13052,1.035728,0.974644,-0.419689,-0.34423,0.0691,0.175644,0.411568,-1.426385
vecteur,-0.656718,-0.187114,1.493893,-0.115004,0.509817,-0.768024,0.728832,-0.803828,-1.485855,-0.615338,-0.212855,-0.042025,1.228765,-0.639727,0.562691,-0.438279,-1.571758,1.931066,0.184453,-0.398897,0.475568,-0.204938,-0.102537,0.100227,0.480869,0.586614,0.179883,1.024501,-0.566792,-1.049683,0.102244,-0.668622,-0.366941,-0.301302,0.005069,-0.324542,0.085358,0.244313,0.672503,0.212866,-0.338444,1.54299,-0.081016,0.547827,-1.92971
