word,1,2,3,4
combinaison,-0.407183,-0.468578,2.81909,0.536303
précision,-1.096843,-0.913517,1.742367,1.558838
spécial,1.042504,0.09818,1.73985,0.947692
isomorphisme,0.803601,-0.58889,3.292341,-0.419797
idéal,0.122454,-0.103403,2.650756,-0.110748
complémentaire,0.570086,0.050378,2.437372,0.259944
riemannien,1.811082,-0.999197,2.806927,-0.882596
Dirichlet,1.314086,-0.721351,1.569186,0.233172
Gödel,2.095833,-0.411783,0.822293,0.644019
Neumann,2.077528,0.141727,0.727984,1.02411
transformée,1.241088,-1.382526,2.03022,-0.297179
régression,1.473961,-2.235006,2.095801,-0.301896
infinité,-1.164267,-0.221215,2.697202,0.931452
Cantor,0.641608,-0.209391,1.259432,0.376219
modélisation,1.631209,-1.915269,1.031285,1.396031
tracer,-1.143038,0.347657,2.348488,0.543444
cône,-0.250091,-0.047098,2.391206,-0.659979
cubique,-0.439476,0.216872,2.59917,-0.675844
simplifier,-0.046483,-1.416205,2.006153,1.642083
composition,0.599743,-0.386141,2.364834,0.053156
triangulaire,-1.578446,0.672872,2.442883,-0.099807
Poincaré,1.592934,-0.364272,1.247918,0.467046
réflexion,-0.139951,-0.163294,1.810452,0.727782
huit,-1.551453,1.565814,1.678315,1.80539
stochastique,1.756072,-1.758631,1.522555,0.278668
coloration,-1.669752,0.3343,2.257744,0.096317
diamètre,-1.279215,0.686596,2.282589,0.287559
négation,-0.432102,-1.17104,1.931293,0.191003
réduction,0.197963,-0.994043,2.135678,0.312698
Markov,1.030114,-0.697052,1.607457,-0.406061
conique,0.75282,-0.08915,2.071939,-0.442706
probabiliste,1.640849,-1.54474,0.990653,1.807932
sphérique,0.021289,-0.27128,1.980647,-0.277854
tangente,-0.51247,0.158166,2.34693,0.146376
dérivable,-0.713484,-0.818532,3.204633,-0.169978
adjoint,1.249745,0.412159,1.283301,1.070849
bijection,0.390021,-0.446035,3.089097,-0.435277
estimateur,0.030627,-2.138635,1.833216,0.235965
compter,-1.188558,0.283832,1.727992,1.493622
homogène,0.534004,-0.799884,2.880972,-0.278663
neuf,-1.417414,1.543697,1.22221,2.027575
Laplace,1.377488,-0.948225,1.339861,0.272872
support,0.541843,-0.845954,2.43897,-0.302771
évaluer,-0.319951,-1.1543,1.761839,1.554982
Fibonacci,0.240508,0.284669,1.762889,-0.069916
étoile,-0.766159,-0.147078,1.507366,0.637836
récursif,0.239323,-1.456436,2.337887,0.258732
priver,-0.24399,0.135931,0.865506,1.816087
vingt,-1.777397,1.807279,1.209993,1.97981
trigonométrique,0.64283,-0.725406,2.418447,0.010648
moitié,-1.250153,0.612107,1.78864,1.478773
trace,0.361899,-0.125511,2.137956,0.195666
faisceau,0.574145,-0.669037,2.36837,-0.91195
irréductible,-0.12457,-0.233029,3.332493,-0.748645
intégrale,0.606137,-1.456167,2.322301,-0.167193
corrélation,0.097032,-1.100482,2.092001,-0.012318
pôle,-0.845526,-0.148183,2.11218,0.301965
Poisson,0.793237,-0.895953,1.530609,-0.165707
proportionnel,-1.480918,-0.965293,1.706642,1.195697
Lebesgue,1.406761,-1.479697,1.970429,-0.448988
générateur,0.24156,-0.669988,2.638315,0.046323
flot,0.430032,-1.086949,1.844814,-0.079856
Lagrange,1.015898,-0.493508,1.31894,0.747272
Viète,0.630229,-0.23198,0.212527,1.755804
centrer,-0.862903,-0.074354,2.422405,-0.057269
croissance,-0.01775,-1.558746,1.37469,0.985036
modulaire,1.106165,-0.82022,2.337173,-0.207219
fractal,1.153749,-0.593822,1.26811,-0.265422
grammaire,0.587345,-1.442217,1.850857,-0.22938
prédicat,0.283947,-1.523866,2.323909,0.173955
Russell,1.057303,0.003253,0.536183,0.938051
polaire,0.012669,-0.02044,2.475927,-0.482476
asymptotique,0.416001,-1.42641,2.133463,0.45802
diagonale,-2.02983,0.545544,2.205566,0.817848
translation,0.4905,0.385797,2.36155,-0.487103
continuité,0.496345,-1.257742,2.504692,-0.308479
pavage,-0.621715,0.31537,2.143409,-0.468272
ellipse,0.214232,0.972875,1.591912,0.386405
restriction,-0.099221,-0.748147,2.715582,0.00701
filtre,0.458742,-1.139998,1.841655,-0.573702
différentiable,0.424738,-1.033954,2.695406,-0.581097
holomorphe,0.929212,-0.827506,2.766796,-0.533979
strict,-0.504724,-0.896099,2.561803,-0.18632
circulaire,-0.405163,-0.518583,1.810424,-0.057655
