word,1,2,3,4,5,6,7,8,9,10,11,12
régulier,0.058654,-1.354471,-0.962293,-0.500267,-0.307188,0.986991,-0.624428,0.274654,0.98425,0.187831,-0.811976,0.790233
complet,-0.498436,-0.616013,-0.692832,0.768592,-0.211887,0.556878,-0.400324,-0.729506,0.235862,0.667077,-0.323522,1.36179
racine,0.194173,-0.257078,0.32029,-0.61488,-0.95619,0.255402,-0.387009,-0.263434,-1.325717,0.762025,0.359611,1.650949
coefficient,0.557091,-0.787747,0.290066,-0.82315,-1.452676,2.063249,0.945933,-0.304336,1.368682,0.576487,-1.033767,2.046711
côté,0.480125,-1.368916,-1.053414,-0.427704,-0.235244,-0.944816,-1.523017,0.590251,-0.101442,-0.05719,0.064271,0.892222
preuve,0.926582,-0.981813,0.333443,1.709422,-0.66703,0.782781,-0.143722,0.736572,-0.455167,-0.530848,0.337763,1.650809
axiome,1.806764,-0.57366,1.127977,1.229128,-2.25858,1.656631,0.312298,-1.197571,1.207477,0.643249,-0.327178,0.600215
$\mathbb{R}$,-1.589836,0.061854,-0.606412,-0.344847,-1.621828,0.325809,0.010479,-0.771788,0.779942,-0.507257,-1.444943,0.631663
continue,0.478799,-0.675674,-0.671339,0.606133,-0.151751,0.066938,-0.613245,0.466454,0.470099,-0.067282,-0.148225,0.904608
résoudre,1.340297,-0.762401,0.188278,1.384498,-0.748348,0.526341,-0.132841,0.742727,0.388687,-0.123114,-0.290375,1.360476
arithmétique,1.349365,-0.248264,1.08662,0.92556,-1.477275,1.616349,0.604753,-1.512526,0.565613,1.300247,-0.206889,1.521847
conjecture,1.131571,0.140525,1.809703,0.226056,-1.607968,0.448964,1.211575,-0.691788,0.972163,-0.066271,0.349273,1.05798
réseau,-0.134544,-0.031079,-0.719677,-0.170475,1.82614,1.361117,-1.566421,0.067935,0.937905,-0.05756,-0.90367,1.390603
opération,0.259812,0.229463,-1.243858,1.029188,0.545215,0.409365,-0.348559,1.443319,0.471943,-0.156259,-1.017331,0.892779
chiffre,-0.351309,-0.575349,-0.701829,0.166347,0.297812,2.163124,-0.363337,-0.028047,-0.396866,0.330931,-1.263093,0.989864
expression,-0.586353,-0.665047,0.702848,1.179473,-0.305689,0.983924,-0.540254,0.309694,-0.435196,0.970339,0.807207,1.995553
propre,0.076774,-0.925773,-0.372248,1.396241,0.078236,0.052456,-1.250047,0.658225,0.069744,0.217331,0.172323,1.653018
principal,-0.029081,-0.352419,-1.251481,-0.07024,0.022276,-0.249231,-0.978591,0.391867,0.418343,0.153055,0.282601,1.776778
paramètre,0.788998,-0.164204,0.742499,-0.192436,-1.079653,1.955609,-0.375743,-0.28182,1.165325,0.155436,-1.253737,2.709828
coordonnée,0.815329,0.394506,0.273509,-1.033883,-1.996613,2.168604,-0.234967,-0.711708,0.871008,0.5759,-0.599774,1.474012
opérateur,0.737212,-0.274458,0.132179,0.497873,0.596055,0.408132,-0.025493,-0.680549,1.808668,0.244437,-1.043488,1.150356
numérique,-0.608026,-0.613094,0.420816,1.051558,1.134543,0.896835,-0.710664,-1.043794,0.948979,0.871461,-0.936479,1.620708
unité,0.294017,0.471988,-1.705962,0.31223,0.315814,1.171704,-0.369435,0.335957,0.23213,0.341732,-0.887718,1.212367
liste,-1.139417,0.305593,-1.959079,-0.610373,0.212346,0.606474,-0.775398,-0.557781,0.018621,-0.05464,0.75018,1.172021
convexe,1.376217,-0.582887,1.234001,-1.552777,-2.085378,1.182029,-0.492959,-0.395915,0.879182,1.524756,-0.469943,1.28785
rationnel,0.957224,-0.734266,1.538068,0.9893,-1.241963,1.878436,0.144024,-0.427524,0.267938,0.625733,0.351068,1.968601
nœud,0.570163,-0.116497,-0.332261,-0.827482,-0.985731,0.836304,-0.560084,0.120234,-0.105665,0.729969,-2.308748,0.660535
$\mathbb{Q}$,-0.96643,-0.442055,0.366202,-0.258865,-1.845046,0.965902,0.296735,-0.260588,0.819011,-0.085894,-0.856138,0.568733
topologie,1.453117,-0.007113,1.268041,-0.393355,-1.786917,1.20056,-0.280145,-1.113909,1.346272,1.219538,-0.027249,1.207801
origine,-0.085799,-0.037872,-1.152934,0.294932,-0.095546,-0.348137,-0.818897,0.128333,-0.588947,0.496791,0.929891,1.559917
distribution,-0.911812,-0.734005,-0.051212,-0.884316,0.130845,-1.76268,0.944079,-0.203514,0.870404,-0.532348,0.379211,1.481725
intervalle,0.739388,-0.868215,-0.062594,-0.244359,-1.664011,1.626733,-0.435043,-0.191313,0.106752,0.249108,-1.270996,1.195497
compact,-0.332895,0.035383,0.760348,-0.391886,-1.196909,0.600149,-0.787207,-0.71946,0.804157,1.431436,-1.60255,1.191614
reste,0.635531,-0.777795,-1.429459,0.473944,-0.148027,0.154478,-1.327702,0.971238,-0.367834,0.139369,0.078998,1.283339
test,-0.259595,0.013935,0.069196,0.925988,-0.404058,0.66527,0.382532,0.471986,1.583998,0.049507,-1.361994,2.037316
proposition,0.54347,-1.085827,-0.41634,1.592197,0.028632,1.57624,0.150768,0.043638,0.478871,-0.552475,0.328008,1.047069
catégorie,-1.561513,-1.093803,-0.803343,-0.047407,0.429152,0.788971,-0.212601,0.10447,1.010724,1.050254,-0.331898,1.14374
programme,-0.862184,-0.3464,-0.595049,1.44681,1.36283,0.660019,-0.485093,0.326209,1.471445,0.386602,-0.419392,1.514691
intégral,-1.386094,1.627507,-0.026026,0.262385,-0.72108,0.151617,0.416017,-1.775779,0.005961,0.465936,0.41067,1.506933
complexité,0.751603,-0.689698,1.567895,0.631203,-0.588618,1.412746,-0.073995,-0.056681,0.793598,0.779216,-0.166977,2.139822
automate,1.239539,-0.543905,1.605551,0.199521,0.033839,0.718698,-0.672951,-0.957429,0.885838,0.997168,-0.899771,0.275101
moyenne,-0.512409,-0.735282,-1.566304,-1.985721,-0.025896,1.981465,-0.016661,0.639146,-0.015231,-0.095275,-1.41182,1.871635
symbole,-0.175159,-0.501609,0.091498,0.41466,-0.980357,0.862269,-1.127066,0.523175,-0.911634,1.614412,0.499593,0.738407
axe,0.821389,0.111905,-0.748356,-1.547486,-0.44986,0.98128,-1.041103,0.178741,0.915499,0.847876,-0.676941,1.288732
euclidien,1.396936,-0.398182,0.949197,-0.40395,-2.15546,1.809323,-0.389986,-1.54425,1.192877,1.480468,-0.286942,1.316107
inférieur,1.047714,-0.311009,-1.425102,-1.483371,-0.595704,1.347574,-0.917509,0.203126,-0.40038,0.530418,-0.920284,1.942957
dérivée,1.377873,-0.611267,0.973242,-0.028112,-1.992314,2.012353,0.340765,-0.774766,1.298882,0.21219,-0.38303,1.55093
transformation,0.459091,0.419029,-0.036513,0.510322,0.249019,0.820792,-0.687134,-0.437269,0.356352,0.287169,-0.438747,1.865796
anneau,0.373437,-0.475374,0.436075,-0.321761,-2.100006,-0.23973,-0.855454,-0.028527,0.472554,1.213294,-0.940537,1.189553
facteur,1.097561,-0.206087,0.308373,0.209468,-0.147155,1.067915,0.698356,0.021731,-0.087521,0.099632,-0.36125,2.761897
indice,0.146772,-0.048083,0.41529,-0.112377,-0.453946,1.717487,-0.023285,0.085701,0.270395,0.076783,-0.734377,1.84818
zéro,-0.302323,-1.564673,-0.318264,-0.416818,-0.864062,1.253854,0.335087,0.429661,0.672686,0.190247,-1.13494,0.86928
sphère,0.824233,-0.258829,0.604554,-0.181431,-0.904799,0.904785,-0.669874,0.353644,0.396388,1.48945,0.10675,1.212145
strictement,0.682393,-0.522029,0.621458,0.338018,-0.826323,2.042756,-0.582835,0.261588,0.253635,0.991113,0.136919,1.466615
puissance,0.576563,-0.123517,-0.892279,1.042756,-0.879179,1.254872,-0.438235,1.029205,-0.174108,0.606037,-1.45741,1.334139
Euler,1.774207,0.044867,0.93576,0.198595,-1.746839,0.600617,0.681481,-1.780957,0.952205,0.70391,-0.106417,1.126804
topologique,0.986825,-0.022214,1.480925,-0.390842,-2.015443,1.703472,-0.56292,-1.22379,1.39108,1.374053,-0.562592,1.416059
déduire,1.137501,-0.501278,0.861617,0.379021,-1.786686,1.614647,-0.016906,0.083286,0.127819,-0.180929,-0.567803,1.859974
composer,-0.3056,-0.460948,-1.142968,-0.072802,-0.367491,-0.319103,-1.11725,-0.30702,0.078453,0.778388,-0.250541,1.362137
deuxième,-0.424276,-1.367214,-2.360645,0.133604,-0.526105,-0.055678,-0.449503,0.198495,0.577107,-0.106207,-0.266822,0.417255
rayon,0.535381,0.058962,-0.037085,-0.727784,-1.122347,0.218644,-0.322184,0.101399,-0.190037,0.844752,-1.791402,2.196294
caractéristique,-0.105675,0.289654,-0.374493,-0.535811,-0.768182,0.535956,-1.331217,0.1117,0.126617,1.500917,-0.534501,2.450442
vide,0.641506,-0.814813,-0.081588,-0.060455,-0.743097,0.329424,-0.935082,0.16532,-0.615599,0.344618,-1.733878,1.316426
affine,1.276382,0.205816,1.486665,-0.508251,-2.255329,1.277028,-0.246943,-1.092087,1.241198,0.44688,-0.23945,1.337636
supposer,0.884006,-0.400698,0.25464,0.925315,-1.223589,0.808236,-0.570033,0.70795,-0.674999,-0.080998,0.069349,1.814403
ouvert,0.186632,-0.392324,-0.57346,-0.042913,0.438377,0.565085,-1.761637,-0.141336,0.142135,0.547252,-0.249555,0.930872
partiel,-0.032394,-0.188103,-0.553594,0.25079,-0.120537,0.404368,0.269147,-0.453117,0.344464,-0.447226,-0.190952,1.51336
approximation,1.1503,0.044651,1.417311,0.499179,-1.853974,1.294781,0.582193,-0.708889,1.06346,0.072725,-0.629513,1.931265
convergence,0.352512,-0.181371,0.888502,-0.438596,-0.464174,1.99034,0.269759,0.000999,1.323973,0.253598,0.464656,1.439463
chemin,0.360626,-0.131514,-1.444556,-0.621849,0.707923,-0.027223,-1.878517,-0.10127,-0.657584,-0.397584,-0.10035,0.53305
rotation,0.939259,-0.300675,0.373579,-0.408725,-1.583585,0.980983,-0.218247,0.276737,1.099019,1.035525,-1.919202,1.667611
différence,0.010465,-1.067344,0.032948,0.3244,-0.805377,1.367489,-0.458986,0.513216,0.018285,0.850494,-0.120923,2.292342
analytique,0.729498,-0.027186,1.110305,0.996166,0.010733,1.114344,0.780871,-1.917768,0.161164,1.042823,0.50848,2.311721
formel,0.81479,-0.785528,0.820647,2.113436,-0.569955,1.527836,-0.321203,-0.284343,0.75907,0.912916,0.642159,1.222187
intersection,0.692303,0.411516,0.195955,-1.385632,-1.146612,1.217355,-1.32757,-0.872968,0.925489,-0.26298,-0.449121,0.559362
pourcent,-0.909835,-0.654899,-1.948969,-1.578586,1.342657,2.298028,0.690433,0.570304,-0.116292,-0.429454,-1.061063,1.70194
caractère,0.062687,-1.003063,0.457523,1.069155,-0.422373,1.169045,-1.08287,0.488952,-0.694388,1.112683,0.422945,1.870079
raison,0.662705,-0.938805,-1.069716,0.984636,0.00572,0.690661,-0.571774,1.279564,-0.261338,-0.271418,0.058978,1.846254
aire,-0.114395,0.131229,-1.278991,-2.019053,0.351927,1.088417,-1.320894,-0.074887,0.451504,0.520767,1.202984,0.902926
section,-0.130343,0.0442,-1.319694,-0.362083,0.997448,0.778463,-0.917514,-0.588435,0.560145,0.361459,-0.203891,0.844013
cycle,-0.246901,0.02102,0.174664,0.381334,0.138213,0.558347,-0.270645,-0.388537,0.313125,0.6965,-0.38167,1.839864
source,-0.599781,0.5386,-1.190868,0.23529,-0.144564,0.344536,-0.634485,-0.746254,-0.597072,-0.112863,0.700524,1.390269
discret,0.611392,-0.784995,1.342865,0.354079,-0.651221,0.325489,-0.485479,0.174667,0.362701,0.349148,-0.116074,1.371907
combinatoire,1.071671,0.020343,1.657262,0.556843,-0.76679,0.79047,0.483201,-1.3762,1.583646,1.642056,0.606641,1.393534
dynamique,0.448919,-0.243572,0.882229,0.103833,0.4597,0.966704,-0.43301,-0.187321,0.816341,1.012184,-0.095868,2.423988
