word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
linéaire,0.787893,-0.05089,0.734801,0.052802,0.067638,0.650406,0.41916,-1.042621,-0.706423,2.291912,1.017859,-0.028995,0.165192,0.452221,0.886836,0.843786,-0.811063,1.297353,-0.695761,-0.786043,0.323322,-0.69708,-0.233781,-0.058947,-0.036544,-1.009018,1.274137,-0.436862,-0.161145,1.240696
probabilité,0.027391,-0.766863,0.449908,1.025451,-0.378767,1.342568,1.665584,-0.316736,0.333943,1.604745,0.873069,0.198294,-0.638074,0.032748,0.044757,0.581637,-0.999526,0.439536,-0.545926,-1.163716,0.328419,-0.549104,-0.731155,-0.707917,-0.592641,-0.932833,1.002381,0.569671,-0.364247,0.399479
série,0.923576,-0.946167,-0.414148,-0.081377,-0.021284,-0.602831,-0.125792,-0.063965,0.362543,0.366282,-0.286792,0.112683,-0.154898,-0.604756,-0.369897,-0.311561,0.862277,0.535569,-1.518632,-0.449188,0.349284,-0.012587,0.097741,-0.359262,1.92497,-0.313728,0.126434,0.842337,1.699723,-0.806441
somme,0.131629,-0.40595,-0.364918,0.974698,0.995438,0.505348,1.4221,-1.018872,-0.198109,0.394914,1.117896,0.374147,-0.634126,0.273931,-0.871031,0.180097,-0.40004,0.148192,0.449463,-0.621581,-0.042182,0.419202,-0.31335,0.009605,-1.029003,0.00063,0.539835,-0.103138,1.553461,0.000136
mesure,0.319366,-0.934475,0.366708,-0.521441,-0.160289,1.144775,-0.094691,-0.626944,-0.054412,1.145265,0.496673,0.153817,-0.168475,0.024049,0.348372,1.340324,-0.976251,-0.515159,0.05846,-0.296454,0.124917,-0.182832,0.389572,0.188257,-0.483346,-0.101733,1.598546,0.099762,1.004074,0.38423
carré,1.202418,-0.183074,-0.01957,0.625321,0.751556,-0.388668,0.034258,-2.064595,0.113598,0.785299,0.794999,0.504146,-0.117955,1.101189,-0.055682,0.559455,-0.395374,0.951017,-0.179961,0.005937,0.623341,0.369785,-0.089833,0.711743,-0.155582,-0.123679,0.468945,-1.048752,1.183263,0.418882
vecteur,1.329451,0.061661,1.203262,0.351334,-0.459842,0.838452,0.448132,-0.655862,-0.565528,2.247842,0.68803,-0.042528,0.153833,0.545366,0.150026,0.286198,-0.484726,0.485273,-0.746411,-1.335447,-0.253866,-1.707599,-0.209996,-0.557525,-0.536483,-1.411686,1.289713,-0.08806,-0.561289,0.679391
connexe,-0.029517,-0.346707,-0.097774,0.105202,-0.651871,-0.442717,0.31103,-0.425891,-0.761485,-0.177438,0.997215,-0.536294,0.247263,-0.121064,0.014089,-0.288054,-0.160957,-0.168694,1.165588,-0.136431,-0.577702,-0.890185,1.064402,0.889935,1.135181,-1.453254,0.346107,-0.418796,1.378035,0.108867
classe,-0.320358,-0.078608,0.456782,-0.772565,0.163135,0.382363,0.764091,-0.608805,-0.144946,0.438638,0.034261,0.386988,0.163154,0.08114,-0.157522,-0.141278,-0.879884,-0.811045,-0.639795,-0.894393,-0.094948,-0.418803,0.452666,-0.15084,0.66771,0.384579,0.710082,-0.330079,1.281267,0.172286
produit,1.629438,-0.187403,0.156933,-0.994496,1.026173,-0.392473,0.898603,0.471579,-0.695321,1.178875,-0.845426,-1.016916,-0.407881,0.3325,0.06267,-0.088304,-1.031722,0.302995,0.197889,-0.417056,-0.112931,0.581629,0.500578,-0.409981,-0.252938,-1.235555,1.263,0.944202,1.29437,0.802788
