word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
longueur,-1.095773,0.835618,-0.660424,-1.27487,1.57012,-0.332866,0.441073,1.314424,-0.294908,0.970376,0.138853,-0.062632,-1.421686,-1.125584,0.619192,0.269997,-0.82723,1.83753,-0.040094,1.065479,0.678173
informatique,-0.621874,-1.172049,-2.30562,0.168676,1.727843,-0.030549,-0.639462,0.428465,1.543287,0.245416,0.161153,-0.670202,-0.190001,0.424267,-0.711934,0.096682,-0.997761,-0.499797,-0.51067,-0.777074,-1.603234
infini,0.548693,-0.62482,0.127291,0.240703,0.511287,-0.027582,-1.733795,0.887762,0.42707,0.374372,0.724142,-0.86102,-1.701466,0.426985,-0.226349,-0.031572,-0.785435,0.973134,-0.618595,1.54195,0.333944
variété,-0.364559,-0.33182,0.658596,-0.620382,1.172574,-0.821258,0.018344,-0.758676,1.888429,0.435516,-0.127568,-0.297764,-0.869277,-1.1454,0.170843,0.858856,-0.511789,-0.339161,0.189025,1.414422,-0.089039
ligne,-1.046849,1.256062,-1.165816,-1.085675,1.587106,0.446194,0.011505,0.498375,-0.460476,0.669803,0.262544,-0.214944,0.123585,0.538565,0.327338,-0.89293,0.59728,1.068205,-0.283255,0.327427,-0.027138
positif,0.095151,-0.621186,0.223166,-0.342866,1.684715,0.174838,-1.845458,0.805136,0.185409,-0.323176,0.145894,0.074895,-0.345442,0.09043,-0.303629,0.939863,-1.187224,0.23639,-0.494105,0.649599,0.873944
angle,-0.23884,-0.080166,-0.425427,-0.069689,0.703221,0.331212,0.455779,1.653288,0.438202,0.953705,0.310895,-0.192042,-1.562022,0.227903,1.058746,-0.401881,-0.375801,1.741483,-0.621125,1.735069,0.079823
polynôme,0.95175,-1.67111,0.05488,-0.919165,-0.138168,-1.46837,-1.369813,2.626826,0.635468,0.672533,1.706195,0.40198,-0.942711,-1.353155,-0.374557,1.19866,-1.075785,0.398817,-0.244948,1.729328,-0.47692
centre,-1.236958,0.456286,-0.5616,0.149727,1.657199,0.044238,0.24405,0.441798,1.320508,1.227636,-0.118629,-0.691304,0.853719,0.337622,0.961643,-0.761814,0.64553,0.83723,-0.577082,-1.089715,0.404396
démonstration,0.033992,-0.461746,-0.584432,0.788083,0.566322,1.036136,-0.85807,1.111115,0.720996,0.170409,0.384886,0.43029,-1.328469,0.345588,-0.71243,0.775797,-0.470139,0.601316,-0.394076,0.532957,-0.702222
vectoriel,0.100839,-1.866748,-1.385986,-0.401606,0.336007,-0.758598,-1.1126,1.572143,0.800272,1.470428,1.387899,-0.425285,-2.089583,0.039466,0.0541,-0.376104,-1.396869,0.076986,-0.232991,1.310573,-0.584906
limite,-0.334486,0.414514,0.304847,-0.458659,1.548023,0.035075,-0.614591,0.987349,0.692649,0.968343,0.913383,0.113007,0.078319,-0.017763,0.078939,-0.534852,-0.955257,1.107212,-1.091669,0.755886,0.798735
représentation,0.219737,0.048309,0.511881,-0.216535,1.300874,0.564729,-1.216036,0.775128,1.022519,0.87118,-0.624285,-0.163052,-0.612867,0.485833,0.547114,-0.106903,0.023132,0.21487,0.256502,0.742415,-0.616135
famille,0.877493,0.472278,1.579592,-0.434448,1.675029,-1.09302,0.897704,-0.191061,0.605847,0.572939,0.400763,0.066902,0.625985,-0.137215,0.148749,0.617381,0.728016,-0.002161,0.350009,-0.341412,-0.983903
arête,-0.151226,0.096677,-0.068487,-0.088607,-0.246153,0.009644,0.569011,1.80538,0.310878,1.252191,0.42834,0.125779,-1.72273,-1.141664,1.198104,-0.238476,-0.548286,1.604843,-0.458494,1.796008,0.437694
distance,-0.673206,0.485113,-0.933072,0.200334,1.830064,0.085018,-0.52717,1.15098,-0.322842,0.203769,0.206367,-0.156811,-1.105115,-0.341769,0.016985,0.094276,-0.847674,1.322895,-0.808436,0.153739,0.536317
surface,-1.230647,0.534892,-0.380736,-0.123085,1.953138,-0.27047,0.841776,0.472711,-0.057874,0.997916,0.397733,-0.789436,-1.47595,-0.224155,-0.026525,0.236467,-1.449459,1.218951,-0.687197,1.067831,0.949695
aléatoire,0.339176,-0.654834,-0.478653,0.131424,0.908199,0.226058,-1.221818,1.119272,0.440806,-0.049958,0.244919,0.281074,-1.174295,-0.360885,-0.808897,0.418683,-1.862591,0.676508,-1.365024,1.177865,-0.333123
naturel,-0.898525,0.702872,1.169824,-0.410853,2.013201,-0.663768,-0.063008,-0.361727,1.426456,1.566888,0.542132,-1.064256,0.30466,-0.040817,-0.545733,0.31692,-0.549673,0.82805,-0.779257,0.656464,0.679447
normal,-0.195966,-0.850753,-0.484706,-0.080724,1.377202,0.444308,-0.401053,0.549592,0.394671,0.62729,0.490771,-0.860958,0.071264,0.194021,0.505553,1.217118,-0.80301,0.746979,-0.065556,0.013619,0.227256
arbre,0.165727,0.445376,0.81258,0.024312,1.429073,-0.246348,0.559998,-0.759725,0.885388,1.02659,-0.127548,-0.814537,-1.107534,-0.860201,0.191496,0.218525,-0.631862,1.150315,-0.032272,1.178703,0.246434
démontrer,0.669878,-0.321565,0.55045,0.594538,1.094559,0.053239,-0.68688,0.776982,0.874487,0.221768,0.558663,0.076066,-0.761694,0.527455,-1.097246,1.17474,-1.247802,0.464567,-0.558394,0.044073,-0.128186
algèbre,0.620265,-1.370447,-0.736707,-0.090609,-0.710165,-0.06831,-0.970894,2.279933,1.602703,1.529097,1.485165,-0.479217,-1.463231,-0.488112,0.300114,0.746321,-0.753137,-0.082062,0.024686,1.183725,-1.401426
règle,0.856261,-0.744468,0.075816,-0.126578,1.849925,1.092589,-1.383867,0.707016,0.690934,1.318012,0.153236,0.714965,-0.476697,0.248701,-0.793133,-0.018581,-0.587239,0.132965,-0.260233,0.524004,-0.305466
volume,-0.21892,0.68704,-0.440821,-0.922925,1.095332,0.015061,0.001471,0.299786,-0.278854,0.156461,-0.08241,-1.769199,-0.531482,0.968263,-0.862665,0.573152,0.831387,-1.173645,0.424297,1.751179,0.506931
calculer,-0.774564,-0.693701,-0.38071,-0.102507,1.608587,-0.330636,-0.899662,1.714038,-0.319804,0.296327,0.308266,0.594463,-0.910524,-0.149712,-1.431078,0.964933,-1.561355,0.997723,-0.852888,1.359616,0.007942
constant,-0.166545,-0.20682,0.521822,-1.145025,0.810763,-0.00656,-0.655088,0.531137,0.351788,0.088281,1.344533,0.165214,-0.465443,0.91779,-0.260009,0.961821,-0.800738,0.729605,-0.580353,1.008691,0.060075
quatre,-0.176807,0.48932,-0.123842,-0.185213,2.356448,0.582365,0.224771,0.609493,-0.575904,0.652445,-0.094954,0.461383,-0.522518,-0.376762,0.817114,0.188578,0.887916,0.893902,0.337857,0.031116,-0.142642
différentiel,-0.491974,-1.206494,-0.812657,-0.350628,0.299533,0.354185,-0.692318,1.523883,0.748958,0.634521,1.464106,-0.286474,-1.124971,0.264039,-0.417663,1.494507,-1.532604,0.851233,-0.995093,0.957675,-0.032929
hypothèse,0.886838,0.449326,1.123922,0.326044,1.241057,-0.554708,-0.868161,1.17552,1.04597,0.286037,0.440274,-0.304433,-0.947367,0.61163,-1.223171,0.337828,-1.111079,0.565149,-1.007934,0.495766,-0.410042
image,-0.124615,-0.079633,-0.478016,0.386037,1.811617,0.009247,-0.68814,0.120648,0.77666,-0.387534,-0.313676,-0.538996,-1.201893,0.903444,0.212883,-0.414086,0.082781,-0.005342,-0.338059,0.945953,-0.583128
régulier,-0.328101,-0.362697,-0.454082,0.347495,1.729163,0.801331,-0.462277,1.207168,-0.238406,0.530073,-0.459625,0.724566,0.105821,-0.545002,0.224474,0.212107,0.007994,1.205277,-0.147593,0.336907,0.462088
complet,-0.446991,0.058682,-0.180626,-0.028074,1.462799,0.645576,-0.653943,0.392309,0.379829,0.606634,-0.027542,-0.200149,-0.863398,0.490865,-0.384514,0.424692,0.505138,-0.221436,-0.261916,0.398115,-0.16964
racine,0.555686,0.242289,1.090832,-0.908544,0.807551,-0.459176,-0.55787,-0.249418,0.972282,0.415205,0.195319,-0.727347,-0.529115,-0.480812,0.467978,0.600183,-0.471601,0.518984,0.071089,1.147191,-0.507958
coefficient,-0.828221,-0.803071,-0.281156,-0.859983,0.554311,-0.015632,-1.894777,1.240877,0.031967,0.663561,1.502034,0.234347,-0.910228,-1.052731,-0.685396,1.741492,-1.468862,0.511658,-0.82756,1.397827,0.663359
côté,0.315637,0.284757,0.326013,0.252123,1.666198,-0.144254,0.615886,0.317726,0.42861,-0.023345,0.432665,0.896947,-0.731141,0.155483,1.591338,-0.803032,0.532631,1.089694,-0.094401,0.16951,-0.143179
preuve,1.436511,-0.49196,0.811059,0.69412,1.55143,0.206807,-0.596976,0.598278,0.560855,0.364693,0.126832,0.403877,-0.689985,0.944417,-1.363518,0.373689,-0.678646,0.438921,-0.554329,-0.070921,-0.112549
axiome,0.53756,-1.070824,-0.31087,0.464733,-0.772038,0.111721,-1.723658,2.36605,0.319967,0.869938,1.752054,0.661245,-1.023252,0.182835,-1.279068,0.180977,-0.992135,-0.29549,-0.709225,1.387885,-0.977075
