word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
réel,1.02051,-0.348594,-1.294885,0.483073,-0.168912,0.152499,-1.47823,0.304927,-1.217069,0.946808,0.806853,-0.095128,0.781435,-1.749865,-1.016021,-0.819545,-0.019184,1.46935,-0.049465,-0.783321,0.160005,-0.908222,-0.527432,-0.111519,0.27072,0.126762,0.122705,-1.38299,1.10271,-0.02916,0.043795,0.494486,0.534093,1.062775,0.568442,-0.519996,0.88162,-0.215623
dimension,0.688989,-0.774742,-0.850349,0.478859,0.418349,0.681875,-0.852571,0.149583,-0.338877,1.007276,0.124925,-0.51464,0.737901,-0.013066,-1.554155,-0.997715,-0.267664,1.013342,-0.904116,-1.424317,0.587067,-0.409648,0.554114,-1.404859,-0.615053,0.767718,0.797605,-1.199976,1.903567,0.508194,0.50151,0.603676,0.678151,0.904699,0.628089,-0.292,0.001088,0.199817
statistique,-0.819644,0.016613,-0.450019,0.442325,-1.104342,0.809061,-0.159166,0.788337,-0.604173,0.334984,0.928376,-1.24877,0.667827,-0.529232,-0.167945,-0.210915,-0.013068,1.212383,1.341864,-0.720804,-0.354085,-0.266271,0.106072,1.247053,0.186519,-1.020215,-0.08986,-1.178447,1.175454,1.556179,-1.511896,1.291573,-1.16147,-0.41944,0.066057,-0.252326,1.166632,1.943265
sommet,1.370228,0.242707,-1.425897,1.396184,1.246237,1.384192,-0.913683,0.256395,0.673421,0.373582,-0.853003,0.397334,1.238576,1.091986,0.578248,-0.661141,0.561366,0.255039,-1.423738,-0.529032,0.646545,0.034332,-0.338957,-0.994196,-1.043585,-0.006468,1.730388,-1.363337,0.775007,0.813472,-0.308543,0.220925,0.430204,2.15295,-0.248367,-2.177878,-1.195894,1.230308
logique,-0.595792,-0.230436,0.846499,-1.546996,0.315005,1.169455,-0.437626,-0.946772,-0.360513,0.112202,0.290617,-0.729935,0.085986,-1.210344,-0.123896,-1.251423,-1.031792,0.671914,-0.431668,-0.443493,1.203993,-0.147686,-1.077784,1.246158,0.83217,0.137472,-0.346202,-1.592856,0.812247,1.708268,-0.824777,2.078413,-0.570253,1.82122,-0.57405,-1.380045,0.203938,-0.559215
terme,0.040101,-0.395957,-0.606389,-0.01907,0.305192,1.093128,-1.135157,0.145776,-0.63906,0.528201,0.460622,-0.011529,0.28895,-0.943053,-0.508706,-0.421188,-0.581217,1.053748,0.130822,-0.552739,0.636799,-0.60979,-0.710103,0.257628,0.297581,-0.911897,-0.073417,-2.169022,0.9748,-0.424593,0.021758,-0.160492,0.122891,1.433115,-0.551891,-0.716494,0.230417,0.19575
trois,-0.195774,0.172029,0.068278,1.061349,0.305544,0.837321,-1.003847,-0.391933,-0.284296,0.274589,0.031776,0.144894,1.011262,-0.479735,0.021417,-1.700528,-0.102148,0.967493,0.149945,-0.207565,0.045943,-0.075411,0.686372,-0.711465,-1.015353,-0.202359,0.33074,-2.010393,0.645997,0.062088,0.370285,0.693084,0.178769,1.479949,-0.961901,-1.061502,-0.095505,1.394595
plan,0.492642,-0.599548,-1.153578,0.85686,0.502443,-0.361405,-1.157459,-0.16215,-0.085962,-0.270734,0.396892,0.451811,1.946191,-0.800373,-1.59623,-0.160062,0.082267,1.238667,0.482791,-1.132712,0.569993,-0.103924,1.205144,-0.587698,-1.169108,0.519287,0.774567,-0.964764,1.178907,0.587414,0.58946,1.468532,-0.823011,1.422137,-0.14234,-0.314341,-0.006298,0.890194
formule,-0.051522,-0.742408,-1.250406,-0.292166,0.372543,1.297414,-0.3566,0.286348,-1.346436,0.813656,0.267401,-0.341408,0.339343,-0.742563,-0.147853,-0.996204,-0.305777,1.103571,0.932514,-0.683315,0.114542,0.364647,-0.509007,0.334008,-0.469644,-0.022299,-0.60286,-1.641329,1.087441,-0.302432,-0.619487,0.472515,-0.32321,2.264658,-1.171481,-0.933516,-0.341198,-1.438042
droite,0.049048,-0.482346,-1.258613,1.579885,0.874319,-0.5645,-2.228777,-0.880448,0.56653,-0.126662,0.606089,0.54284,1.728426,-0.532848,-0.91743,-0.027199,0.625603,0.543371,0.537066,-0.052782,1.272736,-0.078206,1.168976,-0.391155,-1.035207,0.023828,-0.2516,-2.311201,0.620668,0.868169,0.341036,0.790121,-0.35,1.386212,-0.426242,-0.399953,0.087223,0.264932
$\mathbb{C}$,0.688424,-0.305864,-1.314976,0.819046,1.201006,-0.175122,-1.286807,0.113405,-0.324592,0.283847,0.082029,-0.519634,1.131455,-0.027479,0.247827,-0.831087,0.109335,0.934722,-0.756606,-0.681059,0.546645,-0.396343,1.152562,0.429318,0.10453,0.057299,-0.058131,-2.004789,0.252482,0.169606,-0.236964,0.942808,0.03989,1.273647,-0.681829,-0.026959,0.899628,0.08754
solution,-0.366361,0.806374,-0.836589,0.676709,1.12958,0.473291,0.623595,1.295645,-1.074165,0.08071,-0.398283,-0.183503,0.074601,-1.379742,-0.959358,-0.553676,-0.374537,1.851974,-0.17803,-0.879954,1.092987,-0.372315,0.562398,-0.417284,-0.574996,0.36765,-0.049365,-1.929973,0.545078,-0.197906,0.3128,-0.194721,0.308343,1.479549,-0.166796,-0.965594,0.679878,-0.030504
modèle,0.803096,0.502846,0.691034,-0.699129,0.309167,1.781758,0.129659,1.017266,-0.020313,0.763227,0.236178,-1.152307,0.86155,-0.73296,-0.453947,-0.656131,0.200031,1.209334,0.535442,-1.103055,0.533013,1.051937,0.256967,0.737026,0.006726,-0.159681,-0.326627,-1.457242,1.078199,1.43292,-0.337437,0.939897,0.06417,0.877792,0.178652,-0.429307,1.032006,0.714334
linéaire,-0.221112,0.551302,-0.691644,1.110472,0.649976,0.778514,-0.184995,0.99832,-0.751615,0.283284,-0.404581,-0.300866,0.991989,-1.233582,-0.658977,-1.38909,-0.181668,1.115843,0.097168,-1.180382,0.121862,-0.221437,-0.156349,0.173213,-0.054622,-0.310432,-0.943847,-1.676825,2.524818,0.652834,0.358362,-0.00789,-0.202374,0.33163,0.924133,-0.91928,1.150152,-0.45251
probabilité,0.356386,0.432853,-0.664233,-0.447585,-0.708031,1.987459,-0.429828,-0.456862,-0.146002,1.303308,1.4816,-1.098039,0.847353,-0.87495,-0.244912,-0.579486,0.393922,0.993494,0.783068,-0.684876,1.02192,-0.022581,-0.13319,0.583412,-0.27887,-0.461982,-0.076429,-1.748069,0.618726,0.286351,-1.447114,-0.145648,0.976909,0.591488,-0.2291,-0.665792,1.036093,0.895062
série,-0.801689,-0.502921,-0.310747,-0.164439,-0.264853,0.570587,-0.977215,0.82941,-1.261472,0.468031,0.706707,0.208055,0.451038,-1.333162,-0.133808,-0.505662,0.12157,1.204624,1.501197,-0.518588,-0.25871,-1.784757,0.06973,0.124641,-0.259098,-0.311445,0.262993,-1.443726,0.632222,0.104411,-0.763102,0.037882,0.480298,1.450066,1.149706,-1.051142,0.366166,-0.133963
somme,-0.032344,-0.146915,-0.889052,0.583687,-0.344936,1.120145,-1.537556,0.340754,-1.16036,1.978842,0.092043,0.5792,0.698737,-0.403414,0.085661,-0.932208,-0.464211,0.361258,0.308671,-0.266965,-0.312011,-0.764876,0.073205,-1.07815,-0.344673,0.051897,-0.540842,-2.423128,0.465858,-0.470654,0.190425,-0.21633,0.561445,1.672934,0.336622,-1.416584,0.567292,0.55026
mesure,0.700909,-0.193863,-1.542979,-0.321913,-1.270931,0.927692,-0.881586,0.141291,-0.827961,0.996588,0.42019,0.022396,0.833209,0.287835,-0.593144,-0.268865,-0.174474,0.69684,0.614459,-0.704837,0.448767,-0.116575,-0.990518,-0.357372,-0.911925,-0.43212,0.054912,-1.676812,1.218406,0.222552,-0.717832,0.794787,0.206783,1.050964,0.247779,0.466698,1.307517,0.906751
