word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
formule,0.799874,0.370438,0.005373,0.495442,-1.565027,-1.42351,0.12424,0.346863,0.162031,0.274707,-0.93441,-0.439637,0.043605,-0.648452,0.49117,-0.345984,0.555219,-0.10135,-0.462649,0.653262,1.32836,-0.032169,-0.208039,0.23488,-0.056896,-0.006663,-0.751555,0.16277,0.636087,0.440454,-0.562382,-0.815842,-0.348777,0.486479,-0.730947,0.179193,0.528739,0.25041,-1.153778,-0.003441,0.292086,0.271154,0.310831,0.657728
droite,0.20692,-0.663691,-0.036953,0.753664,-0.334616,-1.211235,-0.341733,-1.043942,-1.308827,0.186806,1.030772,-0.063105,0.635134,-1.247852,-0.940774,-0.746616,-0.460992,-0.484064,0.144791,-0.522796,0.513735,-1.105076,-0.251508,-0.479879,-0.178253,0.272851,-0.711186,0.080604,-0.123405,1.228485,-0.220908,-0.070226,0.37663,-0.300242,-0.206448,-1.249925,-0.150967,0.337787,-0.564841,-1.082328,0.022833,-0.424367,-0.326967,-1.326507
$\mathbb{C}$,0.303421,0.246127,0.40296,0.808419,-0.796384,-0.964264,0.276123,0.733437,-0.003373,0.057487,-0.01241,-0.502424,-0.422634,-0.031224,-0.331742,-0.559064,0.221915,-0.042321,0.147144,0.145429,-0.040431,0.538031,0.275102,-0.1589,0.086793,-0.01403,-0.369839,-0.37261,0.265486,0.245534,-0.213081,0.056383,-0.178739,-0.586181,0.068375,0.4487,-0.43815,-0.208525,-0.573025,-1.141822,0.207418,0.490242,-0.015299,0.099811
solution,-0.034177,0.097393,0.727413,-0.779123,-0.621274,-1.376613,-0.537714,0.158672,0.352672,0.616388,0.714615,0.390255,0.069838,-0.426461,-0.599975,-1.508909,-0.395141,0.347877,-0.52506,0.053208,0.961101,0.430497,-0.080275,0.471246,0.227877,0.246024,-0.749664,0.295515,0.607823,-1.114079,-0.550197,-0.5864,-0.336211,-0.774551,-0.158972,1.037287,0.649354,-0.715927,-0.988716,-0.377198,0.273603,0.735219,-0.452488,-0.060416
modèle,0.403205,0.209006,0.697305,0.445789,-0.311509,-1.901785,-0.263953,0.198532,0.014229,0.64478,-0.439478,-0.039415,-0.426482,0.023803,0.392642,-0.068754,1.012247,0.564585,0.108396,-0.696847,0.117555,0.056728,0.474864,0.176113,-0.122751,-0.578899,-0.843272,0.65178,0.597634,0.083512,-0.445752,-0.041586,-0.151242,-0.539204,-0.981593,0.86534,0.02947,-0.405708,-1.361853,-0.078516,0.410843,0.294738,-0.823882,-0.162189
linéaire,0.321115,0.302143,1.067136,-0.694421,-0.596599,-2.263326,-0.648736,0.614869,-0.726988,1.747985,0.697085,0.141854,-0.526648,-0.8117,-1.071676,-0.446432,-0.242465,-0.406877,-0.76781,0.011756,-0.270093,0.301005,0.803921,0.547395,0.322756,-0.382241,-0.120558,0.680095,0.130437,-0.00893,0.19968,0.223626,-0.472929,-0.041581,-0.261009,0.222434,-0.321434,-0.129711,-0.821014,0.596705,0.527848,-0.712043,0.017454,-0.248702
probabilité,0.30797,0.186731,0.635358,-0.368792,-0.363035,-0.309159,-0.931855,0.059105,0.540739,1.078647,0.720662,0.373733,-0.819161,-0.802234,-0.89784,-0.64326,0.502338,-0.557048,-0.789171,0.984259,0.172698,1.063705,1.355997,0.906365,0.314039,0.036944,0.621018,0.31502,-0.252039,0.125503,-0.647945,-0.743007,-0.460071,0.314762,0.22376,0.347408,0.189591,0.550741,-1.031813,-0.37001,1.066971,-0.656359,-0.169607,0.532315
série,0.361146,-0.063893,0.311217,0.821578,-0.494336,-0.430781,1.535219,-0.363554,-0.099943,-0.433365,-0.20471,0.30373,-0.882835,0.08997,0.70047,-0.454187,-0.146675,0.143233,0.865488,-0.58667,-1.541375,0.859545,0.151104,0.75486,-0.167832,-0.366686,-1.692202,0.48021,0.693643,-0.73533,-0.147031,-0.41379,-0.495442,0.51691,-0.790782,-0.51274,-0.101711,0.256717,-0.046131,0.234217,0.066361,-0.02061,0.359015,0.331108
somme,0.262195,-0.056533,0.193914,0.630566,-0.110273,-0.769757,0.12933,-0.160245,0.652359,-1.068836,0.373684,0.750142,0.911996,-0.11985,-0.34611,-1.139917,-0.516977,-0.658339,-0.54743,0.242737,-0.438053,-0.446245,0.479649,0.153565,0.069345,0.303756,0.909393,0.714364,0.124669,0.458932,-0.143191,-0.199841,0.24809,-0.394657,0.587647,0.608511,-0.231698,1.079844,-0.899541,-1.370821,0.554886,-0.581554,-0.414835,0.48541
mesure,0.188023,-0.145766,-0.491032,0.240428,0.556851,-1.55797,-0.370386,-0.147968,0.422383,0.480745,-0.17371,0.360969,-1.1007,-1.092975,-0.566358,-1.039493,0.619553,-0.013013,-0.366106,0.648541,0.254327,0.417224,1.109236,-0.156796,-0.061761,0.204227,-0.28847,0.374984,0.221353,0.750738,0.697534,0.077034,-0.432376,-0.832799,0.311799,-0.032889,-0.122102,-0.023725,-0.583438,-0.329719,-0.117966,0.379474,-0.561728,-0.292363
