word,1,2,3,4,5,6,7,8,9,10,11
dynamique,0.06472,-0.357552,0.773171,0.491172,-0.635125,1.773883,0.84238,0.741135,-2.427385,0.133098,0.932602
inverse,0.077454,0.379907,0.467012,0.286934,-0.268466,0.327405,2.121434,0.735479,-1.220909,1.458172,1.336473
minimal,-0.513405,1.252732,-0.160713,0.055261,-0.529057,0.730467,0.898322,-0.072096,-1.630972,2.888386,0.032731
extension,-0.245878,-0.175537,-0.400127,1.017536,0.112899,0.607364,1.853142,0.406632,-1.664822,1.133688,-0.275566
arc,-1.762992,1.398246,0.82915,0.504299,0.268145,0.892701,0.898673,1.148872,-0.1061,2.133485,0.864864
énoncé,-0.023894,0.1204,-0.725618,-0.283112,1.428992,-0.027531,2.494081,0.037742,-2.270348,0.144508,-0.287844
parallèle,-1.88837,0.792253,0.917887,0.806558,1.298402,0.444894,0.693749,1.018655,-1.082384,1.377363,0.962327
négatif,-0.625616,0.106632,0.192419,-0.996351,0.055238,0.019281,2.315321,0.168394,-1.189794,1.34814,1.109372
niveau,-1.5318,0.034183,1.21218,-0.364649,-0.463781,-0.047316,0.262859,0.229322,-2.049645,0.7597,0.902245
fraction,0.033723,-0.057167,0.551396,-0.341185,-0.569508,-0.013688,2.917378,-0.038,-0.818327,1.390971,0.483235
segment,-1.989206,1.213857,0.852476,0.391785,1.006495,-0.30928,0.869302,0.848685,-0.203656,2.341811,0.776087
norme,-0.89566,-0.556638,-0.470791,0.964137,-0.662171,-0.103407,2.211833,0.946363,-0.871435,1.385669,0.577671
local,-0.580949,0.741054,-0.359432,0.809434,-0.435209,1.180428,0.568473,1.148255,-2.067084,1.140461,1.183061
métrique,-0.838953,0.58711,-0.276913,1.436928,-0.289178,1.609302,2.038387,1.570656,-1.052186,0.761594,0.398022
symétrie,-1.746407,-0.22155,1.383455,1.324234,1.257391,0.979687,1.065097,0.539554,-0.200065,1.697855,0.16808
inégalité,0.682532,0.634172,-0.259052,-0.576436,-0.36792,0.448985,2.647828,0.377742,-0.974246,0.441366,0.383083
chaîne,-0.853458,-0.3537,-0.335248,0.148671,-0.925549,0.306827,1.13247,0.035797,-1.438001,1.758093,-0.270595
prouver,0.367152,1.373541,-0.715107,-0.639681,0.88319,-0.200753,1.869671,-0.092134,-2.462475,0.171054,-0.476922
Gauss,1.129202,1.188421,0.818893,0.041965,-0.25442,0.591649,2.671139,0.238183,-0.851098,-0.236958,-0.330052
symétrique,-1.316432,0.306882,-0.430881,1.333612,-0.376771,0.640988,1.634311,0.857956,-1.004536,2.020678,0.049062
Riemann,1.113778,2.224128,0.352779,0.312633,0.207764,0.788851,2.6026,0.89866,-0.986474,0.319143,0.427235
$\mathbb{Z}$,-0.934721,-0.108941,-0.518692,1.172782,0.193866,-2.018023,1.974861,0.67239,-0.845645,1.564187,1.109989
polyèdre,-0.602613,0.931168,0.610614,0.957274,0.880069,2.17747,0.905296,-0.362684,-0.569922,2.082299,-1.898707
binaire,-0.974001,-2.231974,0.065433,0.17451,-0.817678,-0.113266,1.610587,-0.615502,-1.923613,1.996817,-0.176897
demi,-1.989763,0.949531,1.28614,0.793013,0.125662,0.392051,1.960534,0.617123,0.279296,1.358136,-0.474766
