word,1,2,3,4,5,6,7,8
principal,0.836377,1.535515,0.773805,1.567055,0.574319,1.365154,0.90897,-0.839147
paramètre,1.633575,2.710894,0.968052,1.582604,-0.219792,0.138388,-0.814089,-0.042091
coordonnée,2.090008,0.944035,0.91294,2.454183,0.093955,0.596989,0.042279,0.755525
opérateur,1.755821,1.888475,0.66771,1.819769,0.468525,-0.808415,0.591045,0.024213
numérique,0.035587,2.487791,1.109128,1.159781,0.344802,0.779468,1.297158,-1.092759
unité,1.780422,0.969669,1.400484,1.27088,0.724321,1.478588,0.118477,0.041997
liste,1.024018,0.985599,1.47029,0.770018,0.983876,1.681821,0.478689,-1.174601
convexe,2.391884,0.747669,0.407138,1.981517,1.29779,-0.274234,1.23054,0.723567
rationnel,2.229196,1.673775,0.297262,1.018793,1.331096,-0.221019,0.497075,0.053196
nœud,1.902565,0.461477,1.024709,0.932971,0.748898,1.737365,-0.164714,0.718947
$\mathbb{Q}$,3.389486,1.056809,0.770377,0.148187,1.019629,-1.037786,-1.502332,-0.621461
topologie,1.683897,1.50585,-0.681209,2.627454,0.5005,-0.35164,0.957836,-0.377076
origine,1.231449,0.868192,-0.06505,1.54972,1.032475,1.865338,1.015109,-0.260852
distribution,0.92117,2.354667,0.858926,1.877898,-0.531466,-0.168414,-0.438631,-0.485712
intervalle,2.393007,1.680458,0.56205,1.576243,0.068432,0.526704,-1.160004,0.327301
compact,2.697189,1.001857,-0.279769,2.596519,0.66027,-0.94125,0.357343,0.069604
reste,1.982188,1.662683,-0.295292,0.379774,0.994712,1.300456,-0.535708,-0.5607
test,0.340063,2.929881,0.375111,0.251425,-0.155383,-0.473991,-0.568739,-0.843234
proposition,1.779479,1.82735,0.083557,-0.795084,1.990537,0.388939,0.330702,-0.531329
catégorie,1.418852,0.627901,0.617582,2.185897,0.658954,0.210509,1.181813,0.240849
programme,0.085738,2.352221,0.671803,0.593739,0.198685,1.319242,0.298085,-1.016394
intégral,1.240681,2.041953,0.086651,1.382599,0.701372,-0.793327,1.042974,-0.710452
complexité,0.646605,2.665395,1.164326,0.702734,0.263382,-0.128279,0.517555,-0.579665
automate,0.676124,1.272444,0.93647,1.545586,0.617804,-0.146176,1.532568,0.792208
moyenne,1.173657,2.47397,1.419833,0.966192,-0.073618,0.591703,-0.514773,-0.065157
symbole,2.031377,1.206037,1.397396,0.267119,1.372948,0.54749,0.491171,-0.118218
axe,2.123451,0.121879,0.303719,3.011571,0.000999,1.893655,-0.2283,0.933081
euclidien,2.28805,1.111599,0.334158,2.183468,1.35108,0.064463,1.370726,0.185083
inférieur,2.800452,1.169471,0.887422,0.597337,0.999273,1.113552,-1.015619,-0.224563
dérivée,1.659421,2.688429,-0.118961,2.132286,0.287145,-0.321228,0.238718,-0.100419
transformation,1.514016,1.682501,0.189015,2.17633,0.394956,-0.323197,0.608833,-0.419893
anneau,2.424394,0.667212,0.53196,1.435426,1.477964,-1.007222,1.133968,0.338078
facteur,1.446279,1.966452,2.06875,0.279728,0.546475,0.866581,-0.440953,-0.538932
indice,1.792975,1.174317,1.242612,0.914815,0.398502,0.546875,-0.444079,0.125364
zéro,2.333981,1.496425,0.948805,0.22123,1.233842,0.610271,-0.256301,0.001752
sphère,2.271601,-0.286876,0.355662,2.038846,1.284946,0.997932,0.953254,0.81287
strictement,3.033749,1.906613,0.500823,0.9046,0.899575,-0.033326,-1.037801,0.301605
puissance,2.249408,1.770866,1.68533,0.040073,1.160643,0.481759,-0.239738,-0.180071
Euler,1.582317,0.953576,-0.155281,0.573735,1.572339,-0.223149,0.920157,-1.188834
topologique,2.21706,1.678037,-0.103744,2.862248,0.809139,-0.578228,1.298904,0.116716
déduire,2.400537,2.397082,-0.442863,0.25113,1.466617,-0.100583,-0.205598,-0.064676
composer,1.921644,0.880133,1.38149,0.851565,1.004706,1.34158,0.164609,-0.243171
deuxième,1.556525,1.171473,0.478016,0.528238,0.896496,1.408532,-0.103871,-1.120522
rayon,2.645178,-0.108156,0.873149,2.288126,0.415405,1.420282,-0.474293,0.788121
caractéristique,1.804835,1.776285,1.06506,1.175146,0.823853,0.359154,0.498161,-0.14957
vide,2.725182,1.106686,0.022497,1.233298,0.907984,0.567674,-0.435798,0.613133
affine,2.074216,1.113202,-0.157878,3.248295,0.234516,-0.872227,0.929144,0.478416
supposer,2.154714,2.500121,-0.260132,0.851224,0.571206,0.235892,-0.614519,0.193635
ouvert,2.458953,0.671375,-0.344578,2.471464,0.356147,0.29804,-0.181598,0.11145
partiel,0.989249,2.08381,0.372835,1.708402,0.312255,-0.002469,0.583437,-0.809777
approximation,1.058225,2.612502,0.834769,0.490848,0.548703,-0.479568,0.134407,-1.078682
convergence,1.348907,2.810776,-0.074399,1.160801,0.146977,-0.666948,-0.13142,-0.055433
chemin,1.75009,1.064776,0.874984,1.168666,0.544633,1.325818,-0.433506,0.596445
rotation,2.158325,0.357489,1.127081,2.264837,0.234816,1.231939,-0.068957,0.935932
différence,1.565242,2.17187,0.761233,0.680345,0.637522,0.918077,-0.093657,-0.07224
analytique,0.854604,1.786378,-0.330251,1.317502,1.254755,0.138847,1.612251,-1.131065
formel,0.722339,2.4252,1.017105,0.793589,1.130266,-0.219747,1.819732,-0.779846
intersection,2.581622,0.112067,0.21693,2.454162,0.541315,0.553237,-0.145291,0.17346
pourcent,1.263418,0.518745,1.264034,-0.698355,-0.053413,2.465594,-2.465342,-0.992269
caractère,1.324547,1.744634,1.676487,0.455094,0.73314,0.714529,0.135822,0.008067
raison,0.886361,2.304439,-0.098107,0.134599,0.856385,1.473461,0.144505,-0.534191
aire,2.278517,-0.115433,0.522843,1.267107,1.333439,1.434719,0.462846,0.793348
section,1.236826,0.771165,0.904716,1.50274,0.494734,0.604997,0.16859,-1.024032
cycle,1.330593,0.389837,1.067302,1.238852,0.313829,1.288362,-0.307399,-0.722525
source,0.279902,1.131401,1.029512,1.027701,0.436074,0.935439,0.562971,-1.645132
discret,0.946701,1.999805,1.171634,2.042975,-0.054421,-0.645068,0.488302,-1.24534
combinatoire,0.255648,1.475015,0.716724,1.362089,1.188508,0.31996,2.364444,-1.362016
dynamique,-0.184218,2.304679,0.643734,1.898539,0.089839,0.231375,1.737578,-0.387231
inverse,1.859399,1.957691,0.766335,1.566512,0.398558,-0.453803,0.14758,-0.153322
minimal,1.872321,1.230562,1.939302,1.103647,0.513291,0.392456,-0.102471,-0.044555
extension,1.632219,1.504256,0.736343,1.170303,0.94444,-0.523253,0.611211,-0.465523
arc,2.045555,0.220607,0.690934,2.243358,0.39879,1.09228,0.231286,1.12224
énoncé,1.702982,2.593824,-0.665043,-0.19457,1.628741,-0.269023,0.644237,-0.469873
parallèle,1.686514,0.689241,0.092184,1.94014,0.493785,1.438872,0.412002,0.709831
négatif,1.744107,2.22472,0.758032,0.355224,0.550783,0.062342,-0.467411,0.173537
niveau,0.401214,1.929038,0.932434,1.056715,-0.097622,2.020161,-0.23042,-0.250209
fraction,1.994143,1.504252,1.009411,-0.103658,1.362463,-0.283946,0.164036,-0.121028
segment,2.509591,0.181589,0.455599,1.8067,0.462375,1.462923,-0.538243,0.993796
norme,2.040899,1.402858,0.835173,1.637164,0.298584,-0.647901,-0.288432,0.036009
local,0.864161,2.011654,0.481073,2.082963,-0.511429,-0.310369,0.181444,-0.275985
métrique,1.72592,1.52097,0.183763,2.588821,0.478109,-0.64181,1.040696,0.354038
symétrie,1.679665,0.188053,0.923118,1.889506,0.766086,1.001043,0.679748,0.728604
inégalité,1.261324,2.000356,-0.458165,0.297064,0.990994,-1.061593,0.40536,-0.09571
chaîne,1.579097,1.150589,1.242084,1.162143,0.598104,0.171342,0.259267,0.018753
prouver,1.466902,2.261347,-1.160955,-0.231966,1.526496,0.081072,0.111795,-0.952769
Gauss,1.070741,1.333005,-0.58863,0.513367,1.578765,-0.798518,1.180845,-1.248672
symétrique,2.285313,1.002184,0.941633,2.044289,0.520298,-0.309725,0.354971,0.435144
Riemann,1.453962,1.563264,-0.9395,1.088976,1.032299,-1.21411,0.577914,-1.251987
$\mathbb{Z}$,2.850138,0.853262,0.22231,1.09378,0.226099,-0.459718,-1.726281,-0.236349
polyèdre,1.646293,-0.511671,1.548071,1.048626,1.805877,0.236728,1.978183,0.363992
binaire,1.542617,1.428259,2.583154,0.561708,0.927384,0.331588,0.51596,0.135192
demi,2.389536,-0.234989,0.255366,2.017682,0.919632,1.142178,0.344282,0.673141
multiplication,1.653312,1.440119,1.851876,0.351415,1.014976,-0.111535,0.373837,-0.22091
libre,0.837299,0.510659,1.09821,1.847443,0.146912,1.112194,0.623994,-0.451729
identité,1.894996,1.28191,0.016784,0.726196,1.324471,-0.341079,0.808854,-0.182894
Hilbert,1.232211,1.199789,-0.560749,1.000578,1.102189,-0.71623,0.998336,-1.557466
scalaire,2.057723,1.945692,0.978503,2.25482,0.160753,-0.40851,0.302076,0.740547
solide,1.517217,-0.685224,1.098018,1.042861,1.693139,1.437958,1.88586,0.372306
densité,1.203083,2.551521,0.692559,1.544358,-0.500383,0.013192,-0.752886,0.370576
lemme,1.588488,1.317946,-0.549034,-0.223487,1.840515,-1.10528,1.230314,-0.229843
polynomial,1.069131,2.464294,0.819019,0.946453,0.130427,-1.036879,-0.005463,-0.853681
cinq,1.598932,0.271384,0.722054,-0.077071,1.660218,2.482041,0.180312,-0.699292
exponentielle,1.486124,2.427203,1.10892,1.191305,0.352016,-0.620966,0.351677,-0.008532
élémentaire,1.172727,1.736382,0.73515,0.836922,1.245406,0.431849,1.084753,-0.593685
argument,0.930402,1.981271,0.11277,0.26682,0.731689,-0.116735,0.466413,-0.322653
optimisation,-0.027708,2.537418,0.743037,1.190732,0.246679,-0.494069,1.240972,-0.95672
Fourier,0.739314,1.670237,0.18712,1.541085,0.228346,-1.082688,0.559174,-1.154498
dériver,1.369646,2.013432,0.484519,1.873906,0.388586,0.161163,0.65192,-0.008236
