word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
$\mathbb{C}$,-0.021126,-0.127224,-0.664059,0.057124,-1.133183,0.038102,-0.682603,-0.039139,0.03159,1.141102,0.376243,0.136141,0.235574,-0.210491,-0.127873,0.414293,-0.096417,-0.231707,-0.105643,-0.074109,-0.326812,0.428756,0.104712,-1.04221,-0.01691,0.035447,0.107683,0.745495,0.280623,0.298083,0.200603,-0.83383,-0.003539,-0.536019,-0.027517,-0.212879,0.192307,-0.361223,-0.223594,-0.052531,0.046306,0.325646
solution,-0.032329,-0.352378,-0.540707,0.21524,-0.089257,1.10557,-1.220187,0.108636,0.734861,1.015546,-0.22499,-0.784869,-0.496373,1.182657,-0.067349,0.184079,-0.323928,-0.928212,0.36931,-0.301681,0.027642,0.094504,0.069353,0.268342,-0.148162,-1.343268,0.590788,0.839623,-0.865203,-0.366296,-0.279633,-1.02888,-0.074585,-0.630993,0.110214,-1.048253,-0.328625,-1.30378,0.507662,0.153809,0.375693,0.717323
modèle,-0.188598,0.092942,-0.114942,0.403771,-1.151392,0.847042,-0.498941,0.598885,-0.233724,1.354623,0.457678,0.17266,-0.260428,0.237616,0.401411,0.5254,0.041934,-0.801876,-0.265899,0.606236,0.295084,0.59073,0.409614,-0.306202,-0.242487,-1.158759,-0.274028,1.167912,-1.357037,0.729995,0.014873,-0.705493,-0.394906,0.210722,0.727378,-0.463737,-0.693975,-0.599124,-0.762635,0.366404,0.688668,-0.072829
linéaire,-0.328107,-0.509538,-0.378405,-0.033571,-0.625279,1.153953,-0.728565,0.205692,-0.382382,1.039023,0.449317,0.123869,0.207776,0.603977,-0.59508,0.08481,-0.458664,-0.449129,0.724043,0.153296,0.945301,0.390636,0.903572,0.261549,0.802106,-0.978204,0.273296,0.540733,-0.878488,-1.430025,-0.727334,-0.303949,0.90856,0.357556,0.204637,-1.55183,0.156533,-0.134765,-1.232653,-0.521811,-0.148994,-0.122211
probabilité,-0.520746,-0.448862,-0.585441,-0.231405,-0.953474,0.725669,-0.485477,-0.320956,0.258333,0.359158,0.065765,-0.051742,0.266399,0.167146,-0.496383,1.403687,-0.796457,-0.525422,0.376435,-0.439979,0.496315,-0.331625,0.725992,1.35678,0.913809,-0.805993,-0.2417,-0.538282,0.771331,-0.531887,-0.089689,-0.215412,0.171339,-0.924429,-0.289472,-1.587997,-0.142353,-0.099104,-1.04172,0.566425,0.179286,0.115678
série,-0.405155,-0.913695,0.189995,0.895512,-0.723273,0.352807,0.084209,-0.828933,1.436912,0.979387,-0.650091,-0.464175,-0.540754,-0.352548,-0.087188,-0.43,0.057877,-0.096569,0.307838,1.017077,0.018551,-0.120955,-0.603858,-1.257824,-0.992448,0.192812,-0.700588,0.065132,-0.320859,-0.063064,0.682745,0.194407,-0.272605,-0.213061,0.21819,0.700594,-0.096892,0.446984,-1.665263,0.269067,0.346089,-0.835565
somme,0.580327,0.929048,0.074755,-0.791306,-0.234682,-0.219185,-0.578878,-0.674513,0.477544,0.654963,-0.388052,0.228132,0.303805,-0.78189,0.409753,-0.260564,-1.147452,-0.372579,0.07026,-0.030419,0.345439,-0.379061,0.231698,0.5275,0.256231,-0.290713,-0.014646,0.727003,0.606323,-0.130176,-0.781762,-1.558024,-0.189897,-0.788957,-1.444252,-0.351303,-0.38814,0.658839,-0.140564,0.229176,0.242245,0.307542
mesure,-0.118198,-0.639337,-0.0614,-0.486455,-0.312053,1.147896,-0.195541,0.015063,0.166613,0.49511,0.203431,0.730824,0.2631,0.262368,-0.696109,1.481536,-0.319953,-0.322011,-0.459313,-0.698286,-0.404646,0.335695,-0.058539,0.38003,0.34755,-0.225772,0.218241,1.388957,0.04676,0.112559,-0.3508,-1.581775,0.033129,-0.169972,0.237944,-0.797665,0.187262,0.204418,-0.786415,0.402273,-0.09875,-0.35512
carré,-0.007881,-0.392224,0.77391,-0.545749,-0.299068,-0.337616,-0.399772,0.448347,-0.253606,1.032947,0.688521,0.437436,0.937835,0.007829,0.036099,-0.205892,-0.762063,0.232114,0.674897,0.692294,0.411794,0.581272,0.409449,-0.695434,0.263947,-0.536863,0.266774,0.726224,-0.70169,-0.656523,-0.846808,-1.026798,-0.456299,0.495463,-0.781691,-0.357883,-0.000956,1.176839,-0.420059,-0.124345,-0.780929,-0.767084
vecteur,-0.572848,-0.887629,-0.924934,-0.070304,-0.845586,1.0879,-1.252417,0.329244,-0.027557,0.886045,0.49302,-0.722732,0.30662,0.991062,-0.680394,0.940617,-0.883978,-0.774964,-0.225184,-0.080974,0.82551,0.913455,1.136967,0.100385,1.31989,-0.933366,0.321983,-0.711123,0.79154,-0.775371,-0.430972,-0.090604,0.757086,0.78927,0.204947,-1.576258,0.677268,-0.251189,-0.995409,0.281874,0.152401,0.427868
connexe,-0.858545,0.639058,0.22713,0.34758,0.289232,0.979599,-1.049607,-0.292371,-0.659121,0.443918,0.399373,-0.282606,-0.010758,-1.385734,0.4388,0.164013,0.702712,-0.474477,-0.649919,-0.300853,0.052584,0.010203,0.069843,-0.902246,0.141777,0.06126,-0.43479,0.673214,0.649126,-0.878712,-0.108829,-0.670075,-0.723966,1.300594,0.041213,0.391237,0.008518,-0.268488,0.020297,-0.248953,0.658609,-0.984091
