word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
série,1.734551,-0.363325,0.486089,-0.788863,-0.064862,-0.188622,-1.070748,-0.311012,0.197603,-1.136348,-0.110151,0.064023,0.230012,1.101201,-0.214894,-0.334284,0.096199,-1.275319,-0.368745,-0.507991,0.912525,-0.980842,-0.287447,0.402202,0.317364,0.725073,0.901113
somme,0.159595,-0.51379,-0.893408,-0.612007,-0.578128,0.38655,-0.538393,-0.625156,-0.211651,-0.075344,0.714005,0.286532,-0.381525,-0.978592,-1.577385,1.109285,0.254254,-0.127405,0.074024,-0.11326,-0.098042,0.239963,0.601961,-0.387982,-0.367109,0.981328,-0.718841
mesure,-0.044427,-0.403717,-1.500129,0.579418,-0.771888,0.005252,0.450076,0.020191,0.723566,-0.612207,-0.207258,-0.248346,0.560232,0.237721,-2.065926,-0.692244,0.803143,0.149432,0.149546,0.190526,0.539845,0.031346,-0.793763,-0.916352,-0.43333,0.394678,0.049459
carré,0.592017,-0.967543,-0.031129,-0.370127,-0.133553,0.734237,0.880943,-0.251962,-0.494657,0.357876,0.644613,0.360742,0.275421,-0.312158,-1.668552,-0.431938,-0.194907,0.911229,-0.829798,-1.123951,0.820871,0.367416,0.540521,-1.142332,0.577499,0.704372,0.394422
vecteur,-0.158824,-0.517655,-0.957358,0.052275,-0.29842,-0.878576,1.285681,-0.924473,0.125352,1.060614,1.24231,-0.992468,0.087535,0.726444,-0.727668,-0.943755,0.233386,0.18442,0.963853,-0.288407,-0.082267,-1.300165,-1.495857,-0.433229,-0.53826,-0.019097,-0.884133
connexe,0.199831,-0.573498,-1.05794,-0.222968,0.72731,-1.536442,0.361905,-0.30041,-0.217434,-0.249778,-0.09152,-0.139007,-0.485714,0.809257,-0.441566,0.460057,-1.041488,-0.469484,0.320329,-0.102041,0.60837,1.016102,-0.296206,-0.771645,0.789337,0.634825,0.691559
classe,-0.246113,-0.237506,-0.585132,0.289777,-0.977165,-1.043707,-0.384292,-0.188419,0.230885,-1.008452,0.825643,0.307625,0.929672,0.155751,-0.724728,-0.275866,-0.526078,-0.547219,-0.164155,-0.441851,0.450307,0.11418,-0.426432,-0.330538,0.054259,-0.103407,-0.753508
produit,1.241485,-0.640626,-0.786553,-0.610159,-1.380165,0.106264,0.11383,0.920471,0.764413,-0.067473,-0.154371,-0.984919,0.067239,0.227975,-0.973454,-0.991934,-1.11642,-0.681761,0.687454,1.357778,0.102428,-0.609274,0.193879,-0.309368,0.245401,1.426691,-1.228074
égal,0.348953,-0.776231,-1.275737,0.151767,-1.313957,0.192934,-0.007603,-0.082533,0.17825,-0.201178,1.076003,-0.537895,0.261148,-0.713491,-1.567292,0.079367,0.245735,0.739335,-0.61099,-0.848514,0.343144,-0.577372,-1.123017,-0.600632,-0.601965,0.187057,-0.320591
cercle,0.157575,-0.901188,0.158512,0.588525,0.116862,-0.621553,0.499095,0.060622,-0.432797,-0.670597,1.358172,0.58222,-0.028629,-0.262631,-0.449429,-0.387432,0.545911,0.916414,-0.323793,-0.454067,0.44543,0.689991,0.241449,-0.072072,0.572066,0.347401,-0.259305
partie,0.284039,0.209656,-0.752005,0.073038,0.271031,0.097401,0.288859,-0.078752,-0.666763,-0.996043,0.456635,-0.648823,0.469636,0.38334,-1.522479,0.007316,0.497138,-0.107455,-0.516806,0.032591,0.397797,0.749909,0.457396,-0.017255,0.889011,1.033107,-0.404713
relation,-0.189045,0.177963,-1.322407,0.171024,0.068107,-1.360096,-0.280421,0.871135,-0.474283,-1.04757,0.308182,-0.444499,0.101059,0.546125,-0.41647,-0.10684,1.217229,0.401726,0.650676,0.288604,-0.239273,-0.537849,-0.281833,0.232846,-0.468418,0.843672,-0.208385
courbe,0.203902,-1.26372,-0.810817,0.020215,-0.648751,0.97248,1.492734,-0.288065,0.169781,0.842354,1.144765,-0.287537,0.96201,0.249904,-1.333382,-0.018414,0.791953,0.588961,-0.097385,-1.08972,0.277603,-0.73493,0.556969,-0.649674,0.112143,-0.283893,0.425482
différent,0.87354,-0.17697,-0.782623,0.390288,-0.476709,-0.727596,0.922651,0.335455,0.172279,-0.960104,0.670899,-0.406426,0.066801,0.709461,-1.752084,-0.720868,0.224651,-0.270933,0.013455,-0.043945,0.151897,-0.434598,0.09904,-0.233237,0.673741,1.160511,-1.071434
complexe,0.200322,-0.353358,-0.535667,0.335663,-0.533806,-0.8838,1.032126,0.674344,-0.204099,0.160969,0.459958,-1.115409,0.25761,0.271565,-1.271542,-1.089498,0.710094,0.331811,0.466459,-0.105098,0.088029,-0.408069,0.436392,-0.397671,1.152488,0.44552,-0.06246
matrice,0.25638,-0.716309,-0.465825,0.243492,-1.243228,0.002935,0.747155,-0.393584,0.137567,1.578982,0.894766,-1.011183,-0.88429,0.135877,-0.707857,-0.828068,-0.152092,1.031915,-0.324238,0.037895,-0.070368,-1.397686,-0.074727,-1.499532,0.20535,-0.468472,-0.397485
domaine,-0.267898,0.072912,-1.507279,0.054696,0.322215,-1.024728,0.451898,0.630294,-0.521198,-0.464741,0.91851,-0.687712,0.313839,-0.018401,-1.026503,-0.155857,-0.326492,-0.31178,0.518126,-0.112427,-0.355479,-0.397319,1.168217,-0.633478,0.208378,1.402167,-0.659266
fois,0.525423,0.036711,-0.324955,-0.11058,0.0971,0.336487,-0.933797,0.247565,0.476454,-1.534305,0.502895,-0.249202,0.247396,0.0028,-1.463409,-0.531863,0.680158,-0.190459,-0.46467,-0.05399,0.576661,-0.37132,-0.02646,0.206259,0.427049,0.19271,-0.810459
type,0.550844,-0.591425,-1.319358,-0.55863,-1.299905,-0.764521,1.135716,-0.633552,0.416628,0.270624,0.427641,-0.656173,0.612983,0.850816,-1.515321,-0.776416,-0.688933,-0.688813,0.118286,-0.297898,0.73126,-0.267222,-0.310665,-0.498887,0.708755,0.347537,-0.55923
mot,1.629311,0.332592,0.15285,-0.039431,-0.466997,-1.491389,1.383814,-0.772152,-0.048922,-0.356065,0.391567,-0.045161,-0.188473,0.740294,-1.351971,-0.078339,0.365048,0.57126,-0.936339,0.595534,0.104972,-0.26631,-0.110299,0.824086,-0.173134,0.36472,-0.849367
algébrique,-0.588697,-1.018965,-0.527723,0.949749,-1.784848,-1.106631,1.097078,-0.58953,-0.077219,1.554639,1.978185,-0.272893,-0.608877,0.195831,-0.520478,0.396999,0.463588,1.123514,-0.559019,0.003721,-0.485892,-1.482632,-0.05921,-0.524864,0.191078,-1.069382,-0.498243
