word,1,2,3,4
logical,-1.93881,2.017421,-0.588176,0.468415
alternate,0.806451,1.38053,0.641794,-0.51416
gaussian,-2.54547,1.836309,0.472301,-1.351636
composition,0.479124,1.077276,0.165323,0.513401
ball,2.034695,1.34284,1.122128,-0.413535
triangular,-0.375528,1.56439,1.101058,-2.372433
Newton,0.872034,-0.413582,0.496778,0.566163
classification,-0.025194,0.528841,-0.709494,-0.842585
reflection,-0.571756,1.839949,0.281331,0.421743
differentiable,-2.776721,1.725512,0.71288,-1.184091
loop,0.525773,1.226268,0.44523,-2.115895
population,0.953025,0.094475,-2.796736,-1.911465
opposite,0.888349,1.045646,0.562859,-0.073118
determinant,-2.394934,1.573408,-0.437252,-0.466932
intersect,0.410189,-0.289797,0.505672,-2.651437
conjugate,-2.053726,1.846373,0.100128,-1.248954
modular,-1.026173,1.391164,0.254114,-1.547108
logarithm,-2.681096,1.238163,0.243809,-0.819777
countable,-2.889779,1.552078,0.39071,-1.320655
reduction,-0.436493,2.22109,-1.582113,-1.441409
spectral,-1.761456,1.752553,0.422836,-1.32387
homology,-2.577535,1.12925,0.282917,-0.85342
Cauchy,-2.831039,0.64374,0.20176,-0.274534
Galois,-3.038468,0.80588,0.267147,-0.385494
NP,-1.708729,0.164405,0.498062,-0.640572
separate,1.093189,1.587259,-1.267647,-0.820302
decimal,-1.605458,0.80206,0.06715,-1.735711
neumann,-1.02942,-0.640076,0.41647,0.924967
trace,0.156888,1.419141,-0.744982,-0.001141
integration,-0.789786,1.37197,-1.869305,-0.416686
criterion,-0.669324,1.638337,-1.423066,-0.103824
primitive,-0.758678,1.552252,-0.297944,-0.312779
global,0.491568,1.263243,-1.624468,-0.324171
modulo,-2.385639,1.168948,0.55972,-1.780865
strategy,-0.014364,2.060013,-1.677166,0.289416
equality,-0.526753,1.234599,-1.994111,1.081872
holomorphic,-2.72479,1.367902,0.672888,-1.298102
infinitely,-1.815199,2.449971,0.896107,-0.579248
Gauss,-2.621378,-0.033661,0.095057,-0.061437
nonzero,-2.309005,1.899441,0.565712,-1.366686
quaternion,-2.792843,0.653776,0.691131,-0.628839
regression,-2.474016,1.519205,-0.077746,-0.615586
neighborhood,1.313273,0.235249,-0.888453,-0.53202
correspondence,-0.399287,0.44397,-0.625887,1.240951
adjoint,-2.859899,0.975148,0.559907,-0.585699
variant,0.098614,1.209257,-0.125216,-1.56852
disjoint,-1.965513,1.591973,0.652003,-1.794752
distribute,0.580792,1.667736,-0.796911,-0.683452
evaluate,-0.726363,2.072481,-1.471644,-0.286126
additive,-1.671211,2.095198,-0.065971,-1.495945
unknown,0.78534,0.397952,-0.746924,0.529912
span,1.129517,0.96034,-0.504834,-1.40848
combinatorial,-2.648962,1.190674,-0.020058,-0.1306
matroid,-3.045962,0.876859,0.662565,-0.917898
orbit,-0.432489,1.335708,0.283157,-1.59048
cone,-0.085195,1.397635,0.898651,-1.57423
truncate,-0.724272,0.901307,1.428457,-2.378494
flat,1.177417,1.603915,0.666339,-1.511924
simplex,-1.360763,-0.699349,1.013949,-1.103957
interior,0.851718,0.869575,-0.740817,-0.569314
arc,0.323923,1.175205,0.348062,-0.818045
Dirichlet,-3.105385,0.644487,0.230069,-0.300693
moment,0.75011,2.365013,0.698426,0.95961
unitary,-1.702473,-0.106155,-1.239609,-1.063157
iteration,-0.723441,1.318706,0.412156,-1.010714
factorization,-2.690874,1.357376,0.717641,-0.676516
split,1.226242,0.745937,-0.340952,-0.720536
Poincaré,-2.491681,0.098682,0.336631,0.279406
Poisson,-2.28115,0.181227,0.678764,-0.191532
entropy,-2.378244,1.654846,-0.052552,-0.675529
sufficient,-0.182804,2.573918,-1.621675,-0.623404
restriction,0.021666,1.846408,-2.18867,-0.621948
orientation,-0.823557,2.062995,-1.146318,-0.282271
recursive,-2.574437,1.483041,-0.011094,-0.753768
prior,1.554714,0.939518,-1.465693,0.057078
truth,0.04361,2.021417,0.073396,2.168031
hamiltonian,-2.724446,1.562572,0.465639,-0.48668
proposition,-0.984146,1.017001,-0.896743,0.099402
