word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
length,-1.215729,-0.795213,-0.245017,1.168328,-0.609515,1.316913,-0.351241,1.824713,0.205574,-1.025032,-0.813258,-0.088268,-0.267768,0.924917,-0.956274
continuous,-0.706721,-1.435289,0.348552,0.592996,-0.783824,1.556454,-0.542161,0.395966,-0.070688,-0.939146,0.122188,1.518622,0.296183,0.884818,0.146331
logic,-0.471236,-0.466712,-0.328639,-0.321954,-1.745648,2.020815,0.940251,-0.965923,-0.443108,1.192407,0.244218,1.205384,0.270194,1.336281,-0.348793
external,-1.055977,-0.596495,-1.211933,-0.97634,1.08526,0.810857,0.56619,-0.011469,-0.419595,-0.202347,-1.055207,-0.941601,-0.045104,-0.879913,-0.016241
side,-0.500378,-1.506776,-0.430854,0.13749,-0.072656,0.283548,-1.536289,0.887135,0.17912,-1.66981,-0.244043,-1.141108,-0.026399,0.986092,0.253361
unit,-0.518439,-1.429601,0.140824,-0.837604,0.85046,1.273057,0.381585,1.335444,0.602234,-1.371682,-0.025666,0.613706,1.186212,-0.121255,-0.765216
equivalent,-0.788156,-1.410587,0.746324,0.717843,-0.671893,1.414939,0.697083,0.402894,0.693752,-0.130696,-0.686973,0.329139,0.404774,0.280399,-0.443285
conjecture,-0.680383,0.259238,0.895071,0.556076,-1.579215,0.143959,0.154331,-0.893946,-0.842169,1.522592,-0.315157,1.048431,0.453547,1.91831,0.221026
infinite,-0.118884,-0.162521,-0.018172,0.389317,-1.679132,2.047664,-0.280198,0.70945,-0.630921,0.855179,0.18947,0.500696,-0.285681,1.838411,0.580122
operation,0.493346,-1.627885,-0.354357,-1.132041,0.895069,0.757782,0.113254,0.825192,0.12286,-1.816097,0.465,0.865064,1.382948,0.049212,0.292635
angle,-0.957044,-0.210423,0.18407,0.91194,-1.06962,1.374845,-1.143624,1.139481,-0.015378,-1.091485,-0.328347,0.819835,0.289608,2.221742,-0.115614
random,0.021871,-0.493485,-0.81964,0.548241,-1.534664,1.471525,0.483614,0.859792,-0.554708,0.42453,-0.327627,1.186653,0.050557,0.89198,0.146482
basis,0.024782,-1.820253,0.002526,0.218827,0.123799,1.252158,0.481436,0.024794,0.286292,-0.283368,-0.500222,0.762832,0.271123,0.697023,-0.439927
natural,-0.903314,-1.995493,-0.155525,0.528103,0.448274,0.502078,-0.036971,0.255777,-1.613354,-0.613948,-0.716469,1.117591,-0.906592,-0.07906,-0.358338
power,0.717661,-1.745826,-0.37322,-0.240076,-0.088891,1.099489,0.126237,0.920538,0.046743,-1.103283,0.18589,0.177462,0.909979,0.122903,-0.01021
area,-1.037195,-2.628521,0.015311,-0.207132,1.80241,0.02611,-1.211427,1.357914,-0.184737,-1.318047,0.142519,0.428194,-0.776664,-0.227141,-0.664716
open,-0.736399,-1.647886,-1.083594,-0.565846,0.368064,0.301874,-0.903629,0.285171,0.30697,-1.096786,0.051976,-0.608655,0.027724,-0.238067,0.380492
solve,0.700901,-1.237395,-0.11573,-0.023648,-1.429065,1.227136,0.0574,-0.323943,-0.455349,0.236817,-0.021133,1.370137,0.526753,1.037179,0.264838
pair,-0.413652,-0.65831,-0.115328,0.298444,-1.280145,0.613099,-0.907301,1.030057,0.082008,-0.981191,-1.141575,-0.701556,0.611612,1.117633,-0.233155
hold,0.282739,-2.018769,-0.792533,-0.13578,0.75765,0.296395,-0.213221,-0.231691,0.597603,-0.675501,-0.103002,-1.014567,0.29964,0.367282,0.171571
limit,-0.063085,-2.011142,-0.383028,0.218395,0.003287,0.803836,0.081985,0.696945,0.604344,-0.688285,-0.428093,1.26857,0.421143,-0.059717,-0.137121
special,0.237024,-1.364992,-1.360902,-1.013638,-0.115614,0.905582,0.140505,0.33077,0.089667,-0.402325,-0.390781,-0.294207,0.336045,-0.086858,0.041381
generate,-0.075178,-1.740818,-0.197786,0.664774,-1.123684,1.721675,0.204802,1.196177,0.027902,-0.578377,-0.604429,1.840688,0.301315,-0.140864,0.102395
coefficient,-1.182087,-0.652684,0.978975,1.784994,-1.205019,1.622018,0.121785,0.076718,0.508954,0.522989,-1.438825,1.664526,0.652876,1.605798,0.631041
standard,-0.647042,-1.869934,-0.387647,-0.416785,-1.022087,1.558536,1.02579,0.329252,1.044923,-0.92724,-0.504915,0.641879,0.361153,-0.206086,-0.491834
identity,1.051387,-1.762737,-0.227356,-0.022939,-0.585461,0.881427,0.571968,-0.22063,-0.892162,0.747182,-0.315675,0.358837,-0.638875,0.794424,0.278892
four,-0.522663,-1.339145,-0.913517,-0.076139,0.1601,0.733758,-0.501464,0.784579,0.401327,-1.110792,-0.453789,-1.223675,0.50866,0.714444,-0.365864
rule,1.062435,-2.37266,0.328207,0.125251,0.293632,0.574207,0.96733,0.055493,0.471137,0.258097,-0.001136,-0.610414,0.406186,1.13786,-0.15817
topological,-1.552602,-0.806418,1.167394,0.064277,-2.160595,1.402163,-0.057676,-0.033282,-0.848558,1.187478,-0.131277,1.628141,0.240496,1.966447,0.979304
computer,-0.333857,-0.950087,-1.324227,-2.092485,-1.442144,1.674328,0.723912,-0.345406,0.044271,-0.196249,-0.363846,1.14852,0.635994,-0.576265,-0.208884
derivative,-0.644613,-1.103169,1.167145,0.612918,-1.75766,0.938046,1.075891,0.487538,-0.037002,0.080552,-1.194782,1.240637,0.502818,0.050736,0.443649
symmetry,-1.150671,0.028812,1.369238,0.478332,-1.660295,1.829305,-0.409199,0.17959,-0.424222,0.517346,-0.562283,1.036318,0.008214,2.064739,0.153255
compact,-1.324008,-0.714086,0.364123,0.07922,-1.455992,1.091741,0.409405,0.938454,0.581748,-0.649984,-0.18304,0.875393,0.007714,0.368415,0.875219
factor,0.571361,-1.58546,0.144584,0.729286,-0.499435,1.529219,-0.03941,0.324724,-0.30845,-0.191619,-1.733257,1.871546,0.389228,0.586517,-0.722906
family,-0.04645,-1.845689,-0.325583,0.41736,0.821861,-0.941639,0.21037,0.717592,-0.762381,0.448558,-0.461656,-1.179659,0.056712,-0.361089,-1.124914
transform,0.026725,-1.135592,0.359751,-0.014693,-0.93156,0.991397,-0.270101,0.207246,-1.209718,-0.30785,0.213674,0.701837,-0.174333,0.517895,0.558934
convex,-1.932439,-0.455697,0.936076,1.180797,-1.941738,0.594714,-0.907435,0.192396,0.492857,0.252187,-0.543702,1.176525,-0.702943,2.836759,-0.127136
domain,-0.432128,-1.997033,1.355085,-0.712212,-0.979425,1.19716,0.723018,0.592485,-0.447176,0.422643,-0.328428,0.745631,0.445317,0.325858,-0.241056
subgroup,-0.99997,-0.644238,2.30767,0.063117,-0.628641,0.653829,-0.017659,0.710303,-0.31034,1.23565,-0.944629,0.882155,-0.803211,1.707246,0.315279
construct,-1.60621,-2.040567,0.097316,-0.217637,-0.199618,0.264783,-0.468394,0.538235,-0.517815,-0.932781,1.204055,0.293465,0.256457,0.512084,-0.284043
axiom,-0.53778,-0.270053,1.121576,0.747955,-1.89917,1.489411,0.575944,-0.761835,0.358247,1.56092,0.464863,1.087837,0.512281,1.624007,0.49568
construction,-1.24834,-2.172116,0.071403,-0.227096,0.348809,0.432964,-0.2427,0.204007,0.057643,-1.174506,1.023286,0.342293,0.625763,-0.228968,0.018509
therefore,0.747652,-2.505389,0.843366,0.96015,-0.64818,1.045238,-0.102049,0.385041,-0.334329,-0.469572,-0.351055,0.483377,0.359062,0.782952,-0.42691
compute,-1.024434,-1.196344,-0.111537,-0.899947,-1.706771,1.930093,0.605226,0.088534,0.452112,0.645038,-0.416698,1.976931,0.370704,0.430238,0.089103
normal,-0.110892,-1.428908,0.288702,0.399857,-0.564097,1.081848,-1.054543,0.542091,-0.124191,-0.596901,-1.050976,0.885637,0.228394,0.503324,-0.542479
distance,-0.654903,-0.801802,0.049341,0.420062,0.317896,1.409363,-0.907718,0.638214,0.296243,-0.969235,-0.444749,0.298098,0.117853,0.742659,-0.145041
notation,-1.427585,-0.555926,0.873207,0.353952,-2.256444,1.52422,1.036049,-0.43373,0.277769,0.811197,-0.463011,0.212447,-0.13059,1.407373,-0.343981
parameter,-0.767785,-1.220075,0.604275,0.762536,-1.662009,2.303414,0.443472,0.749678,-0.087204,0.318092,-0.804986,2.512248,0.762626,1.14745,0.225352
euclidean,-1.87226,-0.525029,1.130812,0.614437,-1.908442,1.469969,-0.253925,0.116808,-0.204078,0.932745,0.14972,1.274545,0.235836,2.580369,0.454787
symmetric,-1.312685,-0.698836,1.43374,0.456233,-1.908934,1.455223,-0.285022,0.419038,0.172097,0.874014,-0.421752,1.449553,0.146748,2.067385,1.013432
