word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
series,0.456524,0.044924,-1.898494,0.077451,-0.565145,1.008071,-0.945529,0.167918,0.62761,-1.184652,0.430559,1.06317,0.521501,0.358343,1.15484,-0.026589,0.694908
prime,-1.790218,-0.377667,-1.073033,-0.76818,-0.531409,0.179995,-0.041912,0.998048,0.597259,0.209246,-0.029014,-1.369906,-0.098644,0.371183,0.643367,-0.456531,0.137154
measure,0.074221,0.83832,-0.10317,0.081158,0.192935,0.194627,0.845425,-0.460089,0.209258,0.959714,0.571702,0.053225,0.525789,-1.955005,1.352407,-1.846235,-0.372516
equal,-0.118866,-0.489805,0.109112,0.239366,0.10432,0.998176,1.13256,-0.019952,0.518327,0.215478,0.128081,-1.149112,-0.018252,-1.160982,1.917498,-1.480486,0.205319
lie,1.070557,-0.149653,-1.430086,0.573325,0.463434,-0.942395,0.560582,-0.536649,0.700391,-0.231506,0.295172,-1.117811,0.443236,-0.790212,0.13523,-0.884579,-0.018312
manifold,1.100666,0.592664,1.494458,-0.84998,-1.626548,-0.992881,1.055693,-0.74709,0.45531,-0.109788,-0.310733,-0.830242,-1.45933,-0.712364,1.486111,-1.128799,1.178999
degree,-0.849254,0.29692,-0.648575,0.888116,-0.050239,0.024563,1.46677,-1.818313,0.041567,-0.044404,0.038572,0.20728,-0.863571,-0.696229,1.027868,-1.14183,-0.842194
differential,-0.210523,1.02257,1.126373,-0.299679,-1.123604,-0.418874,1.056885,-0.506521,-0.051202,0.486901,0.194338,0.214122,-1.381024,-1.381159,1.966838,-1.506172,0.396478
$\mathbb{C}$,-0.152381,1.093124,-0.72105,-1.50601,-0.220772,-0.13871,0.667563,-0.494489,-0.208995,-0.494234,1.416545,-0.471397,0.15954,-0.552375,1.902785,0.662477,0.111719
regular,-0.220063,-0.400416,-0.537094,0.418285,0.771131,1.048954,-0.304917,-0.562189,-0.084492,-0.746656,0.562445,-0.132654,-0.258716,-0.258437,1.478503,-1.023676,0.637054
second,-0.279463,-0.036562,-1.96751,0.622074,0.580535,1.007496,-0.038969,-0.194488,0.06428,-0.453987,0.930738,-0.736181,-0.338124,-0.180081,1.134532,-0.182414,0.652237
triangle,0.943559,0.111524,0.623831,0.452537,-0.025328,-0.907335,-0.263049,-0.20211,0.721082,-1.327998,0.337909,-0.485878,-0.449535,-0.261766,1.32152,-0.619131,0.241022
subset,0.202683,-0.215726,1.933627,-1.013315,-1.244038,0.058847,0.900167,-0.640165,1.710208,-0.84172,0.726871,-0.911188,-0.304845,-1.066851,1.695008,-1.574847,-0.297447
circle,0.789048,-0.500569,-0.742469,0.678949,0.135286,-0.507577,-0.087078,-0.14095,0.997316,-0.753245,-0.126782,0.120453,-0.728479,-0.403886,0.545966,-0.770895,0.14857
relation,-1.602047,-0.519835,-0.939766,-0.129804,-0.211918,-0.644462,0.926393,0.734394,1.203535,0.135028,-0.144417,-0.498211,-0.294144,-0.266034,0.721449,-1.783874,-1.099946
positive,0.026822,0.299072,-0.238145,0.975759,-1.450927,1.111764,0.766008,0.549528,0.262173,-0.261274,0.371403,0.076049,0.807219,-0.70211,1.505595,-1.921884,-0.23304
simple,1.057561,-0.35966,-0.011642,-0.49676,-1.082165,0.367709,0.236744,-0.074904,1.073473,-0.500749,0.604064,0.223471,-0.54894,-2.011485,0.512452,-1.936954,0.765421
topology,0.442428,0.039295,1.653312,-0.90137,-1.795813,-1.14019,0.831711,-0.847256,1.007693,-0.459465,-0.270161,-0.159138,-1.433343,-0.37481,1.755589,-1.237006,0.193297
category,-0.759016,-0.0567,-0.233625,0.073947,0.083051,0.888721,0.706352,0.101041,0.622627,-1.233471,-0.24923,0.498244,0.02083,-0.754117,1.408244,-0.966266,-0.283686
surface,0.888821,1.703472,-0.203258,0.04131,-0.033404,-1.228104,-0.148305,-0.507792,0.201149,-0.153124,0.641078,0.167721,0.333636,-2.899764,1.268169,-1.372737,0.668286
constant,0.606282,0.810975,-0.125281,0.046054,-0.939219,-0.465784,1.097756,0.798006,0.530881,0.958163,0.217902,-0.656808,-0.36036,-1.203236,1.399204,-1.719489,0.618277
application,-1.076197,1.084915,0.172569,-1.902959,-0.813695,0.416053,0.443614,-1.028425,0.999355,0.042947,0.243446,1.603962,0.095594,-1.340929,0.768008,-2.213176,0.156754
integral,-0.13125,0.371838,0.688384,-0.194866,-0.725694,-0.851349,0.885358,-0.006697,0.966133,-0.394914,-0.317975,-0.239757,-1.309347,-1.048577,1.372269,-1.50484,0.258254
coordinate,-0.883619,0.777754,0.476427,-0.400608,0.005186,-1.19068,0.013645,-0.275098,1.276883,-0.278418,0.28359,-0.093201,-0.490794,-0.494365,1.502598,-1.633561,-0.494874
complete,0.128159,0.079726,-1.681929,-0.102262,0.720187,0.188712,0.67156,-1.235949,0.518348,0.0133,0.680922,0.247653,-0.775231,-0.178802,0.436867,-0.766177,0.269519
root,0.399967,-0.81657,-0.184075,0.2394,-0.800476,-0.085868,0.310024,0.24214,0.40655,-1.129728,0.213429,-0.287476,0.370418,-1.693446,0.558591,-0.850024,-0.767394
length,1.313597,0.287865,-0.403138,0.253339,0.521005,0.515889,0.260882,-0.422997,0.57083,-0.579751,0.963661,-0.320844,0.559855,-2.133441,1.76386,-0.348109,0.390238
continuous,0.467038,0.87615,0.301296,-0.003843,0.153203,-0.625138,0.544571,-0.281129,1.03733,0.164737,0.281898,0.029535,-0.371172,-1.544769,1.148732,-2.024294,0.508271
logic,0.169675,-0.354177,0.77204,-0.820294,-1.827135,-0.083601,0.515643,-0.287444,1.271676,0.384231,0.012987,1.220242,-1.340713,-0.140359,1.400857,-1.253633,-0.315922
external,-0.579785,0.288698,-2.047168,-0.3894,0.386572,0.058497,0.719684,-0.380937,0.136293,-1.419847,0.040265,1.04503,-0.054526,0.059379,0.793728,0.709086,-0.381808
side,0.447893,0.132825,-1.363904,0.95061,0.935141,-0.024819,-0.521031,-0.413732,0.320938,-1.213489,0.904646,-0.999907,-0.208598,-1.147202,0.360393,-0.881119,1.13926
unit,-0.90616,1.055746,-1.197391,-0.965555,0.891236,0.029887,-0.355172,-1.48284,1.172284,0.793354,0.559515,0.017341,0.627383,-1.195351,1.141176,-0.563254,0.157637
equivalent,-0.394356,0.144859,0.039593,-0.821703,-0.0416,1.033159,1.173267,-0.650926,0.9713,0.348661,0.034457,-0.486968,-0.155801,-1.493696,1.343973,-0.677164,0.124567
conjecture,0.76241,-0.627173,1.298927,-0.1581,-2.057784,-1.05316,1.087528,0.086043,0.037451,0.630347,-0.476533,-0.933677,-1.353976,-0.306528,1.441116,-0.660884,-0.128413
infinite,1.360064,-0.033757,0.683373,0.276842,-1.618224,-0.123495,-0.087432,0.183764,2.082838,-0.095541,0.121577,-0.26096,-0.504145,-0.310359,1.905755,-1.146895,0.280647
operation,-1.217986,1.124004,-1.456431,-0.984382,0.80651,-0.78824,-1.114195,-0.55803,0.847853,0.672891,0.439952,0.129769,0.509974,-0.45599,0.492406,-1.643269,0.521371
angle,1.236758,0.699874,0.351595,0.904117,-0.086043,-0.36534,-0.497695,-0.456368,0.489201,-0.087319,0.887404,-0.327069,-0.705518,-1.818717,2.008347,-1.00538,0.837905
random,0.816312,-0.193368,0.426763,-0.512356,-1.335236,0.084977,0.090642,0.505125,0.780365,0.019324,0.415457,0.418547,0.287556,-0.575089,1.605369,-1.351975,0.060539
basis,-0.694045,-0.041974,-0.563746,-0.249811,0.202735,0.188533,0.392127,-0.20637,0.910337,0.408923,0.482478,-0.066407,-0.036504,-1.009402,1.296531,-1.544994,-0.534143
natural,0.140631,0.036972,-0.918994,-0.045737,0.068614,-1.138397,1.206026,-0.08547,0.274632,-0.612128,-0.075325,0.606241,0.706338,-1.863105,0.352183,-1.376988,-1.00962
power,-0.433826,0.543733,-1.465158,-0.277951,0.051832,0.308205,-0.537788,-0.518137,1.164784,0.586943,0.419975,-0.191155,0.569444,-0.788215,0.566715,-1.456628,0.579099
area,-0.000855,0.357399,-1.444254,0.437966,2.011167,-1.142159,0.540948,-1.675273,0.515509,-0.717025,0.177511,-0.445323,1.295923,-1.325693,-0.112071,-1.239463,-0.706381
open,-0.121191,0.243601,-1.588014,0.113633,1.050442,0.002025,0.079103,-0.911575,0.204622,-1.214866,0.128693,0.220387,0.042769,-0.289527,-0.042997,-1.16439,0.782476
solve,-0.268792,0.173999,0.155578,-0.095494,-1.580057,-0.075696,-0.143782,-0.135583,0.783726,0.704619,-0.030857,0.042089,-0.249594,-0.465865,0.790672,-2.150582,0.248878
