word,1,2,3,4,5
multiplication,-1.201388,0.027614,0.858909,-0.406214,2.78242
boundary,-0.946774,0.063411,0.882556,-0.2872,2.709114
local,-0.659034,0.442474,1.690833,-0.735529,2.300344
node,-1.349418,-1.763733,-0.568744,-0.774043,2.221692
develop,-1.42602,0.553977,1.948732,-2.369804,0.654924
difference,-1.251054,-0.813462,1.162625,-1.146682,2.588823
statement,-1.117601,0.158542,1.739376,-0.988339,2.21863
tensor,-0.274709,0.947797,1.791349,0.062004,2.529665
discrete,-1.081597,0.779315,1.89516,-0.974571,2.239749
variety,-0.779509,2.013765,1.70155,-0.260155,2.31477
generalize,-1.023448,1.129388,1.69075,-0.583623,2.420289
sample,-0.72427,-2.175286,1.118173,-0.965322,2.376183
statistic,-1.221701,-0.217084,1.929672,-2.233222,0.556437
axis,-0.973051,-0.934505,-0.76929,-0.000839,2.888973
hyperbolic,-1.159189,1.808994,0.096926,0.176837,2.351354
rotation,-0.925729,-0.146661,-0.213755,0.118971,2.782525
Hilbert,-1.109656,1.750581,1.647415,-0.873604,1.711428
digit,-2.063791,-1.60828,-1.309399,-1.131305,2.206892
intersection,-1.076778,0.577894,0.196221,0.004089,3.113724
addition,-1.505928,-0.12707,0.933913,-1.102277,2.566921
expression,-1.087379,-0.544501,1.282725,-0.818743,2.65291
Student,-2.22051,-0.323824,0.352694,-2.910694,0.103057
approximation,-0.978603,-0.262667,1.602052,-1.066196,1.927557
$\mathbb{Z}$,-1.201575,0.422056,-0.541183,0.584295,3.227597
mathematics,-2.413315,1.339521,0.045728,-2.888465,-0.715432
code,-0.848302,-0.604058,0.716279,-0.956928,1.217605
rank,-1.150652,-0.169393,0.252715,-0.579256,2.236247
characteristic,-1.030099,0.573087,1.289964,-0.472771,2.729197
binary,-1.097269,-0.498079,0.38821,-0.482767,2.651786
closed,-0.762001,0.881848,0.920599,0.293406,3.717346
tangent,-0.774958,0.348521,0.026472,0.302008,3.09836
diagram,-1.127596,0.604063,0.334448,-0.308919,2.1473
divide,-2.000976,-0.806692,-0.617519,-0.789062,2.819826
functional,-0.961599,1.097193,1.929024,-1.052984,1.835057
abelian,-0.882906,1.952701,1.362742,0.181385,2.813364
odd,-1.47007,-0.516316,-0.291448,-0.227054,3.067819
action,-0.724368,0.41944,1.094422,-0.266212,2.610113
tiling,-1.177044,1.755153,-1.714514,0.837086,2.022092
ratio,-0.995794,-1.303713,0.145034,-0.617967,2.339006
program,-1.387749,-0.562924,1.148786,-2.18389,0.638705
quadratic,-0.825231,0.82062,1.316652,-0.102887,2.710698
cube,-1.754865,0.315257,-1.511758,-0.364947,2.101943
cycle,-1.197158,-0.205044,-0.06553,-0.293327,2.449163
figure,-1.772835,0.189598,-1.176323,-0.633317,2.150737
argument,-0.991532,-0.586104,1.466416,-1.179952,1.924581
Riemann,-0.903328,1.750076,1.682945,-0.370122,2.078654
Euler,-1.221071,1.130592,0.909762,-0.735045,1.620692
calculate,-1.293895,-1.102488,0.754932,-1.174008,2.301376
shape,-1.031384,-0.375766,0.111925,-0.695252,2.255697
formal,-1.12708,0.519761,2.239728,-1.421885,1.801173
derive,-1.04223,0.377764,1.457588,-1.090733,2.024453
statistical,-1.094651,-0.337367,2.505255,-2.579175,0.455809
network,-0.362698,-0.681962,1.736408,-1.484847,0.929048
estimate,-0.801777,-1.47971,1.411277,-1.119841,2.050482
norm,-0.326329,0.750328,1.148522,0.587308,2.869265
polygon,-1.242593,0.452967,-0.999091,0.138514,2.452061
permutation,-1.320511,0.201492,-0.488873,-0.084115,2.58962
world,-1.995298,-0.516572,0.591371,-2.723065,0.349536
maximum,-0.790436,-1.504104,0.812154,-0.575248,2.705547
equivalence,-0.824094,0.865318,1.413063,-0.025467,2.794871
parallel,-1.107787,-0.653159,-0.137479,-0.666862,2.445025
numerical,-1.259222,0.070895,1.955826,-1.988503,1.043154
orthogonal,-0.718629,0.736065,0.650152,0.230985,3.076412
isomorphic,-1.004044,1.617691,0.548365,0.641156,3.467946
connection,-0.691524,1.082129,1.718437,-0.57066,2.192883
locally,-0.287107,1.108054,1.384654,0.552392,3.344564
existence,-0.832455,0.295988,1.911641,-0.842367,2.21026
complexity,-0.817261,-0.369986,1.871479,-1.253063,1.475297
isomorphism,-0.683257,1.307902,1.328844,0.227905,3.082325
commutative,-0.970061,1.971132,1.394692,-0.036136,2.480279
quotient,-0.969052,1.048675,0.885224,0.149152,3.120844
half,-1.667093,-0.375784,-0.642006,-0.742214,2.586771
decomposition,-0.430918,0.835372,1.415729,0.022386,2.304281
density,-0.292341,-0.574589,1.419634,-0.346425,2.488557
affine,-0.783405,1.63516,1.008409,0.137834,3.029379
arbitrary,-1.106971,-0.09851,1.11111,-0.549161,3.282971
morphism,-0.112078,1.008021,0.911509,0.946275,3.244656
scale,-0.777123,-1.22448,0.776706,-0.905732,2.091267
suppose,-1.242365,0.018765,0.775284,-0.440703,2.844715
