word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
differential,1.413136,-1.050235,0.055025,0.386004,-0.299144,1.190645,-0.154646,0.063025,1.043333,0.154933,0.579087,-0.331465,0.773981,0.80802,0.490522,0.325647,2.076976,2.314114,1.105782,1.67131,0.46165,0.741024
$\mathbb{C}$,1.202794,1.346016,0.017587,0.613169,-0.453544,-0.618591,-0.62658,1.291762,2.071433,-0.252982,-0.567207,0.465401,0.040423,-1.643602,1.411659,-0.119681,1.492109,0.407409,0.846573,0.656905,-0.489999,0.627498
regular,-0.712653,-0.460815,1.104138,0.488601,0.672816,1.095285,-2.000467,0.354298,0.93913,0.972906,-1.008861,-1.236983,0.07079,-2.688653,-0.273917,1.678582,1.174768,0.654506,-0.35484,0.826938,-1.203213,1.446439
second,0.226174,-0.217287,0.155813,1.384712,-0.064435,0.039536,-0.739481,-0.368613,1.272049,0.364122,0.131203,-0.69829,-0.343709,-0.000242,-0.01457,-0.092601,2.594114,-0.083234,0.634193,2.207464,-0.014954,-0.349291
triangle,0.372478,0.767349,1.820171,1.593486,0.552979,0.196991,-1.253464,0.351306,1.447788,1.181465,0.260002,-1.244372,-0.561379,-2.551955,0.952416,-0.793335,1.575004,-0.179107,-1.421238,-0.024399,0.792273,0.790392
subset,-0.272373,1.977336,-0.260556,-0.638071,-0.146954,0.027458,-0.869502,-0.398927,2.503161,0.884895,-0.652159,-0.098349,0.740744,-1.542664,0.051327,1.047894,2.627749,0.816435,0.533792,0.855692,-1.728137,-0.128292
circle,2.025969,0.131606,1.988046,1.050223,-0.010532,0.843769,-0.768556,-0.250565,1.94507,2.016556,0.539045,-0.561309,0.067439,-2.003507,0.775818,-0.601676,1.773212,0.397058,-0.777847,-0.305754,0.263501,0.307067
relation,-0.176344,1.249713,-0.466027,0.660222,0.042693,-0.449142,-0.166989,0.742649,1.494174,-0.034101,0.653994,-1.448456,0.209279,-0.434593,0.166133,-0.442288,2.185025,1.335868,0.697491,1.013053,-0.30893,1.567013
positive,0.468037,0.521599,0.676248,0.676721,-0.25198,0.237558,-0.319326,-0.023837,3.192644,-0.211274,0.605575,-0.806336,-0.590427,0.182235,-0.010586,0.734138,2.505634,0.593303,0.293371,0.523948,-0.14227,0.145364
simple,0.328581,0.564299,0.209026,0.875381,-0.803132,0.532405,-1.423649,0.898391,1.613317,0.198154,1.053826,-0.817852,0.770186,-0.152435,0.311241,0.951119,1.553992,0.918604,-0.502826,1.228503,-0.314267,1.367349
topology,0.488929,0.367268,0.005941,-0.714697,-0.255073,0.997388,-0.276188,-0.557926,0.58523,1.164422,-0.720884,-0.665443,1.966817,-1.327031,0.048372,2.164812,1.862221,1.224696,1.676646,1.254104,-0.532787,0.867856
category,0.244799,1.281985,-0.779565,-0.401864,-0.962164,0.285465,-0.584555,1.25687,0.368807,0.87322,-0.017596,-1.116661,2.18012,-1.90543,0.379408,1.007929,1.194672,0.795667,2.18417,0.251525,-0.825572,0.675363
surface,1.122583,-0.85275,1.145651,-0.191284,-1.437153,1.662491,-0.885387,-0.423922,1.902672,1.383118,0.691097,0.280895,0.421348,-1.584397,0.659156,0.0457,1.352766,1.372592,-0.45756,0.606617,0.882225,0.784624
constant,1.200138,-0.02119,0.595351,-0.316236,-0.077056,-0.310633,-0.562161,0.059134,3.008374,0.705922,1.088055,-1.225844,-0.438814,0.171225,0.261757,0.073387,1.543938,0.855922,0.41798,1.155931,0.386081,-0.068488
application,0.808595,-0.189573,-0.42598,0.54448,0.390674,1.588887,-0.707756,0.545994,1.038703,-0.130384,0.643102,-0.750366,1.512508,0.297044,1.395569,0.227279,1.155905,0.715436,0.293394,2.088593,0.13288,0.567464
integral,1.071127,-0.43758,0.879079,-0.197371,0.450859,0.101787,-0.932695,0.263597,1.51969,0.333207,0.648895,-0.710322,-0.24079,0.983103,0.554945,0.771682,2.564074,1.956165,0.302914,1.0538,0.408827,0.518656
coordinate,1.337473,-0.309427,1.074969,0.247207,0.327558,0.827974,-2.486729,0.369029,1.419718,0.078568,0.240933,0.04449,-0.253189,-0.637594,0.252892,-1.029959,2.439309,0.380603,1.160822,0.231073,0.482287,1.195523
complete,-0.900121,0.536886,-0.010649,0.613642,-0.756617,0.20851,-0.088803,-0.688035,0.721775,0.636867,0.150741,0.403234,0.602968,-0.873294,1.081159,1.376604,2.391986,0.904331,-0.066791,2.13912,-0.489641,0.435182
root,0.433753,0.4652,1.265008,1.886311,-0.584588,-0.524497,-1.012289,0.835905,1.825208,-0.413796,0.265111,-1.239967,0.209825,0.261038,0.296137,0.060071,1.658311,1.324162,-0.713443,0.772927,-0.384479,-0.506302
length,0.959597,0.668014,0.960956,0.649142,-0.042038,-0.250893,-1.688416,0.098811,2.541629,0.577235,0.324709,-1.231367,0.342373,-1.330605,0.680686,-0.332611,1.14914,-0.298988,-0.307785,0.74121,-0.217319,-0.414652
continuous,0.531773,0.50301,-0.047226,-1.182871,0.817844,0.588445,-0.681902,-0.420187,1.927076,0.444754,0.901768,0.175634,-0.263393,0.142317,0.878331,1.709873,2.375491,1.241633,1.257359,0.658331,-1.085908,0.808732
logic,-0.690292,1.105584,-1.09605,0.122233,0.84113,0.447969,0.889544,0.579008,-0.414484,0.152623,-0.112068,-0.787183,0.520852,-0.235054,-0.078197,-0.793984,1.739575,0.797333,0.437917,3.542836,-0.488135,2.073668
external,0.214872,-0.461211,0.302024,1.327018,1.751872,1.75699,-0.3665,-0.355674,1.05042,0.877659,-0.529147,-0.824574,1.409896,-0.940259,0.922051,0.065103,0.344824,1.032174,0.840555,2.219028,0.769897,-0.023837
side,0.865688,0.784839,1.501727,1.5262,0.058298,-0.226362,-1.136681,0.808864,1.604477,0.584942,0.763816,-0.710801,-0.943361,-1.600631,0.907537,-0.492842,2.165034,-0.663729,-0.628921,0.114394,0.024417,0.229608
unit,0.69256,-0.023058,1.451999,0.557896,-0.290273,0.990796,-1.201915,0.092684,2.38649,0.112933,0.608015,-0.174153,0.267999,-0.504774,0.543716,-0.273923,1.752159,-0.247991,1.611331,0.335209,0.325743,-0.184656
equivalent,-0.333584,0.760071,0.279895,0.069544,-0.8955,-0.315797,-0.838678,0.366871,1.781644,0.736524,0.977182,-0.175191,0.066284,-0.476214,0.184098,0.858314,1.928372,0.55954,0.372278,1.307322,-0.11548,1.343582
