word,1,2,3,4,5,6,7,8,9,10,11,12,13
direct,-1.170649,-0.729328,-0.631436,0.39982,0.442748,-0.655205,0.119555,0.479816,-0.747761,0.501568,-0.113103,-0.743376,1.465363
uniform,-0.472033,-0.267556,0.987354,1.078007,-0.75535,0.035546,-0.864883,0.201233,0.564297,-0.488846,0.156499,0.806133,0.492071
path,-0.138281,-0.331089,1.103082,0.713213,-0.853531,0.506847,0.073842,0.156645,0.485716,-0.116916,0.444202,1.198461,0.967326
negative,-1.622389,-0.542775,-0.103896,-0.24063,-0.93522,0.84067,-0.848394,-0.652594,-0.707834,0.132203,-0.166001,1.63283,1.914655
image,-0.532864,-1.010627,1.147393,0.164606,-0.070072,-0.109415,-0.219936,0.736463,-0.409826,1.20278,0.452004,1.207751,1.295839
member,-1.230693,0.003207,-0.678798,-0.049527,0.724249,-0.054078,0.482155,1.116792,1.42874,-0.535812,-0.520461,-1.208164,1.438321
inverse,-1.114289,-0.614445,0.03792,0.907794,-1.537935,1.305362,-2.323688,-0.337109,-0.329605,0.758681,-0.414268,1.722364,-0.554315
step,-1.156915,-0.114676,0.203022,0.995832,-0.452228,-0.037638,-0.807332,-0.012202,-0.047894,-0.237243,0.322912,0.334054,1.485133
independent,-1.630731,-0.114521,0.19437,0.046178,0.267863,0.294395,0.126849,0.800795,1.106458,-0.44662,-0.301961,-0.16101,1.027964
arithmetic,-1.112351,-0.626111,1.181088,0.865085,-0.66921,1.24554,-2.244009,-0.168859,0.262461,1.655876,-0.562842,1.087165,-0.821533
position,-1.195056,-0.626668,-0.244891,0.836964,-0.166971,0.332625,-0.761662,0.379548,1.327003,-1.276941,-0.193577,0.031967,1.249895
calculus,-1.160083,-0.808291,0.747698,0.235598,-1.186342,0.839221,-1.86618,-0.063544,0.371039,1.77792,-0.878967,0.63929,-1.071732
rational,-1.56152,-1.041463,1.184538,-0.104814,-1.029929,1.515161,-1.541427,-1.135432,0.450592,1.122099,-1.157725,0.987193,0.470101
law,-1.92362,0.222074,-0.416435,-0.741706,0.630408,0.868938,-0.209383,-0.186601,1.992015,0.516154,-0.196666,-0.621626,1.43952
tree,0.978456,0.772057,0.621083,0.251314,-0.950352,0.031233,0.093695,1.162137,-0.021606,0.812898,0.529642,1.280956,2.045367
component,-1.85062,-0.613014,0.11127,0.864334,-0.955753,-0.900251,-0.820082,0.604424,0.566298,0.328786,0.54945,2.601366,0.390024
lattice,-0.138706,-0.262019,0.559131,1.382348,-2.032654,0.222192,-2.241297,0.3214,0.259073,0.598657,-0.381204,1.6104,-0.886208
inequality,-1.100531,-0.541936,0.021414,-1.334376,-1.601945,1.346739,-1.143921,-0.953564,0.411538,0.189324,-1.278981,1.08226,-0.055738
