word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
mean,0.701563,-0.263703,-0.081071,-0.681815,-0.404466,-0.310809,0.609187,0.421112,1.526578,-0.020001,0.05269,0.380471,-0.132793,-0.230962,0.223758,-0.107576,-0.237427,0.422843,-0.410395,-0.2308,0.197545,0.571505,0.63142,-0.293006,0.923332,0.067216,0.937281,1.133805,0.2351,0.591986,-0.230978,-1.094285,0.338599,-0.252158,0.123071,-0.657478
proof,0.354966,-0.724333,-0.331948,-0.253524,0.20612,0.700114,-0.929812,0.728751,1.542,-0.293204,-0.011954,0.759,-0.853068,-0.76568,-0.402906,-0.000109,0.81354,0.272341,-0.564627,0.221499,0.304671,-0.051073,0.459851,-0.270569,0.131933,0.871278,0.973926,-0.035284,0.072526,0.986919,0.791449,-0.863637,0.054684,-0.893894,0.154385,0.29064
three,0.344529,1.174312,0.441445,0.224164,-0.151605,-0.262516,0.41114,-0.13394,1.089514,-0.204323,-0.204432,0.216917,0.002026,0.443064,-0.185083,-0.63246,0.384189,0.319291,-0.500134,-0.261918,0.318046,-0.156953,-0.35817,-0.14759,-0.222141,-0.202947,0.44005,1.379334,0.028381,-0.223411,-0.56455,-0.071543,0.55796,-0.361085,0.647226,0.172925
dimensional,1.64336,-1.489898,-0.221281,-0.170193,0.543757,1.242485,-1.521097,-0.158957,1.833885,-0.43466,-0.609026,0.099557,-0.482739,0.342636,0.173461,-0.683068,1.230015,-0.064711,-0.604664,0.922223,0.331628,-1.137117,1.578486,-0.570464,0.902098,0.372637,0.171038,0.068692,-0.021878,-0.333387,0.466053,-0.280404,0.712493,-0.288751,1.310988,-0.489233
zero,0.98903,-0.743163,-0.335803,-0.458295,0.711891,-0.057304,-0.006497,-0.182971,2.02938,0.084205,-1.01679,-0.226568,-0.620013,-0.393109,-0.710431,-0.155614,0.314604,0.091665,-0.298834,0.237123,-0.044549,-0.313938,0.474021,0.535531,1.121664,0.444132,1.034662,-0.064871,-0.043864,-0.083368,0.370543,0.233679,0.785348,-0.512491,0.826689,-0.251349
algebraic,0.123039,-1.764021,0.106251,-0.157421,0.889568,0.944768,-1.056185,0.437712,1.034051,-1.183415,-0.88759,0.469557,-0.29988,-0.651769,0.963308,-0.873467,1.49288,0.284201,-1.995653,1.402432,-0.041148,-0.714651,2.428448,-0.499942,0.276342,0.741622,-0.047105,-0.630316,0.635117,0.309471,0.630139,-0.14042,-0.317826,-0.719332,0.789511,-0.17757
formula,0.203303,-1.581383,0.192929,0.526563,0.012257,-0.293166,0.012578,0.276617,1.535041,0.209776,-0.737347,0.30988,-0.162599,-0.276867,0.042003,-0.577177,0.222632,0.681673,-1.370585,-0.879651,-0.340072,-0.531824,0.591202,0.670646,-0.008507,0.635635,0.548635,0.02087,0.084811,0.703368,0.048143,0.593322,0.732372,-1.994736,0.645702,0.262932
ring,1.541987,-0.355593,0.007533,-0.024569,0.484942,-0.168061,-0.394791,-0.190137,0.590409,-0.494401,-0.636903,-0.102702,0.028197,0.084474,-0.527606,-1.052853,0.490265,0.006249,-0.576922,-0.17488,0.597547,0.129078,0.496236,-0.514869,0.563598,-0.24827,0.656454,1.056307,-0.417063,-0.201558,-0.647139,-0.039847,0.245018,-0.400075,1.171862,-0.061194
edge,1.745383,0.242387,0.607743,-0.213173,0.171787,0.297506,-0.905044,-0.855328,0.788481,-0.367643,-0.155523,-0.229589,-0.079139,0.583393,-0.200536,-0.195424,0.264516,-0.228054,-0.88034,-0.227848,0.245058,0.419261,0.614224,-0.122653,0.263782,-0.833977,0.313125,1.003887,0.376402,-0.643135,-0.209525,-0.398151,1.123719,0.619477,0.866631,-0.97632
sum,-0.544379,-0.94661,-0.184059,-0.979106,0.624839,-0.391099,0.155463,0.289264,1.582756,-1.059153,-0.68335,0.043431,-0.52993,0.013488,-0.638185,0.714437,0.334572,0.388461,-1.092472,0.293369,0.345608,-0.380282,0.818325,-0.102424,0.166177,1.52697,1.612277,0.58694,0.021494,-0.242532,0.88294,-0.144977,0.619133,-0.977488,0.348099,-0.441688
plane,0.954935,0.442464,-0.03649,-0.934387,-0.180202,1.136945,-1.270716,0.162595,1.200055,0.11007,-1.169816,-0.654326,0.070895,-0.55921,-0.880689,-1.115704,1.025933,0.733324,-0.275141,0.232666,0.072331,-0.475856,0.462965,0.929805,1.421722,-0.353717,0.740903,0.516977,-0.467398,-0.780052,-0.110739,-0.527107,0.022938,-0.277163,0.867646,-0.054094
analysis,1.278877,0.101715,0.046859,-0.007665,-0.379936,0.122321,-0.381761,0.246782,2.166013,0.170076,-0.06013,0.470365,-0.414299,0.183905,0.499981,0.314313,0.317612,0.606396,-0.895304,1.199843,0.157809,-1.326629,1.328463,-0.417644,0.064606,0.569066,-0.579758,-1.286898,0.548258,0.540648,0.435744,-1.091747,0.155275,-0.285699,-0.547053,0.077812
dimension,0.854533,-0.823878,0.225598,-0.120317,0.228856,0.803325,-0.856561,0.354613,1.827757,-0.640387,-0.044092,0.011808,-0.433414,0.079787,0.197758,0.0766,0.650453,0.107616,0.005655,0.493606,0.038688,-1.180647,1.017126,0.117239,0.89475,-0.150265,0.605379,0.2737,0.081873,-0.367549,0.098904,-0.338464,1.246404,-0.059901,1.179835,-0.335095
