word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
dimension,0.560859,0.071334,0.285566,-0.08964,-0.41122,0.174297,0.475945,-0.484749,0.253002,-0.440533,0.341612,0.132744,-0.042101,-0.2515,-0.440701,-0.810759,-0.218666,-0.2892,-0.721345,1.927071,1.021224,-0.841052,0.419179,-0.34352,0.378393,-0.132658,1.343994,0.366031,0.27871,0.596793,0.701441
curve,-0.1938,-0.481974,0.485152,0.156166,-0.342939,-0.738492,-0.329348,0.655525,-0.558858,-0.012211,0.551273,-0.072244,-0.44157,-1.672221,-0.936417,-1.50808,0.175116,0.007457,-0.150458,1.280237,1.162467,-0.798147,-0.54618,-0.189417,0.117046,-0.770865,1.272608,-0.23464,0.899448,0.608559,0.583603
type,0.922825,-0.592286,0.71665,-0.583589,1.054098,-0.174273,-0.062501,-0.780863,-0.181139,0.016649,0.326381,0.685322,-0.678196,-0.837859,-0.561247,-1.304685,-0.762568,-1.270481,-0.067144,0.876293,-0.64601,-1.586412,0.291393,-0.318171,-0.145677,-0.02915,0.05006,0.537107,1.176696,0.746522,0.102998
operator,-0.122091,0.08149,0.821746,0.392625,-0.251023,-0.803707,1.161569,-1.483623,-0.121683,0.321086,0.139175,-0.434504,0.657531,-0.726816,-0.202555,-0.983824,-0.519892,-0.615125,-1.051906,-0.59118,-0.36918,-1.2072,-0.022328,-0.076692,0.298865,-0.575381,-1.091382,0.28988,1.022056,1.260054,-0.128734
prove,1.080841,-0.014081,-0.451594,-0.287386,0.437937,-0.298833,-0.254191,-0.673582,-0.45245,-0.497129,0.532188,-0.022099,0.852348,0.01238,0.599767,0.229056,-0.103533,-0.191303,-0.675965,0.590419,0.018137,-0.454357,0.088914,0.325684,-0.493607,-0.448352,-0.296158,-1.143331,0.726623,0.077591,1.217883
probability,0.410632,-0.634818,-0.112257,0.144752,0.846056,-2.185425,0.956747,-1.213273,-0.452354,0.114401,0.810279,0.221808,0.623998,-0.615542,0.261255,-0.798499,0.525506,0.059696,-0.048559,1.715427,1.68854,-1.36288,0.210901,-0.277353,0.087328,-0.992272,0.38178,0.092979,0.138989,0.126149,0.378602
structure,0.393638,0.871614,0.943641,-0.388931,0.277604,0.009321,-0.461847,0.664035,0.897486,-1.168699,1.106715,-0.279721,-0.147014,-1.239792,-0.944933,-0.866813,0.181234,-0.64891,-0.465772,0.98933,-0.455962,-2.182043,-0.01603,0.319401,-0.311277,-0.376475,0.507725,0.315813,0.813152,-0.586847,0.037703
representation,-0.342549,0.010371,1.548433,-0.31135,-0.223332,-0.527855,1.043857,-0.620227,0.09206,-1.371921,0.245895,-0.167028,-0.47935,-0.443171,0.198617,0.273989,0.288116,-0.501464,-0.430061,1.154089,0.849872,-1.566493,0.188182,0.154897,-0.049186,0.467807,0.508805,-0.04253,0.581631,-0.8032,0.56586
series,0.766446,0.256712,0.236414,0.168956,-0.185166,-0.134747,0.233979,0.252161,-0.040559,-0.281679,0.365135,0.271093,-0.806355,0.425616,0.890592,-0.239885,-1.261713,-1.212607,-1.53696,0.252042,-0.37683,0.973438,0.529329,-0.448768,1.331723,0.207293,0.68734,-1.034419,0.103972,1.002055,-0.191301
prime,-0.609085,-0.273274,-0.051528,-0.52051,-1.085989,-0.059226,-0.144793,-0.179147,0.99717,-0.727922,0.172457,-1.149661,0.495264,0.903913,0.722176,1.12062,-0.575019,-0.313541,0.15401,0.038885,0.574539,-0.952362,0.246287,-0.107448,0.05612,1.136899,-1.136831,-0.851426,0.471535,0.793259,-0.581098
measure,0.009958,-0.660862,-0.262191,-0.070002,0.246848,0.284929,-0.093712,-0.560367,0.403687,0.114305,0.337785,-0.172353,0.469393,-1.109175,-0.053274,-0.3802,0.340442,-1.421943,0.546494,1.265833,1.114716,-2.136685,0.297771,-0.141421,-0.421915,-0.420301,0.725215,-0.627383,0.292606,0.465601,0.767738
equal,-0.03407,-0.323485,0.30425,0.009296,-0.126455,-0.577218,1.076102,-0.232713,-0.050181,-0.490207,0.166046,0.178185,0.062647,-0.732597,0.413506,0.344619,-0.635079,-0.35493,0.277455,1.096135,1.381485,-1.639818,0.793586,0.254365,-1.050201,-0.00808,0.475421,-0.867804,-0.122585,0.870734,0.90135
lie,0.154147,0.604023,-0.359487,0.026186,-0.63043,-0.592663,-0.786647,0.35347,0.536294,-0.613354,-0.17241,-0.329615,0.027574,-1.237563,-0.385752,-0.996397,0.317855,-0.700958,-0.167611,0.399051,-0.262356,-0.599018,-0.391387,0.713595,-0.485489,1.109763,0.052995,-0.044124,-0.282299,0.27032,1.025704
