word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
positive,0.281799,-1.720739,-0.212777,0.080625,0.336989,-0.592478,-0.240108,-1.057878,0.606506,-1.310504,0.422934,-0.927541,-0.850889,-0.251201,0.474963,-1.779901,0.065088,0.219988,-0.433925
simple,-0.360563,-2.407663,0.654671,-0.833875,0.245077,0.363077,-0.923978,0.705405,1.44878,-1.004102,-0.521421,-0.205089,-0.25048,-0.729878,0.464928,-0.596621,0.46441,-0.701757,-0.127486
topology,-0.461912,-1.493702,-0.026046,-1.368373,0.296099,-0.251842,1.603713,0.461688,1.128972,-1.367211,-0.633971,-0.287247,-0.13606,0.98472,0.70486,0.649777,0.086074,-0.546662,0.842613
category,0.620803,-1.376017,0.00214,-0.278815,-0.631587,-0.060867,-0.44363,-0.627841,-0.78956,-1.359356,-0.542759,-1.03967,-0.104491,-0.46117,-0.000726,-0.317629,-0.162129,0.274299,-0.461653
surface,0.311304,-1.672473,-0.772624,-0.555535,0.595089,0.131976,0.339154,2.118868,1.007423,-2.281575,0.355547,0.221524,0.450052,-0.693819,0.26039,-0.662515,1.485395,0.348197,-1.029809
constant,0.066762,-1.113847,0.69838,-0.713061,-0.289448,0.304966,0.557525,0.280093,1.342789,-1.261375,0.723093,0.423319,-0.300783,0.207501,0.501361,-1.61011,0.952019,0.18758,-0.077977
application,-0.653896,-2.379231,-0.10123,-1.300757,0.137197,-0.25916,-0.403716,-0.105497,0.576892,-1.679527,-0.783805,-0.327579,1.310565,1.287542,0.346252,-0.679486,-0.6442,-0.402577,-1.446044
integral,0.222436,-1.820525,0.582996,-0.582107,-0.39333,-0.08052,0.840072,0.819762,0.701806,-1.071979,-0.270557,-0.440971,-0.000721,0.764987,0.314897,0.082361,0.095643,-0.161199,0.497663
coordinate,0.085025,-1.771426,-0.876001,-0.197593,-0.695614,-0.419386,0.817537,0.767493,0.094559,-0.956812,-0.061659,0.275421,0.61475,1.662064,0.30371,-0.342141,0.07752,-0.103173,-0.066912
complete,-0.753397,-1.140479,0.791413,-0.350703,-0.506982,0.203576,-0.323075,0.626054,-1.172961,0.149035,-0.178178,0.18873,0.067844,-0.298174,0.5791,-0.28989,0.183197,0.545639,-1.186753
root,0.224674,-1.769227,-0.743891,0.308439,0.014176,0.267962,0.02315,-0.038472,0.663681,-0.365949,-0.267061,-0.684758,-0.391452,-1.060318,-0.542323,-0.14801,0.827104,-0.706059,-0.072655
length,-0.010898,-1.160585,-0.297453,-0.094751,-0.06005,0.296509,-0.260183,0.783482,-0.272941,-2.273012,0.020342,0.51294,-0.385866,-1.942677,0.478204,-0.256141,0.989798,-0.196366,-0.560468
continuous,-0.146069,-1.740749,0.128545,-0.212377,-0.455246,-0.49453,0.188464,1.342524,0.713073,-1.431845,-0.192768,-0.06626,0.597441,-0.092663,0.495319,-0.790771,0.54953,0.39328,-0.265418
logic,-1.012949,-1.899823,0.279825,-0.711918,0.119338,0.240874,0.696635,-0.325965,0.961066,-0.823433,-0.559514,-0.996359,-0.056635,0.737499,1.824691,-0.142683,-0.637776,-0.855618,0.642669
external,-0.446721,-0.425168,-0.270434,-0.264565,-0.484809,1.153933,-0.372409,-0.089199,-1.816633,-0.226712,-0.116395,-1.123631,-0.280222,-0.081049,-0.645031,0.327419,-0.297986,0.22401,-1.34054
side,0.489659,-1.021329,0.148613,0.241122,-0.364208,-0.132541,-0.794817,1.735448,-0.443203,-0.168175,-0.736032,0.635498,-1.355506,-0.971542,-0.077769,-0.26322,1.119486,0.441234,-0.756157
unit,0.140979,-0.88933,-0.642183,-0.420283,-0.527778,-0.096036,-0.193846,1.431598,-1.182239,-1.148852,0.168547,0.874266,1.326192,0.213695,0.833336,-0.809151,-0.300907,-0.143891,-1.787838
equivalent,0.530357,-1.369157,0.625894,-0.690888,-0.44974,-0.011172,0.227507,-0.299408,-0.14976,-1.482452,-0.006038,0.686712,0.527348,-0.539977,0.333417,-0.455399,-0.360583,-0.65203,-0.71479
conjecture,-0.062391,-0.774768,0.23904,-0.433981,0.561468,0.120115,1.63383,-0.666517,1.389722,-0.073417,0.420555,0.142703,0.001489,0.319583,0.850186,0.288548,0.321442,-0.473916,1.564942
