word,1,2,3,4,5,6,7,8,9,10,11
subgroup,-0.241131,-2.741657,-0.894842,0.979886,0.600514,1.261831,-0.034331,1.118083,-0.395479,0.499591,1.769038
construct,-0.94823,-1.016705,-0.241442,1.413915,-0.873132,2.375272,-0.237717,0.430386,0.126869,0.778929,1.248169
axiom,1.631767,-1.55062,-1.412319,1.297708,-0.351065,1.543533,-1.79384,0.240521,-0.787388,1.367608,0.499088
construction,-1.151705,-1.154753,-0.500758,1.065656,-0.842312,2.754641,-0.728872,0.304635,-0.134373,0.314604,0.902372
therefore,-0.28642,-1.348897,-0.231821,1.562385,-1.294608,1.189601,-0.10242,-0.288708,0.113019,2.059233,1.132203
compute,0.137952,-0.891372,0.164468,1.710418,-1.225342,2.179328,0.65563,-0.858529,1.002132,1.472066,0.10429
normal,-0.418805,-1.444737,-0.066939,0.980321,0.081505,1.356043,1.07815,-0.391869,-0.569964,1.920187,1.638092
distance,-1.855217,-0.57325,0.785041,0.850504,-1.131881,0.874019,0.800542,-0.784654,0.468807,1.570468,1.689731
notation,0.928003,-0.979151,-1.261763,1.37691,-0.546394,2.364832,-0.06631,-1.429313,-0.180084,-0.028837,1.117216
parameter,-0.294685,-1.237449,0.199067,1.429207,-1.102004,1.412594,1.919963,-1.236489,0.38122,1.939659,0.214427
euclidean,-1.850928,-1.703975,-0.324021,0.750153,-0.428088,2.412,-0.515693,-0.158984,-0.268997,0.722247,1.425962
symmetric,-0.705728,-1.96526,-0.454896,1.160522,0.54332,1.967532,0.897676,0.200886,-0.307717,1.004168,1.49381
metric,-1.693802,-1.888749,0.344505,-0.000189,0.048148,1.404347,0.153972,-0.618369,-0.850053,2.130674,0.581868
test,1.047443,0.386074,0.397578,1.716228,-0.858142,1.585089,0.696414,-0.492247,0.717939,2.331249,-0.473164
bundle,-1.883708,-3.288241,-0.270985,-0.493807,-0.50066,0.63926,-0.545517,-0.680393,-0.884075,1.297302,0.484063
center,-1.385305,-1.117266,0.887268,0.049051,-0.831719,1.23537,0.12641,-0.767236,0.452307,0.191646,2.753502
symbol,0.845722,-1.434861,-1.400685,1.452157,-0.773287,1.751743,0.270345,-0.846952,-0.046946,-0.398925,1.846167
projective,-1.576117,-2.671124,-0.497856,0.244699,-0.223992,1.740384,-1.037199,0.142499,-0.726102,0.648466,1.105399
sphere,-2.871331,-1.397308,0.042319,0.514748,-0.884864,1.284043,-0.780874,-0.028481,-0.124608,0.802898,1.847014
interval,-0.187048,-1.25175,0.365729,1.33967,-1.03191,0.817796,1.103586,-0.208928,0.533597,1.860407,0.921543
single,-0.24583,-1.066624,0.400922,1.262988,-2.018898,1.603245,0.979021,0.048683,0.250817,0.962723,1.516042
geometric,-0.754685,-1.401007,-0.220081,0.406065,-0.459065,3.221789,-0.17617,-0.521417,-0.175412,0.582306,0.426746
ideal,-0.142981,-2.024251,-0.531756,0.870037,0.681813,1.108753,-0.173889,0.739544,-0.769936,1.611428,1.521714
dual,-1.258591,-1.652156,-0.253112,0.92814,0.420157,2.127056,0.432193,0.955846,-0.554403,0.528456,2.381234
module,0.175669,-3.258566,-0.95879,0.405485,0.261816,1.296024,-0.310111,0.732542,-0.972904,0.694277,0.591519
invariant,-1.51025,-2.132084,-0.209562,0.219597,0.473763,1.84617,-0.061329,-0.570359,-0.531476,1.329413,0.772513
$\mathbb{Q}$,-0.063462,-2.263866,-1.045862,2.052637,0.283781,0.613047,0.408605,-0.65608,1.149316,0.882167,1.086079
index,0.34443,-1.54792,-0.19587,1.055692,-0.218879,1.49061,0.994658,-0.415378,0.390359,0.769864,1.531873
information,0.857549,-0.625087,1.124077,0.095948,-1.778982,2.532285,1.051552,-0.480905,0.372871,1.062066,-0.045984
transformation,-1.256877,-1.935902,-0.562212,0.375229,-0.290825,1.86504,0.453126,-1.697201,-0.519042,0.616128,0.879787
extension,0.122779,-2.200339,-0.574637,0.700478,0.377697,1.948453,-0.281913,-0.087911,-0.539539,1.526057,0.537806
direct,-0.326129,-1.874181,0.35012,0.452117,-0.998831,1.631511,0.352625,0.78395,-0.361491,1.295039,1.188633
