word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
equal,0.58727,-1.375684,-0.15441,0.687689,0.470135,1.766733,-0.601969,0.161336,0.287178,-0.426974,-0.363456,1.000954,-0.211034,0.674043,-0.381985,-0.423272,-0.035268,1.060933,-0.110761,-0.812984
lie,-0.267562,-0.481127,0.614126,-0.186658,-0.008957,0.913531,-0.228691,-1.168292,0.545319,-0.315849,1.764709,0.030448,0.109913,0.991712,0.152738,-0.403231,-0.573813,-0.201173,-0.214684,-0.526559
manifold,-0.532411,-1.454733,1.02352,0.064465,-0.811888,1.273834,0.25184,1.558786,-0.23297,1.06468,0.310997,0.743172,0.261514,0.004357,-0.296922,-0.799697,0.766733,0.493655,-0.222617,1.199286
degree,-0.150259,0.019389,-1.277933,-1.089154,0.960609,1.981718,-0.741378,-0.239564,0.4089,0.55585,-0.443928,-0.656381,0.470529,0.433837,-0.77966,-0.782858,-0.059123,1.078522,-0.482754,-0.149017
differential,0.059839,-1.298188,0.123771,-0.039888,0.120789,2.179116,-0.425323,1.581035,0.129428,0.549639,-0.228293,0.267415,-0.090245,-1.24089,-1.113116,-0.690368,0.162329,1.147217,-0.194046,0.852176
$\mathbb{C}$,-0.003982,-0.641846,-0.78202,-0.46314,0.300118,0.300953,-0.250645,-0.504568,0.223133,-0.609531,0.760852,1.369068,-0.412583,-0.595301,-2.164498,-0.237893,0.985447,0.040427,0.410542,0.91652
regular,0.105243,-0.513351,-1.284741,0.129685,0.627937,0.145163,-0.478064,0.196836,1.127564,-0.132453,-0.072753,0.76118,-0.10899,-0.148429,-0.686336,0.183667,-0.598982,0.723997,-0.404873,-1.217586
second,-0.28458,-0.682124,-0.617156,-0.128777,1.162289,-0.181182,-0.514608,-0.798803,0.717278,-0.914924,0.508005,1.00789,-0.108169,-0.067359,-0.4326,0.000926,-0.383545,1.085987,-0.155305,-1.119583
triangle,-0.384336,-0.608046,-0.376211,0.616368,0.186955,0.378678,0.159748,0.587908,0.484983,0.148103,0.872381,0.374959,0.819653,0.232221,0.07171,-0.500851,-0.801904,-0.780579,-0.411126,0.50157
subset,0.653837,-0.533969,-0.243418,0.438162,-1.111916,2.110527,0.388324,0.792546,0.728336,-0.479304,-1.128229,1.178334,-0.273341,-0.506082,-0.406371,-1.007749,-0.408571,0.104367,-0.276229,1.089949
