word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
triangle,-0.645321,0.151843,-0.655056,0.008893,1.397349,-1.067756,-0.470971,0.590125,-0.100757,0.617957,-0.778908,0.371831,0.433914,1.019992,-0.216208,0.737717,0.383008,-0.516024,-0.647498,-0.437662,0.4213,0.219113,-0.15475,0.111464,-0.250455
subset,-0.455875,0.90859,-0.544788,0.293322,0.944342,-2.005064,-0.426008,-0.553153,-0.242951,-0.189277,-2.119181,1.728339,0.132847,-0.126053,0.447141,1.005698,0.342839,-1.597137,-0.007873,0.415639,0.175041,0.133188,-0.549526,0.925556,0.854363
circle,-0.540021,0.611433,-0.452846,0.669253,0.578749,0.030149,-0.369331,1.020645,-0.187528,0.964788,-0.52026,0.40294,0.2329,0.947422,0.324293,0.196233,0.040039,-0.286091,-0.79866,-0.368236,-0.016148,0.499151,-0.206266,0.056806,-0.033361
relation,0.575083,0.42729,-0.110234,1.462334,-0.030865,0.950087,0.499073,0.71317,0.996532,0.154726,-1.493488,1.667443,0.658816,-0.498492,-0.161746,0.63569,-0.008468,-0.408896,-0.404119,-0.384622,0.640554,-0.132752,0.685229,-0.380854,0.39121
positive,0.903418,0.899852,0.172395,0.432401,0.488708,-0.254307,-1.147555,-0.454075,1.083317,0.571631,-0.479374,1.155186,0.740327,0.039672,1.228353,1.173765,0.209945,-0.308543,-0.374175,0.425617,-0.559689,-0.159854,0.117866,-0.737579,0.907899
simple,-0.566205,0.592944,-0.414619,1.152536,0.442511,-1.058149,-1.194684,0.161289,0.157864,0.123342,-1.00249,0.619987,-0.646525,0.8457,1.532338,0.013504,-0.315079,-0.830376,-0.743765,0.109997,-0.579026,0.175733,0.361977,0.332821,1.610402
topology,-1.002916,0.184201,-1.109937,-0.296033,0.181632,-2.386046,0.65061,0.77524,-0.33744,-0.258957,-1.578005,1.688947,0.179813,0.454061,0.150663,1.421925,0.854221,-1.125973,-0.239982,0.213931,-0.183257,0.540844,-0.567798,0.175152,1.713961
category,0.490473,0.837924,-0.116932,0.165857,0.965169,0.205853,-0.33713,-0.210991,-0.341734,0.864465,-1.258314,1.503728,-0.057109,-0.261348,0.579636,0.169662,0.78458,0.403771,0.138971,0.324795,-0.172654,0.014733,0.433223,0.014302,0.798002
surface,0.689007,-1.032423,-1.010222,1.22461,-0.00888,-2.11611,-1.152962,0.012123,0.416045,1.013453,-1.316381,-0.314119,-0.298653,1.002105,1.663727,0.464354,0.880384,-0.323384,-0.766979,-0.052192,0.22367,0.786115,1.191249,0.371147,-0.086488
constant,0.315897,-0.057093,-0.037751,0.637284,0.189968,-1.016634,-0.385565,0.528122,1.559774,-0.367575,-0.864409,0.46654,1.023384,-0.080148,1.654963,0.324219,0.485103,-0.766809,-0.574516,0.218408,-0.542287,0.667021,0.652708,0.13173,0.665443
application,0.311862,-0.157711,-1.094819,1.341367,-0.78778,-1.52765,0.133848,-0.980515,0.124862,0.755679,-1.698408,1.05621,-0.707806,-0.638619,1.146197,0.316139,-0.62057,0.098565,0.585707,-0.05542,-0.540871,-0.382126,0.52594,-0.614858,1.686277
integral,-0.762614,0.441817,-0.78431,0.493991,0.265766,-1.255004,0.171354,0.620242,0.232975,0.004001,-1.360617,1.222051,0.810589,-0.030612,0.812957,0.425244,0.565426,-0.551313,-0.767664,-0.064664,0.219286,-0.036675,0.630807,0.026149,0.884154
