word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
model,-0.310374,0.446043,0.022504,-1.06374,0.206074,-0.171883,1.083897,0.257221,-0.190841,-0.688165,-0.012326,0.716772,-0.039499,-1.127059,-0.972116,0.613954,0.599898,-1.069515,0.269852,0.060166,0.423072,0.233532,0.479434,-0.227962,0.676575,-0.061822,-0.009878,-0.035542,-0.221122,0.113564,-0.923088,0.472978,-0.95581,-0.134483,1.058224,-0.016699,-1.669339,0.069702
real,0.414242,-0.27628,-0.20923,-0.336555,0.96721,-0.315533,-0.544019,-0.056121,0.207651,0.101213,0.271491,-0.032359,0.285628,-0.906718,-1.053883,-0.124499,0.634748,-0.762256,-0.164861,-0.266254,-0.153693,0.367322,0.21283,0.255715,-0.068845,0.310796,-0.681006,1.354081,-0.303847,-0.827052,-1.056769,-0.174728,-0.516028,-0.351809,0.268506,-0.428838,0.031092,-0.287704
property,0.683273,0.28279,-0.533094,-0.53477,0.233719,0.635524,1.03787,0.420284,-0.298205,-0.637106,0.327358,-0.166783,0.034205,-0.671672,-0.671077,-0.968024,0.015364,-1.392493,1.126584,-0.477426,-0.128547,0.020128,0.394059,0.390045,0.419823,0.270575,-0.824757,0.155501,-1.072337,0.176758,-0.5135,0.694735,-1.262994,-0.186283,0.149531,0.013914,1.504647,-0.471429
geometry,-0.295525,1.509427,-0.06827,0.576541,-0.368421,-0.597709,1.304836,0.022578,0.590288,-1.034891,0.190654,1.308142,-0.158462,-0.024551,-0.680696,0.634911,-0.003687,-0.781158,0.650668,-0.505015,0.549121,0.760578,1.336921,-0.075814,0.637562,1.535195,0.020281,-0.205194,-0.425036,-0.303872,-0.569574,0.222439,0.189616,-0.949986,1.11303,0.704279,-0.749623,-0.727319
complex,0.133711,0.903405,0.267919,-0.983076,0.537235,0.277008,0.18157,1.040511,0.606597,-1.13132,0.178252,-0.138094,-0.684409,-0.451637,-0.86521,-0.364651,-0.251521,-1.296639,0.317821,0.216601,0.287092,0.271416,1.000988,0.072451,1.32232,0.334305,0.197457,0.350043,-0.485927,-0.179316,0.129141,0.531665,0.01472,-0.335734,0.869545,-0.328469,0.640076,-0.708563
linear,-0.171505,0.553738,0.344281,0.402914,-0.728137,-0.143468,1.865098,0.214429,1.638771,-0.765082,0.045164,0.813738,0.334977,-0.443467,-0.88043,0.833048,-0.051453,-1.597286,0.550561,-1.113289,0.999771,0.408785,1.491583,0.722094,0.294725,-0.628629,-0.352334,-0.352723,0.392091,-0.463331,-1.383568,-0.142531,0.38708,-1.033369,1.561093,0.037823,-0.051034,-0.041489
polynomial,-0.293432,-0.31335,0.108116,1.02545,-1.075588,-0.202448,1.23826,0.307462,0.757623,-0.502851,1.004314,1.033941,1.610316,0.488427,-2.099684,0.267748,0.211542,0.278981,1.016212,-0.636396,0.041811,0.23748,2.895801,-0.747977,0.370371,1.322793,-0.63947,-0.251145,-0.931827,-0.270046,-0.46664,-0.2798,0.186453,-0.677851,0.36181,-0.46603,-0.079259,-0.12282
algorithm,-0.442288,0.162781,-0.352857,-0.125034,-1.13777,-0.413704,0.428043,-0.119554,1.277605,-1.165046,0.790014,1.004863,1.214955,0.246507,-1.548646,-0.654654,0.57923,-0.457351,0.62217,-0.86937,0.438222,-0.067225,2.060322,-0.389898,0.829627,0.180699,-0.780523,0.613553,-1.099555,-0.419847,-0.84376,-1.243094,0.039637,-0.286949,1.10079,0.730504,-0.961037,-0.149907
mathematician,-0.64087,0.899389,-0.445128,1.320794,0.011803,0.599084,1.736201,0.186196,0.053797,-0.225262,-0.547179,-0.034892,0.887493,0.462004,0.266007,-0.6744,0.914177,-0.115271,0.064376,-0.467094,0.670069,0.663892,1.658321,0.287141,-0.504082,1.340127,0.249642,0.665978,0.592731,-1.046206,0.678431,-0.006416,-0.84524,-0.07012,-2.186715,0.504482,-2.339632,-0.407411
definition,-0.215177,-0.059621,-0.377625,-0.211611,-0.464537,-0.356907,0.19724,-0.49846,-0.139538,-1.222397,0.097764,1.154861,0.062996,-0.829278,-1.135666,-1.097548,0.124105,-1.39291,-0.101497,-0.607458,-0.328341,0.457389,0.796546,0.72785,0.172813,0.409167,-0.221041,-0.510646,-0.233436,0.289957,-0.847458,-0.011184,-0.396568,0.038836,1.341374,-0.368573,-0.430503,0.670957
