word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
real,-0.503919,-0.142437,-0.013926,-0.392617,0.196531,0.243057,-0.182514,-1.491953,-0.361142,0.335347,0.696641,-0.5906,0.073163,0.232932,-0.504194,0.555894,0.340854,0.801939,0.796323,0.794374,0.460914,0.602622,0.140645,-0.450834,-0.049417,-0.73985,-0.035159,-0.198544,-0.369851,0.040075,0.501971,1.038247,-0.419953,-0.342337,-0.075165,0.690351,0.42031,0.10695,-0.299134,-0.464346,-0.031477,0.294086,0.131161
property,0.315363,-0.734836,-0.627589,-0.283113,-0.165364,0.583359,-0.034658,-1.026169,-1.045612,-0.267621,0.30317,0.208222,0.726787,0.161606,0.228043,0.468389,-0.335284,0.54066,0.807831,-0.143353,0.135929,-0.43838,-0.196232,-0.707252,-0.264761,-1.857694,-0.702172,-0.154191,0.233895,0.404333,-0.709281,1.455287,-0.636984,0.005484,-0.402517,0.080782,-1.354248,-0.291431,-0.393494,-0.103555,-0.173488,0.317599,-0.325045
geometry,-0.45988,-0.074938,0.031665,0.685865,-0.790039,-1.059711,0.135364,-0.704027,0.091894,0.255632,-0.604973,-0.107171,0.786149,0.374802,-0.385037,0.758042,0.448086,0.551078,0.791638,-0.773395,0.629984,-0.329065,-1.497507,0.404749,0.664881,-0.278831,-0.154931,0.171863,-0.882478,0.517268,-0.649198,-0.072667,0.103107,-1.036773,-1.546928,1.087246,-0.94479,0.573679,0.015246,-0.395157,-0.22485,-1.106102,-0.729261
complex,-0.13975,-0.612652,-0.699187,-0.752483,-0.060286,-0.366405,0.53592,-0.735272,0.014444,0.757377,-0.010262,0.21905,0.648042,0.646931,0.526643,0.313395,0.007509,0.872832,1.208383,0.279827,-0.149373,-0.373976,-0.659844,-0.376178,0.099585,-0.191216,0.088812,-0.085501,-0.445902,0.095396,-0.456658,1.392093,0.70766,-0.310865,-0.865216,-0.34121,-1.375457,-0.197486,-0.621981,-0.271117,-0.269768,-0.146349,-0.736234
linear,0.180857,0.049253,-1.196013,0.514712,-1.54336,-0.748215,0.55593,-0.283492,-0.325822,0.741583,0.29629,0.868765,0.503669,0.797669,0.055114,0.950356,0.706324,0.008835,0.546248,-0.32679,-0.041101,0.484506,0.170801,-0.136805,0.260537,-1.032826,-0.26935,0.902662,-0.811166,0.092181,-0.581473,0.117519,0.46363,-1.628238,-2.142167,0.890934,-0.36165,0.647437,0.122327,-0.956238,-0.431878,-1.172877,-0.519593
polynomial,0.998629,-0.363224,-0.019626,0.520888,-0.551651,-1.217179,-1.651955,-0.993966,0.336262,0.110163,1.403707,-0.629827,1.510492,0.027425,0.540975,1.682596,0.408377,0.375438,-0.026417,-1.085868,1.18727,1.080337,-0.263762,0.166763,0.380466,0.332376,-0.357615,-0.456052,-1.129628,0.550024,-1.348645,-0.448971,0.038927,-0.610655,-2.663078,1.354539,-0.062055,0.405319,-0.352107,0.166292,0.538715,-0.263708,-0.653923
algorithm,0.683833,-0.302841,-0.384511,0.390625,-1.704497,-0.308995,-0.342691,-1.021822,0.30921,0.26807,1.352143,-0.582271,0.150043,0.469969,0.248093,1.03304,0.061257,0.982252,-0.073576,-1.231458,0.99679,1.476463,-1.318664,0.078997,-0.63183,0.293642,0.196572,-0.276295,-0.80867,1.07561,-0.830491,0.542753,0.661666,-1.087909,-1.604786,0.450557,-0.047592,1.258982,-0.558275,-1.343997,0.554272,-1.134509,0.067204
mathematician,-1.242178,0.935932,0.116702,0.95599,-0.163327,-1.230956,-1.153742,0.125431,-1.086675,-0.255771,0.024572,-0.773181,0.22256,-0.478056,-0.524197,1.473222,-0.419992,0.430877,0.203829,-1.118901,-0.226664,0.477082,-1.838737,-0.948634,-1.191767,-0.299536,-0.136423,0.841637,-0.663269,0.058852,-0.088713,-1.292352,0.26192,0.958655,-0.405183,0.819097,0.112286,-0.269601,-0.820202,1.398954,-0.484405,-1.593229,0.144216
definition,-0.261178,-0.706588,-0.168252,0.199552,-0.627646,0.129767,-0.188033,-0.680273,-0.216892,0.279745,0.423026,0.222567,0.307413,0.733554,0.427456,-0.326141,0.510805,0.222911,0.125308,-0.01187,0.659764,1.349146,-0.777507,0.25771,0.748056,-1.469458,-0.251165,-0.521654,-0.443046,-0.414242,-0.580038,0.229163,-0.220076,0.007316,-0.54915,0.339738,-1.104358,1.039763,-0.232301,-1.329463,-0.163967,-1.055647,-0.152716
product,0.352999,-0.140657,-0.393652,0.308064,-0.267828,0.936406,0.112743,-0.375484,-1.240675,-0.945554,0.03373,-0.930558,0.021566,0.78186,1.044894,-0.120248,-0.077704,0.162261,1.824049,0.371311,0.98951,0.414408,-0.223402,-0.700691,-0.171741,-0.928796,0.323044,0.064217,-0.649997,-0.221013,0.1421,1.613519,-0.362403,-0.892796,-0.627085,-1.188808,-0.621954,0.226137,-0.244315,-1.461149,0.439737,-0.02048,-0.326992
