word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
sequence,-0.889189,0.720338,-0.278067,0.421615,-0.874636,1.62099,-0.123728,0.383384,-0.478065,-0.913294,0.176538,-0.117461,-1.213687,1.404768,0.052594,-0.860272,0.782727,0.231383,-0.295484,0.228763,0.312272,0.751687
distribution,-0.068524,-0.949863,-1.031079,0.429242,-0.533852,0.648179,-1.088655,-0.378485,-0.232603,-1.549536,-0.308785,-0.636313,-1.507155,0.130531,0.292863,0.315521,1.668007,0.143943,0.525979,-0.087621,0.201294,-0.272737
variable,-0.656504,0.608871,-0.257557,0.011814,-1.165584,1.471568,-0.764,0.023918,-0.099935,-2.49392,-0.206151,-0.344668,-1.164699,0.584302,-0.199586,0.253946,1.932545,0.731895,-0.013233,0.011503,0.246608,1.217509
solution,-0.021491,-0.218009,-1.326752,0.988886,-0.356976,0.278939,-0.369748,0.515686,-0.085636,-1.610332,1.106051,-0.615549,-0.20442,0.366909,0.003113,0.43687,1.892455,0.424534,-0.579689,0.451545,0.02542,0.701275
square,1.100083,-1.164254,0.727614,0.384852,-1.284256,0.105887,-0.730736,-0.405846,-0.455124,-0.011712,-0.181338,1.302755,0.140564,-0.350105,-0.174524,-1.161113,0.510166,1.150907,0.750833,0.18498,-0.73187,0.306824
map,-0.366752,-0.200583,0.089054,-0.263976,-0.141474,-0.098629,-1.154586,-0.502395,-1.110182,-0.544271,0.665973,0.761725,-1.860059,-0.453144,0.622135,-0.79739,1.602033,0.199443,-0.013167,0.239795,0.518438,0.024498
class,-0.159347,-0.272564,0.290313,0.481783,-0.277191,-0.973715,0.001317,-0.353296,0.293988,-0.439206,-0.84102,0.103621,0.24836,0.911566,0.587662,-0.833879,1.096339,0.120806,0.500684,-0.373679,-0.200054,1.076255
integer,-0.357239,0.165429,0.85986,0.023328,-1.570202,2.088681,0.271487,-0.437322,0.01269,-2.063131,0.210221,-0.476759,-0.043638,0.251451,-1.228331,-0.30287,1.236659,0.787702,0.56609,1.36995,1.665669,0.976458
mean,-0.217019,-0.15352,-1.163238,0.009792,-1.564098,0.152492,0.341509,0.494019,-0.814758,-0.806701,-0.286584,0.021198,-0.240299,1.166193,0.380479,-0.474424,0.83443,0.358851,0.672915,0.067884,-0.339168,-0.072317
proof,0.069742,0.236855,-0.953275,0.682495,-0.698616,0.16855,0.276181,0.026179,-0.650688,-1.469016,0.196881,0.337858,0.324505,0.444492,-0.67651,0.194369,0.066763,-0.297214,-0.274123,0.411947,0.842142,0.935175
three,-0.038369,-0.865918,0.094899,0.121251,-1.117302,-0.778046,-0.41145,0.000679,-0.260353,0.239094,-0.653329,0.506607,-0.048999,1.478248,0.237361,-0.872902,0.324276,0.027616,-0.044281,0.240252,-0.63412,0.631457
dimensional,-0.033937,1.72555,0.012068,0.57955,-0.744846,0.824064,-1.405508,0.520554,-0.528601,-2.091864,0.665699,0.03353,-0.199091,0.812001,0.010286,-0.446791,1.019697,1.474282,-0.839123,0.68518,0.656974,0.785849
zero,-0.210582,0.019399,-0.551434,0.220837,-1.140612,0.94396,-0.115202,-0.113765,0.665848,-0.822622,0.729416,0.24481,-0.327317,1.36178,0.216862,0.409124,0.70671,0.897881,-0.465129,0.602095,0.356818,0.7256
algebraic,-0.049253,2.071254,1.474026,0.654561,0.089781,0.467143,-0.212319,0.030719,-0.5531,-2.483759,0.223605,-1.207714,0.468397,-0.21202,-0.733621,-0.44985,1.248294,1.240994,-0.023823,0.694576,1.133282,0.203917
formula,-0.164539,-0.183063,0.165686,0.637202,-0.640422,0.201892,0.404825,-0.193138,0.615798,-1.348567,-1.08685,-0.732335,-0.203905,1.172553,-0.173585,0.966585,1.075046,0.858665,-0.570221,1.467822,0.145511,0.275552
ring,-0.015085,-0.184456,-0.201148,-0.073468,-1.062095,0.772501,-0.922826,1.04664,-0.215256,0.157846,-0.250244,-0.124837,0.217103,1.520681,0.364204,-0.46332,-0.078082,0.409565,-0.487395,0.651018,-0.064059,0.219579
edge,0.039974,-0.011032,0.472184,0.141793,-1.182109,0.408197,-1.944908,0.785289,-0.302975,-0.389434,0.016834,0.718629,-0.615199,0.977873,0.358188,-0.348491,0.404746,0.586822,0.805989,0.153168,-0.896855,0.030848
sum,-0.071927,-0.482621,-0.682667,0.717443,-1.163256,0.504266,1.302331,-0.261596,0.014146,-0.838002,0.032721,0.186363,0.831523,0.420728,-0.981233,0.413176,1.182887,0.641306,0.550883,0.656693,0.325196,0.292252
plane,0.300706,0.417403,-0.210779,-1.238962,-0.97793,0.077537,-1.475728,0.559208,0.259322,-0.562358,0.899641,0.966077,-0.011734,0.934041,0.745608,-0.22423,0.262834,0.54486,-0.744727,-0.332915,-0.211378,1.530479
