word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
square,-0.227841,-0.390987,0.50846,1.183034,1.101347,0.309133,0.390893,-0.147515,-0.362677,-1.39598,-0.395708,-0.516712,-0.786094,0.012957,0.180755,0.288768,-0.528173,-1.031841,-0.30694,-0.736895,-0.096243,-0.07731,1.056236,0.498704,0.371899,0.911503,0.660443,0.220284,-0.531234,-0.063243,-0.866328,-0.570694,0.922616,0.40214,1.074468,1.112363,-0.579687,-0.828529,0.889078
map,1.179794,-0.901572,-0.182212,1.627678,0.721066,0.468449,0.27468,-0.335412,0.081442,0.324109,-0.934668,0.085694,0.375806,0.419807,0.126105,-0.706216,0.442869,0.278945,0.454052,-0.190033,0.153508,0.555626,0.054761,0.428927,0.55044,1.084998,0.695077,-0.344313,-0.842193,-0.22391,-0.433069,0.135664,-0.629774,-0.273326,-0.229756,1.820482,-0.229575,0.330674,1.439582
class,-0.008685,-0.876521,0.352505,1.543384,0.837254,-0.124539,-0.067022,-0.055583,-0.035966,-0.481287,0.524812,-0.217054,0.083385,-0.564297,0.339962,0.35068,-0.959221,0.093299,-0.181994,0.541514,-0.6879,-0.001223,0.443108,1.066261,-0.65972,-0.077898,-0.328229,0.389789,0.224183,-0.187624,-0.94562,0.392296,-0.327865,-0.123016,0.016832,0.322356,0.723616,0.233215,-1.182493
integer,1.019378,-1.064041,0.807818,1.046616,1.16991,0.766987,0.717956,-1.483439,-0.674894,-1.612564,-0.212253,-0.715621,-0.721157,-0.506534,2.846545,-0.107508,1.533211,-0.585306,-0.006602,-0.267951,-0.419774,0.962975,-0.699358,0.59945,1.270361,0.966031,-0.401689,0.601402,-1.170772,-0.064751,-0.563066,0.072446,0.94346,-0.595085,-1.345849,0.68021,0.672518,-0.612172,-0.129379
mean,0.068307,-0.667841,0.73762,1.002264,-0.191931,-0.091137,0.203797,-0.856819,0.26411,0.365529,-0.063335,-0.825977,-0.155914,-0.149436,0.769712,-0.515153,0.302963,-0.075239,0.593143,0.008111,0.503537,0.773896,-0.341447,1.046415,0.680703,0.961232,-0.311496,0.203525,-0.339902,-0.513628,-0.20038,0.06929,-0.651554,0.074093,1.300398,-0.316495,0.127501,0.294127,-0.774447
proof,0.356212,-0.472512,-0.41433,0.62864,0.756007,-0.240956,1.040413,-0.685439,-0.609926,-0.278176,-0.388939,-0.250659,-0.087156,0.34336,1.136728,1.189209,1.270145,0.013238,0.319168,-0.729846,0.441409,0.259211,-0.609484,0.679977,0.465225,1.084037,-0.399911,-0.563764,-0.431499,-0.031491,-0.167522,-0.459397,-0.66814,-0.612619,-0.084964,-0.632925,1.060144,0.054031,-0.091599
three,-0.076974,-0.828065,-0.309687,0.893346,0.153569,-0.054374,-0.244569,-0.233827,0.532931,0.222174,0.391186,-0.818852,-0.467339,-0.549797,0.267869,0.09596,-1.003646,-0.403851,-0.235033,-0.318596,0.319452,-0.133883,-0.054561,1.335324,-0.231472,-0.167277,0.773166,0.086558,-0.361009,0.208571,-0.838327,-0.228254,0.062805,-0.094867,0.899821,0.142725,0.107608,-0.279605,-0.056513
dimensional,0.881189,-0.56295,-0.424434,1.897036,0.184328,0.211638,0.603278,-0.974279,-1.078214,0.316714,-0.217359,-1.058901,0.217842,0.435128,1.873353,1.125016,0.409269,-0.623198,-0.291554,-0.69235,-1.143654,0.268388,-0.446563,0.500313,2.242117,1.438448,0.40209,-0.023041,0.075391,0.215409,0.072145,-0.063256,-0.033593,0.079872,-0.844607,0.697291,0.142704,-0.768508,0.379048
zero,0.53607,-0.311112,-0.172666,0.91893,0.791751,-0.166712,0.235637,-0.250478,-0.584366,-0.553414,0.410056,-0.837514,0.139817,-0.460093,1.764966,0.114149,0.363948,-0.605509,-0.253606,-0.156315,0.459647,0.130458,-1.218866,0.639989,1.375731,0.857038,-0.192494,0.216179,-0.077714,0.23407,-0.278004,0.625826,-0.438711,0.291065,0.091476,0.165788,-0.467274,-0.043958,-0.037252
algebraic,1.089392,-0.481402,-0.490128,1.609662,0.515513,0.061251,0.528467,-1.602045,-1.337192,-0.08211,-0.555812,-0.227698,-0.606352,0.647829,1.31084,1.190503,1.485776,-0.711242,0.234744,0.134574,-1.40128,1.205608,-0.65949,-0.343147,1.479246,0.968193,-0.384659,-0.223338,0.142579,-0.691756,-0.921286,-0.00139,0.630821,-0.599728,-1.639339,0.455824,1.127142,-1.040125,-0.406354
