word,1,2,3
source,0.391618,0.131551,1.511688
eigenvalue,3.014863,-0.498264,-2.084571
translation,-0.196846,-0.847512,0.236204
hypothesis,2.084483,-1.530765,-0.077872
scalar,2.808028,-0.516521,-1.648044
coxeter,0.12769,-0.125092,-3.540488
third,-0.288652,0.158991,2.300888
Fourier,1.810796,-0.877633,-1.799252
bit,1.86788,-0.620511,0.337294
exact,1.816482,-0.624291,0.779395
elementary,-1.298657,0.669536,0.670445
maximal,2.676026,-0.011413,-1.041654
radius,2.696816,1.121829,-0.105831
homomorphism,2.312855,0.198891,-2.608413
identify,1.443786,-0.760465,1.519763
distinct,2.343315,-0.502681,0.994105
minimum,2.465804,1.189391,1.450789
development,1.207259,0.271834,2.144006
ordinal,1.859835,-0.015976,-1.776141
homotopy,2.283405,-0.542608,-2.827511
elliptic,2.392116,0.342679,-1.731458
mapping,2.319184,0.311391,-0.085276
alternative,1.432763,-0.598571,1.596078
rate,2.220788,0.77659,1.832112
character,0.009217,-2.5304,1.681545
central,0.347619,1.292533,2.271627
irreducible,2.603483,-0.989208,-2.248121
principal,-0.611043,-0.335331,1.392658
count,-0.417757,-0.01917,0.8063
finitely,2.638918,-0.586082,-2.270206
kernel,2.576288,0.402915,-0.82696
infinity,0.785106,-0.899959,-0.251324
calculation,2.682456,-0.119664,0.068304
draw,-0.422117,-0.586538,1.900515
divisor,1.931862,0.401217,-2.317375
pattern,2.462362,-0.613759,1.047534
average,1.280555,1.878175,1.654581
knot,1.45948,0.38908,-0.29624
assumption,1.782042,-1.142497,0.314817
expansion,1.471786,0.779461,1.765684
frequency,2.909898,0.673383,0.545138
dynamic,2.219689,-0.731128,0.608119
canonical,1.46714,-1.013812,-0.563582
minimal,2.414472,-0.485972,0.982615
segment,1.081688,0.05457,1.054435
sheaf,1.107791,-0.193686,-2.040108
approximate,1.333983,0.652648,-0.098671
combination,1.885615,-0.270226,1.268612
relative,1.499291,-0.724774,1.135141
programming,0.593326,-0.724125,0.694625
optimization,2.57547,-0.319699,-0.76279
variation,1.616595,-0.555842,0.596868
frame,1.568665,-0.1569,1.160474
variance,2.875559,-0.552902,-0.733901
branch,0.315285,1.033906,1.676535
boolean,2.657894,-0.616168,-1.661797
harmonic,2.172222,-1.039261,-0.746004
optimal,3.065249,-0.431656,0.077892
ordinary,1.057773,-0.761305,1.013636
polyhedron,1.572161,-0.078746,-2.870323
singular,1.629353,-1.042643,-0.3397
filter,2.913683,-0.110035,0.17887
automorphism,2.043675,-0.270855,-2.842625
absolute,1.592861,-0.881989,0.522835
constraint,2.862203,-0.751068,0.352093
relationship,0.661391,-2.335475,1.761801
multiply,2.565047,0.017065,-0.275369
decision,0.456213,-0.788356,1.731406
six,0.106775,0.490385,2.484117
homogeneous,3.009591,-0.242017,-0.450942
cyclic,2.948762,0.105382,-0.9717
stochastic,2.35378,-0.815575,-1.534157
Banach,0.572781,-0.549006,-3.009305
spherical,2.79971,0.085729,-0.705126
riemannian,2.234093,-0.411452,-2.782139
cardinal,-1.517877,0.24996,0.279402
generator,2.353279,0.597934,0.088824
cubic,2.294658,2.538297,-0.530208
closure,1.061132,0.678768,1.624988
necessary,2.461143,-0.69324,1.974306
inner,1.35969,-0.014202,1.033651
complement,1.722518,0.089515,0.729243
planar,2.800569,0.1819,-1.368324
stable,1.716896,-0.12944,1.052684
induce,2.994793,-1.122635,0.417115
Hausdorff,1.365386,-0.316248,-2.930218
cartesian,1.841506,-1.360559,-1.87404
logical,2.314011,-1.603337,-0.465304
alternate,0.791408,-0.490363,0.948551
gaussian,2.91278,-0.218839,-1.720022
composition,0.311988,-0.907469,0.832026
ball,0.095305,-0.377006,1.684489
triangular,2.198263,0.861297,-0.314786
Newton,-1.128774,-0.23022,0.593712
classification,1.137601,0.546856,0.520949
reflection,1.098242,-1.498136,0.469239
differentiable,2.561407,-0.613687,-2.27521
loop,1.514996,0.983381,0.429811
population,1.12285,2.425902,1.913948
opposite,0.301742,-0.637785,0.934867
determinant,2.311577,-0.780398,-0.800901
intersect,0.542592,2.517667,0.035523
conjugate,2.910641,-0.186682,-1.199594
modular,2.284278,0.346957,-0.451687
logarithm,2.333108,-0.042115,-2.127409
countable,2.338885,-0.124187,-2.410527
