word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
manifold,0.247339,-0.055616,2.242545,-0.764317,0.276545,-1.82072,1.295286,0.26964,1.836312,0.426119,0.445837,-0.463586,1.220252,0.9957,-0.2978,-1.772096,1.748071,-0.077843,-1.082544,1.023166,2.266164,-0.352163,0.247057
degree,0.150398,1.17026,1.587327,-0.847202,-0.258093,1.874784,1.27745,-0.070477,0.363808,1.107167,1.351998,0.323732,-1.29483,2.043023,0.259347,-0.816887,0.534311,1.102369,-1.697609,0.598047,0.392442,0.267242,0.44829
differential,0.39368,-0.209906,1.431602,0.477863,0.000826,0.070666,1.382543,0.003738,0.34093,0.836808,2.173538,-1.220546,-0.279662,1.390202,-1.033991,-0.898029,0.695286,-0.653941,-1.308271,0.262148,1.785756,-0.995781,0.695567
$\mathbb{C}$,-0.518438,0.873945,-0.268753,-1.235659,0.291256,0.088242,2.264956,0.360386,0.614233,-1.155899,0.764417,-0.864171,0.118508,1.068471,0.700539,-0.247072,0.636056,2.050353,-1.377827,0.608234,-0.367985,-1.153688,-0.12152
regular,0.422323,-0.600448,0.52539,0.478662,-0.662998,0.841108,1.603549,0.128919,1.811083,0.126507,0.735991,0.895278,0.985238,2.643919,1.777608,-0.811467,0.51512,1.524147,-0.070863,-1.479765,1.763096,1.394321,-0.520421
second,0.080865,0.989514,0.535465,0.324314,-1.210277,1.556308,1.188652,-0.44022,0.663684,0.059787,1.159175,-0.672669,0.619534,1.169292,-0.161034,-0.128407,1.093919,-0.000267,-2.114597,0.065369,0.929674,-0.196165,-0.176576
triangle,-2.074086,-0.111982,-0.53799,-1.485588,-1.398953,0.978931,0.964946,0.136417,2.003636,-0.926902,1.245031,0.698238,-0.672477,2.13466,0.860339,0.220496,0.167732,1.204503,-0.721547,0.349675,0.950067,0.98121,-0.688099
subset,1.601,0.545924,0.700404,-1.183527,-0.117606,0.214531,2.417787,-0.138015,0.474234,-1.730511,1.40115,0.837929,1.172784,0.476209,0.390453,-0.051705,1.600526,2.18787,-0.108062,-0.349605,1.370505,-0.934634,-1.542043
circle,-1.724229,0.35694,-0.073866,-1.304405,-1.222189,-0.751566,0.919523,0.801423,1.834948,-0.603056,1.768836,0.022265,-0.257944,2.059741,0.164256,0.682519,0.907471,1.204425,-0.442963,0.289483,1.333056,0.849788,-1.091163
relation,-0.329309,-0.203918,0.357526,0.205035,0.581848,1.744237,1.265289,-0.263119,0.37852,-1.285244,1.937753,0.153135,0.05766,1.150864,0.452095,-0.855863,0.694136,0.658598,-1.475655,-0.185995,0.892382,-1.39255,-0.061689
positive,-0.204023,1.201548,1.393127,-0.691034,-0.906494,0.585186,1.506627,-0.275609,0.526745,-0.672425,2.056992,0.53899,0.531877,0.768497,-0.916812,-0.681136,1.523852,0.795442,-1.226263,-0.52739,0.063944,-0.325129,-0.049251
simple,-0.370381,-0.931122,1.084504,-0.901767,0.647939,0.900403,1.138309,-0.750257,0.994685,0.097499,1.393073,-0.126921,0.079427,1.632955,-0.164052,-0.888034,1.429457,0.561664,-0.996132,-0.720298,0.232967,-0.29221,-0.996397
topology,2.152574,-0.668077,1.051045,0.021165,0.245997,-0.967549,2.176686,0.390215,1.462342,-0.801252,0.78441,-0.359241,0.356598,1.401017,-0.068079,-0.917839,1.783979,1.038475,-0.155444,0.669801,1.57472,-0.432313,-0.019139
category,1.161682,-1.005638,0.387072,0.233261,2.01936,0.348891,1.908994,0.040621,1.893742,-0.983617,-0.181133,-0.270298,0.174108,0.834981,0.049186,-0.581546,0.997107,2.098548,-0.407534,0.570176,1.687855,-0.738689,0.465983
surface,-1.368008,0.327357,0.825517,-1.281855,0.051881,-1.109307,1.135052,1.295896,1.50003,0.492291,1.002002,-0.011523,0.547688,1.962335,-0.173337,-0.430045,1.21279,-0.274756,-0.652555,0.503029,2.549647,-0.063264,-0.405965
constant,-0.83271,1.277677,0.371455,-1.079671,-0.679305,0.321114,1.300375,-0.162222,0.053816,-0.946701,1.841273,-0.27004,0.812262,1.425875,-0.984892,0.000508,1.713656,-0.145116,-1.156231,-1.178296,0.479932,-0.561531,0.258426
