word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
root,0.088134,0.161479,-0.584581,-1.462759,-0.336216,0.037998,1.166065,-1.003806,-0.780066,-1.833688,-2.226409,0.486436,0.454846,1.920246,-0.002851,0.49667,-0.897493,0.561971,0.155807,-1.042378
length,0.126123,1.023287,-0.919971,-1.654831,0.478263,-0.315146,-0.72862,-0.076672,0.024726,-1.557807,-1.041634,0.007091,1.024834,1.354042,1.219396,-0.053828,-1.172367,2.236634,0.646971,-0.620459
continuous,1.09858,0.021068,-0.767331,-1.449679,0.297899,-1.182967,-1.629084,0.571759,-0.18589,-1.81734,-0.40838,-0.405879,0.055287,1.776092,-1.331002,-0.037634,1.835007,0.270108,0.92927,-1.231663
logic,0.584576,1.294991,1.43893,-0.318616,1.134778,-0.844252,-0.087562,-0.774751,-0.257002,-2.547611,1.233147,-0.694861,-0.085601,0.732936,-0.267936,3.233036,0.468703,-0.432365,-1.089049,-0.932337
external,-0.045524,1.119305,-0.153303,-2.696443,1.309911,0.685281,-0.898259,0.117553,-0.76476,-1.255862,-0.093035,-1.600864,0.458794,-0.059398,-0.852531,1.53288,-0.864792,-0.190984,-0.442874,0.423565
side,-0.629996,-0.176256,-0.497753,-1.239981,1.381769,-0.128593,-0.938272,-0.183519,0.238244,-1.699506,-1.570636,0.716886,0.904241,1.406435,1.104238,-0.113767,-0.602649,2.20478,-0.473919,-0.757388
unit,0.842979,-0.310551,-0.237582,-1.928185,0.403372,0.184824,-1.381199,0.329431,0.063795,-1.808118,-0.711494,0.194421,1.368541,1.441259,-0.133661,-0.476803,-0.873266,0.982782,0.648499,-0.685492
equivalent,0.494115,-0.162983,-0.130078,-1.48167,0.841139,-1.474672,0.259729,-0.877921,0.219591,-2.227789,-0.202696,0.05995,0.39758,1.24648,-0.20698,0.312189,1.012668,0.98974,0.611922,-1.028624
conjecture,-1.04204,0.892839,-0.152399,-1.752186,1.956315,-0.733979,1.202431,-1.309626,0.359925,-0.688969,-1.607338,-1.234212,0.059607,-1.345849,-0.515108,0.491423,0.938769,1.269798,1.309452,-0.9509
infinite,0.493742,0.817164,-1.309992,-2.064425,-0.119793,-0.833694,-0.011895,-0.779936,-0.002278,-1.96533,0.040214,0.502631,0.464284,0.902114,-1.026874,0.778228,0.1898,0.966867,0.348333,-1.132879
operation,0.377124,-1.090381,-0.249167,-1.052699,-0.556127,-0.884132,-0.131649,0.3871,-0.546153,-3.039911,-0.067607,-0.629434,0.79639,1.415454,0.403586,1.494275,-0.254859,-0.118631,-0.191223,-1.105064
angle,0.204778,-0.403402,0.217569,-0.451892,1.839185,-0.027255,-1.660696,-1.042734,-0.084257,-0.945329,-1.018075,0.251421,1.245529,1.754996,0.927496,0.106123,-1.131913,3.024049,-0.03102,-0.702448
random,1.671307,1.427736,-2.166208,-1.768752,0.198765,0.164713,0.043144,1.035332,1.199371,-1.469569,-0.116216,-0.771941,-0.677004,1.475798,0.379736,0.305471,0.623136,-0.047921,0.4117,-1.238387
basis,0.720873,-0.227527,-0.615545,-1.630807,0.726059,-0.853589,0.334089,0.246831,-0.151038,-1.903988,-0.361596,-0.461271,0.600393,1.659266,-0.480527,-0.159588,0.048444,-0.301466,-0.258348,-1.213871
