word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
edge,-0.811385,-0.692474,0.195984,0.223798,-1.200324,0.086831,-0.059419,1.118782,0.26615,-0.615985,0.5193,0.51142,0.475573,-0.307246,-0.069281,-0.5734,-0.498185,-1.032261,0.001863,-0.784252,-0.163056,-1.682078,0.956817,-0.633467
sum,-0.197969,0.607367,-0.15462,-0.342212,-1.050784,0.627749,0.140195,-0.22553,0.575167,-0.244089,0.74235,0.246935,0.944557,0.097537,-0.416906,-0.106255,0.933649,-0.503233,0.12183,0.602231,-0.358968,-0.552812,-2.072507,-0.098242
plane,-1.204353,-1.857098,1.165468,-0.513637,-1.081735,-0.386605,0.089258,-0.274802,0.44285,-0.280248,-0.495583,0.693641,0.075739,0.65159,-0.080725,-0.069671,0.209171,-0.577167,-0.01115,-0.552343,-0.218767,-0.757498,0.729709,0.031442
analysis,0.027951,-0.902839,0.058692,-0.477259,-0.630919,-0.242686,0.417522,0.782767,0.466832,0.752958,-0.832063,1.099834,0.799511,0.262696,-0.314556,-1.159823,-0.185333,-0.964907,0.863799,1.849795,-1.910657,-0.185419,-0.50095,0.235482
dimension,-1.057433,-0.637144,0.328132,0.035258,-1.213387,-0.08457,0.442889,0.338206,1.264156,0.217055,0.20721,1.170329,1.107407,0.491172,-0.16216,-0.511937,-0.123232,-0.452945,0.705164,0.228656,-1.018314,-0.312402,-0.258745,-0.198886
curve,-1.439553,-1.290829,0.35599,0.694941,-1.749743,0.212817,0.290616,1.078983,0.504921,-0.116853,0.665562,0.409467,1.207478,-0.193882,-0.255583,-0.83489,-0.387505,0.302725,0.027384,0.061489,-0.337296,-1.635293,0.155928,0.229867
type,0.294239,-1.351515,-0.049808,0.184332,-1.301855,-0.512049,0.704756,0.35863,-0.104628,-0.244493,0.057148,1.401754,1.014809,1.222054,0.414042,-1.285158,0.63166,-1.412363,-0.562776,0.265623,-0.277146,0.149858,0.339139,-0.697345
operator,0.473453,-0.891979,0.475461,-0.215261,-1.906597,-0.175767,0.324088,0.193042,-0.578876,-0.46203,-0.323459,0.140093,-0.490365,1.126701,-0.206017,1.056897,0.688455,-0.947181,-0.032136,0.867098,-0.598073,-0.792876,0.160415,0.345679
prove,-0.307316,-0.333542,0.239136,-0.511933,0.74138,0.17832,0.982947,-0.164584,0.010015,-0.683023,-0.39248,1.434922,0.520074,0.297449,-0.686554,0.062006,0.249833,-0.855329,0.270783,0.046738,0.080004,-0.851689,-1.052433,0.412964
probability,-0.454012,-0.319651,0.387002,-0.786592,-0.944021,0.698841,1.331508,0.255361,0.100579,0.860194,0.068178,1.492581,1.192391,0.211747,-0.250373,-0.69789,0.548989,0.65426,0.141413,1.387504,-1.89643,-1.036177,-1.076892,0.39578
