word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
variable,0.028735,1.340052,1.001816,0.37308,0.411635,-0.67422,-0.04539,0.598209,-2.523452,0.451182,-0.400357,1.701932,-1.142356,0.70948,0.693215,-0.336062,-0.90684,-0.294159
solution,0.100754,0.86746,0.831654,-0.150203,0.263713,-1.460565,-0.411225,1.808171,-1.330906,0.078581,-0.079316,0.958954,-0.539466,0.806614,0.177521,0.681094,-0.368983,-1.108457
square,-0.524995,0.522671,-0.767627,0.339628,1.992416,0.335641,-0.373506,-0.788207,-0.627378,-0.535813,-0.631336,-0.498328,-1.369312,-0.201901,-0.177959,1.055515,0.038046,0.260602
map,-0.277338,0.979723,-0.677746,0.138216,-0.203293,0.177643,-0.414835,0.741154,-1.714766,0.281497,-0.278941,-0.042448,-0.987366,0.667775,0.136453,1.186864,-0.880537,1.286435
class,-0.314693,0.077174,-1.338436,-0.512592,0.290197,-0.653916,-0.276158,-0.244544,-0.48146,0.014524,-0.153409,1.379143,-0.56994,0.380362,0.186288,0.040296,-0.054267,0.520919
integer,0.157579,1.516113,0.590277,1.042409,1.392502,-0.340186,1.625481,0.663768,-2.554997,0.593516,-0.314338,0.719877,-1.054251,0.990606,0.628656,-1.406238,0.415372,-0.010501
mean,-1.714608,0.582725,-0.197052,0.432051,0.368832,-0.327522,-0.247535,0.512429,-0.821487,-0.501829,-0.104172,1.19751,-0.43907,-0.820267,0.704451,0.245445,-0.616282,-0.475168
proof,-0.539142,1.682855,0.7831,0.205938,0.218661,-0.692897,-0.194095,0.781727,-0.46394,-0.062543,0.572336,0.699669,-0.22364,0.082746,-0.17076,-0.741378,0.082108,0.038198
three,-1.365499,-0.33733,-1.211953,-0.4291,0.59041,0.279024,-0.684494,-0.17052,-0.257207,-0.184164,-0.077952,1.156007,-1.128287,-0.063346,0.082427,0.396495,0.249128,-0.219372
dimensional,-0.034227,1.206392,1.782222,0.342488,0.021095,-0.139929,0.249338,0.803062,-1.911023,1.013712,-0.525493,1.396784,-0.825498,0.470658,1.01575,1.193601,0.987253,0.014913
zero,-0.067876,0.879504,0.462666,0.642071,0.398633,-0.063231,-0.009581,0.836208,-0.113625,0.247208,-0.417849,1.267026,-1.497406,0.707112,0.580824,-0.102183,0.134471,-1.009221
algebraic,0.465298,1.096515,1.146548,0.468064,0.353694,-0.66287,1.38328,-0.029418,-2.576229,1.472008,-0.334053,0.819751,1.071758,1.258262,0.56731,0.529951,1.483035,0.314298
formula,-0.293294,-0.125639,0.547901,-0.142275,0.674616,-0.1816,0.470348,0.121687,-0.815845,0.400945,-0.546821,1.739942,-0.125016,1.44128,-0.920287,-0.343087,-0.048946,-0.75048
ring,-0.720485,-0.721926,0.3655,-0.083615,0.326502,0.795873,-0.133672,0.382576,-0.52957,0.150615,0.040704,1.181313,-1.261583,-0.584525,0.381595,0.577518,0.305553,-0.497559
edge,-0.300043,0.13064,-0.101295,0.28652,0.534966,0.893656,-1.007902,-0.289916,-1.510222,0.324573,-0.510829,1.014304,-1.471945,-1.066478,0.317008,0.898877,0.378026,-0.408107
sum,-0.605932,0.73309,0.272003,0.724667,1.691397,-0.885845,0.32275,0.778849,-0.504539,-0.682516,-0.123688,0.443718,-0.248562,0.22547,-0.081475,-1.033534,0.109405,-0.492591
plane,-0.144085,0.330152,0.649994,-0.179393,-0.706743,-0.057741,-0.348243,0.034438,-0.1905,-0.015742,0.25655,0.729194,-2.723639,0.103683,0.897702,0.767132,0.292367,-0.341588
analysis,-0.003182,1.7917,0.011379,-0.296896,-0.341216,-0.968733,-0.688822,1.342454,-1.445074,0.927022,0.063935,1.364982,0.55957,1.221565,1.423822,0.216947,-0.366818,-0.238987
dimension,-0.321528,1.386953,0.735782,0.518691,0.442048,-0.159502,0.049404,0.263418,-0.828696,0.537762,-0.192013,1.290325,-0.895606,0.336759,0.960814,0.72122,0.368989,0.094952
curve,0.387785,0.974409,0.646376,0.929068,1.037446,0.24999,-0.942931,-0.811063,-2.105209,0.553864,-0.042147,0.534092,-1.651579,0.133524,0.714807,0.639281,0.191972,-0.564703
type,-0.442061,0.493543,0.138543,-0.693237,0.547348,-0.549084,0.018801,0.67091,-1.435823,0.17409,0.048528,1.847617,-1.2852,-0.141785,0.870886,0.61267,-1.444019,0.512979
operator,0.670947,0.134662,-0.191918,-0.205038,-0.309201,-1.178739,0.148488,1.42619,-0.801919,-0.075843,0.083145,0.888191,-1.575838,0.635478,-0.810926,0.488332,0.221799,-0.056748
prove,-1.370413,0.768968,0.439359,-0.2766,-0.673063,-0.784243,-1.039642,0.260089,-0.176595,-0.60908,0.493924,0.944289,-0.486617,0.110046,-0.189986,-0.635105,0.353611,-0.357364
probability,-0.162054,1.799011,1.10723,0.761131,0.049596,-1.086833,-0.203378,-0.020572,-1.722244,0.398797,-0.420351,1.092203,-0.152275,1.762583,1.122944,-1.175788,0.0809,-0.755467
structure,-0.842417,0.125126,-0.546328,-0.034833,0.440538,-0.637978,-0.649299,0.404335,-2.699171,0.103465,0.136067,0.421037,-0.60071,0.27559,0.760846,2.13234,-0.21894,-0.023845
