word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
real,-0.647013,-0.609115,-0.131319,-0.626442,1.498535,0.025693,-0.821259,-0.84557,0.147518,-1.518077,0.489058,0.552808,-1.524696,-0.25679,0.284203,0.203745,-1.007327,0.000778,-0.627853,0.057292,0.91919,0.131967,0.768088,-0.698282,-0.079299,-1.960224,2.15101,0.598989,0.479956,-0.728174,-0.046782,0.029989,-0.036336,0.664143,0.1833
property,-0.322423,-0.230768,0.090515,-1.525432,0.826559,-0.364682,0.495988,-1.230301,0.132348,-1.194437,-0.157811,0.33302,-1.135765,-0.128033,-0.170217,0.669295,-0.71568,-0.09366,0.137362,0.033665,-0.208003,0.141421,-0.633435,-0.995906,-0.961772,-1.608727,1.801824,-0.059134,1.550656,-0.464786,-0.240769,-0.197997,-0.447253,0.705123,-0.869761
geometry,-0.438852,-0.374756,-1.099461,-0.578787,0.646739,0.805423,1.147186,-1.601061,0.18369,-0.136581,-0.039972,0.847526,-1.324195,-0.244639,-0.665236,1.013309,-1.350738,-0.619224,-1.66489,-0.113008,1.337821,0.258639,0.254025,-1.088528,0.727328,-1.411209,1.30273,-1.016878,-0.152274,0.246713,0.876853,-0.108016,-1.432159,0.675299,-1.01322
complex,-1.067288,-0.771692,-0.132536,-1.106302,1.288318,0.353399,-0.461372,-1.058177,0.499806,-1.496609,0.211821,0.315196,-0.873118,0.149904,-0.584769,0.214102,-0.902633,0.260552,-1.741387,-0.749804,1.062295,0.338334,0.091866,-0.860695,-0.069926,-1.641796,2.331009,0.239081,-0.276259,-0.803795,-0.29228,-0.551117,-0.140318,0.433833,-0.154371
linear,-0.3092,0.283065,0.527974,-0.577799,0.676457,0.154646,-0.182868,-0.603477,1.168005,-2.789357,0.180558,0.945524,-0.705827,-0.613116,-0.982669,0.447707,-0.947352,-0.225037,-0.658263,-0.701124,0.699867,-0.102804,-0.01983,-0.971691,-0.040651,-1.127144,1.717907,0.111239,1.064539,-0.850813,-0.292498,0.411729,-1.230231,-0.4017,-0.1647
polynomial,-0.407962,0.984063,-0.344632,0.100172,0.318614,-0.874801,-1.364896,-0.092614,0.006243,-2.044826,0.193799,1.295357,-1.66322,-0.60041,-1.899601,0.791743,-0.189314,-0.533532,-0.767168,-0.270023,0.252701,-1.168606,0.984175,-0.743955,-0.775397,-1.921094,1.915488,-0.829469,0.593304,-1.163962,-0.313983,-1.322895,0.756533,-0.173428,0.005439
algorithm,0.35368,1.548876,-0.486008,-0.503236,-1.198969,0.266919,-0.555265,1.234122,0.822927,-1.793978,-0.914926,0.968533,-0.787101,-0.539766,-1.141694,0.527329,-0.984033,0.074475,-0.841634,1.007473,-0.401999,-0.689232,1.296303,-1.692247,-0.412861,-0.48114,2.26913,-0.691961,0.746748,0.233362,-1.807694,0.356171,-0.779136,0.192886,-0.83454
mathematician,-0.446362,0.917873,0.243846,0.077922,1.445477,0.669039,0.857353,-0.829616,0.020898,0.44141,0.814232,1.950291,-1.399564,-0.482598,-0.498649,0.777578,-1.18364,0.526307,0.104876,-0.374587,-1.080016,0.893862,0.550191,-1.922447,3.167609,0.667062,1.929672,-0.352656,-1.734401,-0.451064,-0.547438,-0.662107,-0.439633,-0.016154,-0.447355
definition,-0.385618,-0.605303,0.046551,-1.078054,0.1403,0.304388,0.156588,-1.362825,0.789177,-0.888361,0.35243,0.559819,-1.47402,-0.255499,-0.096972,0.764617,-0.540201,-0.374462,-0.346953,0.044688,-0.122859,0.524246,0.162897,-1.019222,-0.943399,-1.35661,2.190602,-0.342658,1.113245,-0.69271,-0.157307,-0.242103,-0.39911,0.195448,0.042027
product,-0.633103,-0.887115,-0.197463,-1.158647,-0.506345,0.382872,0.11793,-1.106288,-0.295753,-1.956005,-0.475578,1.058819,-1.080138,0.022917,0.598242,-0.299515,-0.933149,-0.156265,-0.860653,-0.994993,-0.370266,0.408468,0.17758,-0.948404,-0.636506,-1.81804,1.385529,0.81384,0.935194,-1.171734,-0.367166,-0.779248,-0.418017,0.552851,0.620187
state,0.232242,1.013024,0.126177,-0.161628,1.45086,0.382507,0.257223,-0.598187,0.012758,-0.622871,0.417982,0.636441,-1.102695,0.339437,-0.278445,0.285707,-0.236447,0.737442,0.256631,0.314534,0.15451,0.717676,-0.068464,-2.350155,0.253656,0.341212,2.371417,-0.465594,1.470019,-0.705781,0.270575,-0.070913,0.655391,0.018384,0.248596
sequence,-2.159653,-0.662398,0.856081,0.018227,-0.026034,-0.064833,-1.185228,-0.641369,0.391239,-1.477229,-0.094268,0.691062,-0.494768,0.494286,-0.369134,0.828337,-0.859489,0.042896,-0.576053,1.116789,-0.309718,0.628213,0.585001,-1.502166,-1.085201,-1.36194,2.016201,0.276941,0.482693,-0.405035,-0.745526,-0.659986,1.233894,0.760768,-0.135357
distribution,-0.819395,1.392974,0.663723,-1.68059,-0.564538,-1.732735,0.2665,-1.758139,0.725961,-0.965349,-0.398508,1.522555,-0.079291,-0.235347,-0.994855,1.015098,0.450267,0.765138,0.241139,-0.130207,0.569487,0.759255,0.034901,-0.587203,-0.386492,-1.348637,2.219749,0.507247,1.268172,0.471441,0.469272,0.685606,1.249634,0.889086,1.702227
variable,-0.265532,-0.412247,0.614634,-0.284219,1.086893,-0.720475,-0.475239,-1.216312,0.775321,-2.131126,0.03443,1.752905,0.002962,-1.078382,-0.317695,0.996284,0.35105,0.452396,0.411004,-0.403062,0.21534,0.688058,0.940097,-0.118974,-0.642391,-0.994823,2.198557,-0.640008,1.706719,-0.348808,-0.154706,0.891619,0.542728,0.041982,1.474627
solution,-0.414332,0.913043,0.430951,-0.315809,1.283443,-0.301658,-0.856411,0.049937,-0.083715,-1.882893,-0.479809,0.164982,-1.673302,0.122878,-0.518618,0.086671,-0.902138,-0.818856,-0.472206,-0.483959,0.505146,0.075135,0.701903,-0.544703,-0.226814,-0.583747,2.611703,-1.279917,0.780767,0.32047,-0.162647,0.893011,-0.908219,-0.036104,0.214338
square,-1.509803,1.020623,-1.077822,0.14974,-0.563291,-0.822565,-0.249695,-1.144561,-0.805026,-1.870723,-1.716181,0.734138,-0.709077,0.393525,-0.202374,0.071017,-1.166708,-0.542341,0.11843,-0.01192,0.574677,0.773773,0.947474,-0.808475,0.090625,-1.708321,1.426056,0.316239,0.405145,0.245955,-0.112549,-0.170889,-1.385981,-0.004264,0.853534
map,-1.492313,-1.08374,0.594536,-1.333319,0.913883,1.085082,0.310449,-0.181085,0.368065,-1.350827,-0.247501,-0.260316,-1.02321,0.550689,-0.374165,0.818596,0.041901,0.163383,-1.296272,-0.858602,0.137435,0.640376,-1.622902,-1.192009,-0.869391,-1.194901,1.660055,0.513926,0.297803,-1.191786,-0.865434,0.155689,-1.142554,0.272225,0.641256
class,-0.569594,-0.14331,0.192284,-1.176177,1.146398,0.504902,-0.295682,-0.139619,0.568533,-0.673249,-0.084706,0.143097,-0.606949,-0.326274,-0.255662,0.859311,-1.613528,0.107112,-0.2515,-0.905024,-0.136804,-0.518378,-0.274519,-1.83007,-0.723149,-0.587985,1.204279,-1.036928,0.924932,-0.957111,-0.102886,-0.92304,-1.004295,1.022609,0.699017
integer,-1.07672,0.153648,-0.808226,0.190444,0.331281,-0.801953,-1.54034,-0.232264,-0.221041,-1.727673,-0.501041,0.540298,-1.737071,-0.63911,0.487006,0.530223,-1.587682,0.061789,-0.384655,0.389768,-0.131126,-0.431742,0.485797,-0.837153,-0.685637,-1.725952,1.815983,-0.442548,0.539222,-0.795297,-0.636614,-0.861476,0.071403,0.859786,0.704619
