word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
sum,0.580996,0.523808,-0.153819,0.982343,-1.070152,0.975369,1.074993,-1.203174,0.118874,0.385344,0.459518,-0.703888,0.07833,-0.891954,0.644553,-0.211489,-0.041065,0.056282,0.529737,-0.626074,0.438525,-1.894733,-0.539311,-0.547826,0.629761,0.506794,0.228762,-0.747176,-0.810687
plane,-0.570644,0.351615,0.835165,0.719475,-0.813701,0.141527,-0.156166,-1.097648,0.060808,-1.244792,0.062252,0.706202,0.063517,0.600976,0.056768,0.195451,0.904295,0.018941,0.512203,0.125186,1.672386,0.066557,-1.480824,-0.741956,0.784753,0.880805,-1.530504,0.250754,-0.548655
analysis,1.289557,0.030808,-1.101789,-0.381965,-0.955566,-0.225268,1.176627,-0.879349,-0.053801,-1.975901,0.078909,-0.206234,-0.08491,-1.534572,0.043081,1.140998,-0.174995,0.728951,-0.666133,0.110108,0.568887,0.568063,-0.825234,-1.058379,0.285449,-0.185214,0.228505,-0.047104,-0.422754
dimension,0.415625,0.636795,-0.351206,0.527412,-0.987991,-0.107743,1.307568,-0.972803,-0.409049,-1.359357,0.477833,0.405958,0.098967,-0.151164,0.044303,0.269726,0.896059,0.513109,1.05502,0.108414,0.063923,-0.323128,-0.147986,-1.527187,0.768797,0.978227,-0.715267,-0.316806,-0.444229
curve,0.417184,-0.146531,0.370876,1.244377,-1.229248,-0.259303,0.962994,-1.257375,0.462658,-1.00314,0.123879,0.590254,-0.930138,0.169554,-0.489446,1.220307,0.527149,1.235668,0.706732,-0.416927,-0.309629,-0.65754,-0.929005,-0.188468,1.320984,1.208332,-1.164085,-0.199721,0.50383
type,0.013737,-0.247133,-0.197396,-0.145058,-0.469095,-0.233723,-0.168741,-1.544881,0.547875,-2.295091,0.25691,0.334275,-0.151442,-0.91258,0.93827,0.769169,-0.351375,-1.172952,1.096454,-0.255007,0.045274,-0.023038,-0.088341,-0.61711,0.374132,0.70639,-0.65394,0.214186,-0.31643
operator,-0.445023,-0.764357,0.685171,0.277797,-0.904466,1.092923,-0.289593,-0.820506,-1.009347,-0.79414,0.417892,0.039141,-0.462024,-0.667159,0.206294,0.197018,-0.508822,-0.402168,0.512069,-1.006353,0.911709,0.306381,-2.173027,-0.665123,0.475141,1.044506,-0.135471,-0.342288,-1.221352
prove,-0.32986,1.194283,0.111834,0.629479,-1.21688,0.637148,0.546489,-0.634456,0.457466,-0.198816,0.187171,-0.466919,0.851618,-1.212694,-0.427899,0.125552,-0.37454,-0.049863,0.288282,0.322297,0.605446,0.188942,-0.649782,0.00278,0.702468,-0.509985,-0.387131,0.097917,-0.149622
probability,0.276086,0.767194,-0.391633,-0.228791,-1.020106,0.362,1.738146,-2.073823,0.847581,-0.963949,-0.110415,-0.324356,-0.140583,-1.078224,-0.466336,1.101159,-0.055372,1.143256,0.229032,-0.641761,0.69931,-0.313542,-1.530021,-0.281753,0.454159,0.44636,0.506764,-0.751603,-1.450906
structure,0.21059,-0.281524,-0.16088,0.443441,-0.030299,-0.157032,-0.38799,-0.799305,-0.82599,-2.156243,0.024793,0.304924,-1.19958,-1.193596,-0.166453,0.856505,-0.050222,0.339169,-0.01548,-0.042463,-0.059252,-0.407785,0.475274,-0.874803,1.855187,-0.598528,-1.455094,-0.189743,0.072527
representation,0.301213,0.113879,-0.289085,0.314613,-1.015308,-0.344715,0.304408,-0.518668,-0.825136,-1.448934,0.58409,-0.474997,0.184078,-1.227571,-0.253644,0.074575,0.842612,0.7669,0.409844,-1.321786,0.171169,-0.230522,-0.116455,-1.22116,0.71329,-0.263425,-0.028806,-1.519432,-0.617445
series,-0.214187,-0.644911,-0.329012,1.08337,-1.400182,-0.261886,0.628537,0.795588,-0.234825,-1.070034,0.073151,0.333054,0.768169,0.370259,-0.282982,-0.53813,0.086596,-0.92215,1.129064,0.82171,0.407107,-0.203071,-0.053887,-0.760184,-0.252433,0.167702,0.93311,1.082758,0.041219
prime,0.459335,-0.402979,0.174294,0.402547,-0.271055,0.402533,0.388088,0.592994,-0.10984,0.398677,1.426939,-0.752274,0.369464,-0.067332,-0.082855,-0.842079,0.01268,-0.023037,0.18747,-0.567234,2.183637,-0.450551,-0.365622,-0.716001,-0.036554,-1.001614,-0.526704,-0.78272,-0.394582
measure,0.626765,0.194529,-0.600529,0.768869,-0.046666,0.535861,1.100974,-1.970377,0.300338,-1.040207,0.114294,0.146256,-0.357155,-0.890597,0.636731,1.216933,0.788188,0.106154,0.218466,-0.422956,1.214802,-0.104042,-0.164405,-0.438816,0.233829,-0.188421,-0.851448,-0.47145,0.39551
equal,0.091981,0.453603,-0.320335,1.154261,-0.194173,0.732755,1.391725,-1.269293,0.420078,-0.708875,0.741092,-0.739764,-0.240711,-0.926397,0.316798,-0.179584,1.150581,0.089143,1.074983,-1.071935,0.513829,-0.912139,-0.239851,-0.329963,0.304215,-0.298849,-0.189596,-0.940658,-0.160405
lie,0.681296,0.77871,1.427572,0.573099,-0.257706,0.185574,-0.326505,-0.832823,-0.538719,-0.647493,-0.076166,-0.378743,-0.506201,0.332784,-0.278395,0.503576,0.402494,-0.355145,0.09978,-0.624199,0.706135,-0.644611,0.638399,-0.235775,1.4136,-0.166554,-0.414556,0.511192,0.28455
manifold,0.281489,0.338252,-0.045856,-0.200252,-1.140143,-0.153798,0.609882,-1.559176,-0.27631,-0.294073,1.372664,0.976152,-0.225092,-0.178556,-0.091341,0.102093,0.156712,1.68095,0.725058,-0.325436,-0.673211,-0.671671,-1.263851,-0.619515,2.022881,2.060971,-0.783165,-0.657127,-0.857447
degree,-0.389453,0.025123,-0.047132,-0.059071,0.983886,-0.259501,1.48683,-0.712555,0.165828,-1.32561,0.624153,0.23602,-0.965864,-1.321807,0.176789,0.072913,1.344334,-0.164796,-0.852103,0.484307,0.287027,-0.858549,-1.065172,0.33033,1.212961,-0.631166,0.491983,-0.591998,0.316781
differential,0.17016,-0.164348,-0.624867,-0.240796,-0.359963,-0.450264,1.557815,-1.566948,0.414469,-0.929742,0.832743,0.729404,-0.367236,-1.175443,-0.430782,0.755122,-0.216944,1.039659,0.718266,-0.439069,0.09349,0.023007,-1.755857,-0.170204,1.286679,1.266503,-0.436882,-0.47306,-0.79664
$\mathbb{C}$,0.964629,-1.068774,0.171317,-0.055505,0.098527,-0.156161,-0.029161,-0.753729,0.93834,-1.622257,0.395292,-0.406023,-0.930034,-0.096664,0.979338,-0.710899,-0.784159,-0.272444,1.347516,0.302134,0.332675,-0.791383,-1.172865,0.337923,0.167646,0.210207,-0.261081,0.475211,-0.33699
