word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
state,-0.989299,-0.052525,-0.600925,0.623003,1.1523,-0.739798,0.250633,0.090353,0.257878,0.041967,0.146553,-0.322695,1.818046,0.049211,0.175677,0.449147,0.097705,0.370055,1.264241,-0.190291,0.041336,0.552309,-0.548629,-0.195258,-0.548312,0.079146,0.205169,-0.134896,-0.149156,-0.146614,0.313001,0.073755,-0.140361,-0.231647,-0.28293,0.696415,0.554745,0.70271,0.857035,-0.908981
sequence,-0.087613,0.34024,-0.754059,1.219855,0.370713,-1.215975,0.662503,-0.772183,0.353567,-0.056965,1.111503,0.508183,-0.46771,-0.520186,0.753633,0.012281,1.034796,-1.575541,-0.400279,-0.117115,0.07828,0.510941,0.664235,-0.613617,-0.387973,-0.349906,-0.067673,1.175135,-0.154852,0.83721,-0.169651,-0.480247,-1.12545,-0.073907,0.187383,0.018644,0.226993,-0.337911,-1.574539,0.139622
distribution,0.416745,0.577295,0.015982,-0.857548,1.148675,-0.045716,0.730377,-0.345566,0.825862,0.015188,0.708198,-0.790095,0.72615,-0.34091,0.523038,-0.48713,1.267088,0.087683,-0.381388,-0.407937,0.100602,0.448711,-0.122938,-0.677382,-0.654053,1.020719,-1.072958,0.16296,-1.235562,0.306008,-0.402407,-0.635324,-0.692758,0.328262,1.594143,0.086962,0.694955,0.380394,-0.831254,-0.726734
variable,0.582008,1.193303,-0.910326,0.680495,0.828052,-1.198257,0.716452,-0.26673,0.264691,0.707553,0.619747,0.492409,-0.160044,-0.369508,0.427674,-0.243124,1.304574,0.020659,-0.876769,-0.88457,-0.417991,-0.223047,0.640314,-0.24926,-0.725402,0.937809,-0.110596,0.380871,-0.980462,0.832738,-0.227011,-0.790279,-0.874747,0.769802,2.14388,0.566534,0.278251,-0.613248,-1.026473,-0.272962
solution,-0.683872,-0.031885,-0.731294,0.092858,0.856914,0.107944,-0.21657,-0.588661,0.274923,0.066565,0.310456,0.502706,0.382077,0.042451,0.435008,0.285436,1.715553,-0.516507,-1.235015,-1.289207,0.459672,-0.910188,-0.330793,0.145771,-0.629691,0.462756,-0.003506,0.481394,-0.605969,0.720329,-0.603391,0.279367,0.032334,0.286576,1.48498,0.892001,-0.239754,0.457616,0.224876,-0.623365
square,-0.733846,-0.452095,0.691747,0.373991,-0.655154,-0.687773,1.38511,-0.360789,-0.177353,-0.695349,-0.35329,0.47411,0.746946,0.258609,0.362777,-1.679794,-0.031962,-0.64091,1.068914,0.027856,0.605661,-0.217545,0.297196,0.21426,0.539394,0.409636,-0.373072,0.925203,-0.628732,-1.192556,0.052528,-0.394168,-0.534301,-0.135499,0.816568,0.583707,0.590577,0.427185,0.538693,0.130097
map,-0.000391,0.943775,0.874952,0.266215,0.025344,-0.8905,0.386726,-0.156423,0.970179,-0.280466,-0.053486,0.959281,1.583629,-0.380813,0.58059,-0.422102,-0.223631,-1.330751,0.065563,-0.094925,1.115556,0.347152,-0.158181,-0.337405,-0.167575,0.094365,-0.056974,-0.095923,-0.726094,0.57832,-0.916518,0.246906,-0.747503,0.105128,0.601333,0.3969,-0.201986,-0.373634,-0.824523,-1.101202
class,0.374566,0.383299,-0.100053,0.712097,0.047451,-0.717179,-0.874466,-0.68071,-0.471824,0.633077,0.594464,-0.081397,0.216786,0.329392,-0.833171,-0.354725,0.064287,-0.08342,0.876238,-0.523967,-0.569087,0.656173,0.849984,-0.437937,0.338768,0.769172,0.587839,0.987379,0.129171,-0.268592,0.019963,-0.755336,0.325113,0.334851,0.28202,1.407706,0.19712,0.254134,0.177453,-0.660993
integer,-0.075699,0.733332,-1.098384,0.550977,0.499529,-0.969832,2.17706,0.929089,-0.231504,0.441533,0.913506,1.041929,0.278088,0.267487,0.175125,-0.597816,0.200315,-0.442956,-1.527293,-1.067446,-0.637747,-0.337213,0.275809,1.249745,-1.064025,-0.260383,0.209223,1.928768,-0.525236,0.422123,-0.51957,-0.830582,-1.347136,0.715379,0.920028,1.296634,0.856155,-0.717843,-1.131913,-0.308723
mean,-0.393659,0.466233,-0.626008,0.305358,0.27729,-0.531229,0.117204,-0.484483,-0.502729,-0.2459,-0.154099,0.903696,1.25158,-0.146392,0.700922,0.549552,0.893609,0.716731,0.053523,-0.943259,-0.381579,0.855794,0.596206,-0.498,-0.248239,0.460444,-0.272162,0.650167,-0.994355,0.066127,-0.281079,-0.078202,0.097326,0.609642,0.412835,0.092766,-0.098871,-0.009843,-0.398749,0.405832
