word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
complex,-0.008454,0.767945,-0.222121,0.210091,-0.827367,0.680952,-1.002821,0.897826,1.248452,0.717976,-0.280026,0.008837,-0.534598,-0.396981,0.254788,0.5928,-0.09245,-0.165591,-0.668149,0.196035,1.736964,-0.202293,0.515869,-0.048022,-0.161261,-0.052273,-0.419068,0.476616,-0.953345,0.356774,0.414791,0.039034,-0.341602,0.285356,1.018756
linear,0.745475,0.066526,1.636479,-0.042455,-0.061625,-1.852653,-0.361125,-0.261588,1.238125,-0.271384,-0.836404,-0.154399,-0.317107,0.815782,-0.291805,0.957462,0.031618,-0.523675,-0.113913,-0.129325,2.50964,-0.772262,0.505923,-0.249859,-0.510774,-1.297164,1.155716,1.101164,-0.569393,-0.427645,0.280823,-0.631801,-0.301334,0.815316,0.639042
polynomial,0.132902,0.195225,0.734217,0.436393,0.068053,-1.52901,-1.319654,1.430882,0.470217,-0.976466,-1.208826,-2.162881,0.408648,0.529963,-1.038945,-0.285082,-0.887061,-1.425767,-0.468245,-0.560121,1.975695,-0.770332,-0.365932,0.839435,-0.107115,-0.613131,0.180928,0.078812,0.530074,-0.331067,1.381975,-0.14789,0.159797,-0.241123,-0.181707
algorithm,0.431241,-0.176645,1.369336,-0.131019,-0.197733,-0.163284,-1.333008,1.191685,1.230203,-1.102446,-0.334641,-0.765241,-0.747118,0.160018,-1.052718,-0.701385,-0.898051,-0.790403,-0.410877,-0.802249,2.480147,-0.573366,-0.69204,-0.074635,-0.03897,-0.774597,0.248799,0.639108,0.903513,0.050253,0.635573,-1.096155,-0.97912,0.136968,-0.77659
mathematician,-0.398536,1.603487,1.545999,0.627334,-0.294353,-1.071052,-0.683914,0.023712,-1.829161,-0.258313,-1.233029,-0.031715,0.500186,-0.305957,0.003603,-1.20522,-2.217978,-0.762959,1.155963,-0.657282,0.17623,1.283533,-0.411654,0.388052,-0.66872,-0.299945,0.425882,0.504531,-0.219405,-0.727251,-0.18889,-1.554252,-0.570607,-0.115872,0.068688
definition,0.101411,0.430508,0.704081,-0.24674,-0.468241,-0.649284,0.332545,0.220535,1.222229,-0.523769,0.407271,0.396414,0.617319,-0.189788,-0.357028,0.368742,-0.876595,0.256745,-0.814152,0.429443,2.123156,-0.739706,0.982703,-0.464855,-0.222873,0.020866,0.115819,-0.236492,1.155607,-0.005897,0.68808,-0.234831,-0.618957,0.275715,-0.156923
product,-0.079657,-1.138702,-0.58432,0.709953,-1.244471,-0.023072,-0.279789,-0.025775,1.007959,0.502518,0.660278,-0.202195,-0.798146,-0.1232,0.39267,0.323285,-0.132022,0.176469,-2.238114,0.387112,1.492314,0.065164,0.006701,-1.801428,-0.740743,-0.564332,-0.569005,0.153298,0.522873,0.646771,0.35957,-1.433847,-0.137451,-0.141545,-0.031538
state,-0.097052,0.202638,-1.006076,-1.182581,-0.019425,-0.078577,0.128142,0.429896,1.274688,0.376662,1.030838,1.28326,0.835274,0.083519,0.448515,-0.5603,-0.807476,-0.361608,0.438664,-0.214745,0.582569,0.040397,0.385625,-0.451533,-0.841268,-0.080349,-0.241998,0.315469,0.275741,0.100202,0.186595,0.403483,-0.592763,-0.480464,0.806817
sequence,-0.261802,0.269231,0.740833,-0.404409,-0.008111,0.713965,-0.908799,0.507697,0.693876,-0.62603,-0.911587,-0.450288,-0.499006,-0.319434,-0.573123,1.166131,-0.203933,-0.642431,-0.110976,-0.19535,2.047693,-0.832225,0.131992,-0.604391,-0.028769,-0.834747,-0.264607,-0.453526,-0.059694,1.347178,1.539777,0.097293,-0.864522,0.783418,-0.028148
distribution,-0.36856,-0.76901,0.13408,-0.839539,0.229579,-1.390331,-0.139549,-0.581264,1.398685,1.093602,0.351982,-0.090872,-0.206193,-0.174343,-1.048124,1.186041,-0.124967,0.303778,-1.353513,-0.716438,1.35411,-0.510333,0.388322,-0.771154,-1.01333,-0.452431,0.04483,0.051906,-0.142903,0.071126,0.720044,-0.657296,-0.426399,0.192296,-0.697692
