word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
dimensional,-0.227589,-0.945023,-1.462849,-0.803204,-1.165084,0.361429,0.555291,-0.27552,0.893974,-0.852195,0.290842,-0.926615,0.636831,-0.042023,-2.000402,1.052835,-0.63966,0.68916,-1.17836,0.807002,-0.527222,1.158597,-2.280101,-1.173312,-0.26455,-0.513118,0.671542
zero,-0.853465,0.138441,-0.568832,0.899616,-1.848784,0.740537,0.068709,0.312125,0.969821,0.225298,-0.438362,-0.179657,-0.113595,-0.503398,-0.565182,1.144865,-2.143952,0.677127,0.61177,0.657547,-0.030646,-0.225722,-2.302899,-0.988019,-1.240096,0.018985,0.584753
algebraic,-0.837526,0.339405,-1.665464,-0.390726,-1.772708,1.420399,0.17552,-0.549265,0.313292,-1.834982,-0.81072,-1.354769,-1.596293,-0.590129,-1.256272,0.221165,0.299584,0.652237,-0.884478,0.834799,0.564307,-0.096541,-2.24283,0.023593,-0.457766,-0.10287,-0.066246
formula,-1.369029,0.949361,-1.788776,-0.118997,-0.884929,1.749378,-0.095667,1.248991,-1.338532,0.242267,0.193971,-0.393636,0.822672,-0.554004,-0.725015,1.004745,-0.71936,-0.38973,0.468776,0.697213,-0.210332,-1.10686,-2.411093,-0.279794,-0.553459,-0.149531,-0.74066
ring,-0.359141,0.35248,-2.007227,-0.606612,-1.494602,0.715577,1.113519,-0.333604,0.232938,-1.409622,0.07626,-0.89843,-1.955217,-0.356492,-0.887454,-0.356472,-2.004397,0.782424,0.874089,0.668443,0.66429,-0.205352,-1.263209,-1.345098,-0.864611,-0.364543,0.465948
edge,0.446401,-0.689757,-0.449388,-0.47852,-0.554701,1.607859,0.618384,-0.409849,0.563573,-0.311898,1.55926,1.309711,0.573129,0.564311,-0.163879,0.625481,-2.281546,-0.764347,-1.074125,1.133496,-1.367702,1.672386,-2.400103,0.942558,-0.300604,-0.395866,0.977612
sum,-0.962357,0.523849,-0.956899,0.160657,-1.269177,1.199378,0.335619,0.266446,-0.427535,-0.205988,0.177316,0.148971,0.662113,0.665698,-0.372302,0.785122,-1.505242,1.143278,0.953042,0.691581,0.072226,0.15797,-2.501212,-0.893389,-0.856222,-0.931189,0.903525
plane,0.440343,-1.21906,-1.888795,-1.267044,-0.794741,0.892924,-0.173237,0.592072,1.003093,-0.675672,-0.023279,-0.641303,0.885459,-1.344493,-1.53169,0.476442,-1.166248,0.275702,-0.376273,0.57948,-0.930407,1.276995,-2.740776,0.672079,-0.517979,0.278248,0.362653
analysis,-1.68267,0.058111,-0.926249,0.585601,-1.81328,0.310314,-0.445355,-0.548497,-0.887919,-1.208406,-0.716216,-0.2709,-0.18746,0.725549,-1.487619,0.839105,0.647688,0.4728,-1.844172,-1.073704,0.215998,-0.464272,-1.747378,-0.102745,-0.234257,0.287668,0.748406
dimension,-0.107662,-0.749291,-1.202697,-0.241724,-1.656543,1.032368,0.418062,-0.867897,0.650554,-0.383441,-0.043596,-0.506973,0.205709,-0.126589,-1.931937,0.8572,-0.539554,0.648738,-0.408631,0.908046,-0.297784,1.103504,-1.803931,-0.91902,-0.999229,-0.826588,0.687214
curve,-0.212816,0.036361,-0.794777,-0.0793,-1.730825,0.469015,-1.354869,-0.473533,1.256241,-1.358537,0.491181,-0.381758,0.961967,-1.223327,-1.381205,0.215343,-0.685705,-0.233966,0.360978,0.392801,0.01257,0.280431,-2.782165,0.084499,-0.091589,0.815866,-0.328234
type,-1.452016,0.610641,-1.033299,-0.736774,-0.412837,1.231639,0.352286,-0.04279,0.037635,-0.395769,0.648857,-0.272135,-0.4159,0.265541,-2.064719,0.430508,-1.20295,-0.239832,-1.105995,-0.177002,-0.345233,0.289267,-1.580043,-0.666511,0.010155,-0.205294,-0.191543
