word,1,2,3,4,5,6,7
exponential,0.595568,-0.422939,-1.740163,-1.824399,0.554074,-1.992003,-0.066889
range,2.066853,1.422691,-0.230214,-0.863924,1.502494,0.120588,-0.423256
subspace,0.148176,0.227941,-2.22016,-1.570662,-0.113975,-2.444792,-0.476118
support,1.964713,-0.611175,0.63209,0.393729,1.45392,0.015921,-0.367057
diagonal,0.306368,1.324776,-1.177261,-1.829543,-0.071888,-1.028132,-1.291075
computation,0.659315,-0.746673,-1.32239,-1.349965,1.305911,-1.87839,1.012203
curvature,0.409507,-0.000222,-1.752984,-2.192434,-0.371118,-1.871125,-0.516061
flow,1.791398,1.005733,-0.779336,-1.606415,0.673476,0.151377,-0.413401
analytic,0.780188,-0.967474,-0.89439,-0.662062,1.461766,-1.857686,1.912008
chain,1.183584,0.622852,0.085664,-1.216465,1.073782,-0.084294,-0.176342
cohomology,-0.427604,-0.157956,-1.912865,-2.269284,-0.443926,-1.931365,0.691893
trivial,0.548079,-0.81804,-0.821102,-1.513578,0.137059,-2.156183,-0.616213
converge,0.62045,0.140649,-1.178105,-1.333855,0.286798,-0.655824,-0.859472
lemma,-0.495762,-0.673655,-1.486372,-1.785382,-0.824904,-1.484479,0.414561
origin,2.089029,0.579527,0.549986,0.303295,-0.489465,-0.720944,0.203216
convergence,0.839538,-0.411121,-1.527914,-0.74514,0.60459,-1.232904,0.323974
division,1.166302,0.463113,0.129662,1.555136,1.599128,1.375492,-0.130878
union,1.875739,-0.359966,0.48967,1.749023,0.776607,1.282166,0.561848
empty,0.905797,0.797966,0.251578,-1.383628,0.201589,-0.020865,-1.513112
computational,0.988408,-0.878431,-1.128041,-1.139795,1.467149,-1.737651,2.661371
functor,-0.383391,-0.123648,-2.346198,-1.510035,-0.899059,-2.097377,-0.572563
fraction,0.945232,-0.204172,-1.462923,-1.116893,0.64409,-1.068387,-0.855069
source,1.689956,0.687143,0.379122,0.359377,0.415185,-0.272713,0.647732
eigenvalue,0.118174,-0.203098,-2.191815,-1.099514,-0.026969,-2.90465,-0.807766
translation,1.027582,0.510017,0.63765,0.623301,-0.885419,-1.81754,1.32742
hypothesis,1.594301,-1.063775,-0.661812,-1.463978,-0.346492,-1.371025,0.724466
scalar,0.38489,-0.097471,-1.890707,-1.825203,0.363939,-2.314201,-0.098611
coxeter,-1.709703,1.379101,-1.742809,-1.951579,-0.270196,-0.826451,1.493154
third,1.009913,0.588389,1.501107,0.596625,0.832063,0.595571,-0.848305
Fourier,0.226379,-0.184577,-1.8007,-1.536881,-0.395659,-2.173235,0.975193
bit,0.097226,0.081954,0.494873,-1.563642,1.831882,-1.517517,-1.16916
exact,1.854354,-0.186243,-0.348243,-0.888836,0.166993,-0.951652,-0.234759
elementary,-0.255382,0.438716,0.066663,-0.325125,0.222949,1.366789,1.323692
maximal,0.342106,-0.445024,-1.818568,-1.472984,0.38657,-1.802514,-0.886521
radius,0.513251,1.148174,-1.66629,-1.542002,0.746637,-0.77195,-1.228534
homomorphism,-0.008332,0.042019,-2.393229,-1.19847,-0.253691,-2.203963,-0.402571
identify,2.146351,-0.298181,0.273558,-0.528357,0.2667,-0.468611,0.110601
distinct,2.518367,0.88799,-0.528261,-1.052981,-0.180655,-1.434827,-0.123241
minimum,1.50933,-0.344701,-1.110198,-0.568879,2.044629,0.156785,-1.134469
development,2.282499,-0.085166,0.189536,0.178981,1.958807,-0.062124,1.014038
ordinal,-0.017955,-0.790983,-2.010619,-0.965893,-0.369571,-1.803508,-0.829515
homotopy,-0.125712,-0.282916,-2.155956,-2.154971,-0.423886,-1.8355,0.539741
elliptic,-0.320488,0.928277,-1.698168,-2.510365,-0.3894,-1.254361,-0.207511
mapping,1.018132,0.352392,-1.613763,-1.089447,1.283868,-1.564602,1.129548
alternative,1.651587,-0.177609,0.565903,-0.604204,1.342675,-0.909541,0.488364
rate,1.803999,-0.264639,-0.522906,-0.621413,2.089021,0.401767,-1.148059
character,0.751823,-0.166156,2.931469,-1.02207,0.027266,-1.474904,-0.420339
central,2.08083,1.24616,0.025338,0.943615,0.631374,0.714779,0.034514
irreducible,0.111649,-0.294106,-1.992191,-1.588633,-0.21042,-2.505895,-0.493213
principal,0.976687,-0.278853,0.857336,0.250423,-0.000998,0.61758,1.070255
count,0.921758,-0.07894,0.557344,0.665996,-0.984752,0.338989,-0.825098
finitely,0.204627,-0.367005,-2.120926,-1.60308,-0.030578,-2.310993,-0.574506
kernel,0.093406,-0.069831,-1.381309,-1.30291,1.569353,-1.688252,-0.410314
