word,1,2,3,4,5,6,7,8,9,10,11,12,13,14
distance,0.780635,0.59506,-0.626846,0.595704,0.445526,0.454672,1.921438,0.196188,-0.453201,0.284243,0.070808,-0.012543,-0.64514,-0.376901
notation,-0.114586,-1.126583,-0.505579,1.288879,2.150088,0.017438,0.996795,0.041084,1.050109,-0.567752,0.660404,-1.765536,-0.517962,0.449799
parameter,1.101544,-0.460338,-0.757831,2.829874,1.379649,1.219357,1.587314,-0.202708,1.562002,-0.002435,0.452714,-1.376436,-0.076364,-0.475696
euclidean,0.126295,-1.291823,-0.903614,1.182443,2.465792,1.619547,1.220205,-0.683657,0.631821,-0.444638,0.586548,-2.445391,-0.298789,-0.384016
symmetric,0.662145,-0.74563,-1.117026,1.696088,1.62189,1.339211,0.973147,-1.060454,0.452953,-0.18275,0.538147,-2.26438,-0.639603,-0.055054
metric,0.985847,-0.390382,-0.147554,1.58928,0.783916,0.076645,1.578509,-0.558184,1.25408,-0.474771,0.238935,-1.381089,0.22515,-0.093006
test,1.051192,0.889253,-0.883224,1.274226,0.486541,-0.295701,0.655285,0.490669,1.401753,0.634223,0.145916,0.333464,-0.308925,-1.418439
bundle,0.397787,-0.827768,-0.886833,1.04488,0.905515,0.281123,0.908298,-0.867841,0.948657,1.015785,1.150656,-1.576376,0.029421,0.721174
center,-0.426506,1.45849,0.09236,-0.448293,-1.006016,0.946842,1.700379,0.576856,0.469494,0.064117,0.465181,0.114586,-0.708797,-0.599752
symbol,-0.271446,-0.571993,-0.198575,1.080412,0.886631,0.237265,1.018555,0.860608,-0.745647,0.061987,1.226523,-0.717364,-0.692068,0.582154
projective,0.210225,-1.17665,-0.577282,1.288693,1.921663,1.628586,0.556789,-0.780793,0.199834,-0.275096,0.399486,-2.579978,-0.163748,-0.139994
sphere,0.564425,-0.656288,0.067835,1.235819,1.225,1.333824,0.757626,0.341716,-0.289649,0.148607,0.6441,-0.675764,-0.991925,0.05502
interval,1.025283,-0.653322,-0.993878,1.33093,1.119308,0.184014,1.931489,-0.149884,0.150104,-0.318291,-0.048267,-0.829173,-0.210101,-0.581217
single,-0.251621,0.001148,-1.616882,0.402313,0.199712,-0.191817,1.769512,0.408708,0.653545,1.805658,-0.220851,0.952375,-0.654131,0.330563
geometric,0.19958,-1.438825,0.761078,0.794019,2.297095,1.00494,1.399449,0.26708,0.563408,0.157213,0.81768,-2.016591,-1.074233,-0.058273
ideal,0.080162,-1.223165,0.244571,1.438981,0.562057,0.8688,0.66459,-0.026508,-0.048951,-0.062224,0.814351,-0.163916,-1.058049,-0.324423
dual,0.790418,0.756568,-1.16818,0.564827,1.078773,0.168827,1.048586,-0.07288,0.744818,0.197343,0.944675,-1.032008,-0.847972,0.093358
module,1.105677,0.442098,-0.838331,1.381877,1.199655,0.758288,0.611709,-0.017269,1.743386,0.882082,1.512377,-1.020638,0.209712,0.724575
invariant,0.303697,-0.987966,-0.64906,1.788078,2.521122,1.490473,0.364134,-0.920057,0.587686,-0.653006,0.017183,-2.085992,-0.342566,-0.432161
