word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
definition,-1.977983,-0.224561,-0.687373,-0.730134,-0.24642,0.937951,-1.129734,-0.911192,-0.064371,-0.308492,-0.428385,0.729441,-0.157197,0.949284,-0.13293,-0.532168,0.301796,0.934211,0.759756,0.237409,0.791478,-0.497502,-0.380871,0.026907,-0.437277,-0.105898,-0.123386,0.326225,-0.773449,0.452937,-0.196364,-0.49436,0.183958,-0.195983,0.322048,0.059293,0.286763,0.337908,-0.060698,0.567254,-0.390716
product,-1.336436,-0.33503,0.787357,0.07453,0.914852,0.510215,-1.036684,-0.063987,-0.022794,-0.440658,0.066812,0.159177,-1.207255,1.294613,-0.97644,-0.38201,1.035295,0.774274,0.95799,-1.543097,0.301396,-0.6926,0.49202,-0.1768,-0.274522,0.104046,-0.287456,-0.631911,0.104811,0.36953,0.877458,0.349349,0.087427,1.396094,0.539101,1.232488,-0.483375,0.741759,0.342277,1.016709,0.034891
state,-1.156767,0.310269,-0.169881,-0.353538,-0.073005,-0.637626,-0.149108,-0.953798,0.649782,-0.238048,0.560389,-0.248542,1.185759,-0.03521,0.034073,-0.668511,0.277461,-0.397679,-0.196761,0.265667,0.127252,-0.463155,-0.364589,0.60152,0.157397,0.456304,0.102607,-0.745783,-0.465394,0.033735,0.510341,-0.110183,-0.69502,0.049346,-0.077133,-0.045618,0.02759,0.308427,-0.013267,2.093402,-0.616456
sequence,-0.943857,-0.561607,-0.879623,0.008541,-0.388297,1.141685,-1.156158,0.023255,-0.3624,-0.181344,-0.521873,-0.264832,0.470768,1.294459,-0.557093,-0.14373,0.876106,-0.034791,-0.882141,-0.641065,0.081018,-0.693234,0.118646,-0.064978,-0.744819,-0.040185,1.300604,-0.353393,-0.533886,-0.20458,-0.909839,-1.14947,1.06341,-0.65787,0.550018,0.561872,-0.433615,0.126014,-1.295929,-0.279779,0.158303
distribution,-1.505301,-0.047522,-0.305937,0.468959,0.267424,0.729519,-1.646499,-0.242957,0.883344,-0.088731,0.106103,-0.009662,-1.515744,1.231858,0.073332,0.658495,0.422736,0.011869,0.337801,-0.782275,0.132725,-0.236986,-0.905898,-0.76435,0.222228,0.192936,0.300749,-0.743304,-1.506813,0.042567,0.804411,-0.760095,0.55213,0.438334,-0.049042,-0.383946,0.074272,0.103398,0.229249,0.744803,0.268675
variable,-1.834851,-1.21234,-0.577558,-0.469458,-0.321652,1.395381,-1.39184,-0.751076,0.342791,-0.272877,-0.560019,0.972772,-0.742983,2.276885,-0.127715,0.444964,0.396103,0.644528,0.096125,-0.485012,0.262604,-0.35596,-1.023406,-0.395754,-0.442691,0.114772,0.364401,-0.194229,-0.535762,-0.463646,-0.325535,-1.038602,0.124382,0.289671,0.670337,-0.374254,0.456733,-0.372944,-0.029417,-0.268364,0.018341
solution,-2.063367,-0.262236,-0.071612,-0.639219,-0.155902,0.907981,-1.175928,-0.27685,-0.039902,0.240925,0.2871,-0.097999,-0.522337,1.560179,-0.746432,-0.389248,0.067991,0.360312,0.881877,-0.894596,-0.085431,0.109592,-0.14765,-0.016426,-0.723105,-0.566777,-0.750761,-0.466294,0.059317,-0.080121,0.079818,0.585006,-0.119002,1.103426,0.312117,0.605346,-0.48657,0.431186,0.235143,0.610691,-0.144331
square,0.935393,-0.484575,-0.445931,0.227818,0.52059,-0.390477,-0.832815,0.238818,-0.766683,-0.057139,-0.221559,-0.913203,-0.245436,0.040909,-0.141875,-0.900113,-0.401314,-0.055067,0.191368,-0.416702,-0.794783,-1.618055,-0.746807,0.625516,-0.460038,0.457181,0.738046,0.289114,-1.340482,-0.740665,-0.235089,-0.684127,-0.62108,1.210603,-0.757944,-0.823591,-0.076625,-0.358361,0.161767,0.840023,-0.073429
map,-0.526191,0.558814,-0.749181,0.905949,-0.998367,-0.282341,-1.412808,-0.126295,-0.293085,0.378042,-0.021977,-0.110174,0.413873,1.036213,0.066003,0.054156,0.413871,0.598574,0.163485,-0.586046,0.588132,-1.124787,-0.377615,-0.577758,-0.399583,0.527037,-0.73551,0.321639,-0.839465,-1.288541,-0.051542,-0.750517,0.29832,0.135371,-0.772626,0.069149,0.554637,1.20169,-0.811707,0.670213,0.222095
class,-0.357803,-0.49438,-0.290783,-0.62216,0.636148,-0.942214,0.704033,-0.378621,-0.800439,-0.610673,0.142347,0.646911,-0.419546,1.184657,0.43193,-0.025935,0.713369,0.667482,-0.469168,0.206368,-0.264628,-0.753941,0.042859,0.188112,0.005808,0.728038,0.148611,0.046126,0.069554,0.266282,-0.259495,-0.235135,-0.171768,-0.085927,0.861285,0.277547,0.091514,-0.726571,-0.519065,1.110332,-0.718834
integer,-0.202869,-1.282706,-0.738357,-1.009842,-0.386388,1.499608,-1.394215,-1.350605,1.271472,1.141298,-0.750111,-0.505918,-0.335605,1.90314,-0.464834,-0.23844,1.07271,1.3153,0.345023,0.084242,-0.757055,-0.082996,-0.776062,1.166725,-0.08201,0.512765,0.774482,-0.499371,-0.928581,-1.088434,-1.501387,-1.029987,0.278931,0.374109,0.314091,0.115548,0.144624,0.007522,-1.237634,-0.4902,-0.548585
mean,-0.7204,0.154518,-0.548023,0.146047,0.402784,1.475184,-0.839693,-0.844589,-0.419468,0.141969,0.130601,1.220097,0.202855,0.545253,-0.139524,-0.341918,0.694954,0.787381,-0.367854,0.027761,-0.418027,-0.299278,-0.445078,-0.835828,-0.403657,0.227253,0.138698,-0.127621,-0.313339,0.436973,-0.038733,-0.092869,-0.547416,0.163557,0.006618,-0.052246,-0.335835,-0.068629,0.315226,0.837692,-0.289953
proof,-0.792031,0.051046,0.527309,-0.371944,-0.301303,1.186297,-0.805397,-0.821301,-0.350843,0.61073,-0.435273,0.785916,0.018218,0.223758,-0.619444,-1.121777,0.338963,0.258647,-0.099176,0.666598,0.699625,-0.007084,-0.170835,0.501702,-0.744669,-0.156526,0.228087,0.134793,-0.344589,-0.318188,0.653257,-0.032699,-0.312421,0.377248,0.055865,0.733399,-0.172833,0.376472,-0.334278,0.025563,-0.154175
three,-0.130265,-0.142514,-0.473343,0.631586,0.371039,0.088904,0.258038,-0.498301,-1.125164,-0.281308,0.201347,0.143341,0.127691,0.049277,0.337319,-0.060414,0.014764,-0.200682,-0.996144,-0.357994,-0.604129,-0.636387,-0.068342,-0.154225,-0.162689,0.367264,1.069838,-0.416331,-0.349756,-0.329631,0.451211,-0.51503,0.166664,0.292564,0.194795,0.180733,-0.304837,-0.333528,-0.307412,0.976299,-0.683863
dimensional,-1.375797,-1.082831,-0.362437,-0.178625,-0.925847,1.300039,-1.433849,-1.230576,-0.691738,0.151672,-0.533559,-0.554816,-0.939161,1.064908,-0.927865,-0.1534,-0.043854,0.190074,-0.171897,-0.24194,-0.367431,-0.974128,-0.553527,0.37547,-1.352134,-0.732364,0.508669,0.641106,-0.146276,-1.392723,-0.821312,0.046462,0.648673,0.280236,0.284296,-0.458278,-0.116794,0.492983,-0.789674,0.36024,0.964586
