word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
system,-0.129241,0.916151,-0.403338,0.28838,0.512072,0.731906,0.032514,-0.038223,-0.08767,0.125443,0.226237,0.152397,0.469283,-0.655936,-1.226683,0.785934,0.258882,-0.036949,-0.482685,0.906952,0.064375,2.469526,0.149684,-0.074914,-0.519605,0.349011,0.434375,-0.677879,1.268064,-1.131821,-0.08459,-0.423439,-0.353552,-0.736287,0.78738,-0.261148
matrix,1.828519,0.786655,0.272014,0.438472,0.430245,0.071074,0.224261,0.004934,-0.123044,-0.139763,0.922789,1.124613,-0.346096,-0.948145,-1.609475,0.0147,0.524408,-0.005886,0.036139,0.118687,-0.260557,1.492301,-0.025657,0.781924,0.146071,-0.070743,-0.430567,0.724405,1.009683,0.19645,0.018014,-1.133257,0.092588,0.680847,0.436844,-0.654482
mathematical,0.521615,1.113184,-0.439432,0.024602,-0.559256,-0.652419,-0.156199,0.090054,-0.974506,0.020703,0.787045,1.135088,0.844525,-2.002913,-1.419513,-1.348252,0.000851,-0.301279,1.046182,0.29193,-0.14219,1.142851,-0.245118,0.347104,0.32967,0.795739,-0.548803,-0.571054,-0.064686,-0.797767,0.48306,-0.535549,-0.806214,0.73741,1.742631,-0.90324
method,0.447627,0.313636,-0.363193,0.051799,-0.081226,0.221824,0.521727,0.591065,-0.936954,-0.337512,-0.092367,0.894793,0.566413,-1.479898,-1.225039,0.072482,0.018069,-0.198457,0.132208,-0.068325,0.099262,1.867743,0.440026,-0.410036,0.174141,0.376723,-0.281152,-0.446698,1.432742,-0.059055,0.057119,-0.806437,0.078845,-0.1894,1.576463,-1.110225
finite,1.207966,1.451442,0.199116,0.19148,-0.429994,-0.465681,0.045757,0.589816,-0.515271,-0.530242,1.458457,1.290321,0.180087,-1.558351,-1.514168,-0.010015,0.771015,0.66939,0.568621,0.740686,0.096269,1.907622,0.018093,0.97596,0.610642,0.81468,0.126334,0.049499,0.792683,0.561214,-0.225763,-0.222851,-0.059519,0.910375,0.212136,-0.700542
result,0.86122,-0.031939,-0.66918,0.110237,-0.396931,0.383552,0.141663,0.484613,0.399389,0.041406,0.584572,0.72546,-0.333755,-0.392532,-0.802137,0.959881,0.149104,0.521626,-0.347746,-0.97111,1.054244,1.168267,-0.051896,-0.851955,-0.531391,-0.565859,0.191411,-0.453697,0.017338,-0.439913,0.639268,-0.009888,0.168763,-0.879414,1.126997,0.130151
vertex,0.801316,0.931219,0.962155,0.480652,0.180541,-0.534129,-0.34565,-0.490492,-0.332797,-0.81008,0.974054,0.290297,-1.576808,-0.880532,-1.418384,0.071474,0.971784,0.720175,-0.432909,-0.285679,-1.136847,1.349327,-0.126243,1.13572,0.525273,0.477037,0.041774,0.631505,0.572793,0.357282,0.29518,-0.694171,0.175298,1.257299,-0.456542,-0.260482
term,0.028105,0.205269,-1.042325,-0.286996,0.177804,0.260574,0.476972,1.025171,-0.098237,-0.302278,0.343041,0.433905,0.051224,-0.346034,-0.610297,-0.023014,0.535178,0.417012,-0.15964,0.135299,0.222355,1.370605,0.289441,-0.455472,-0.316269,-0.145149,0.224333,0.09575,0.152596,0.266748,-0.1754,-0.170579,-0.144446,-0.652498,1.654983,-0.093675
line,0.449003,0.406843,0.593359,-1.137032,0.479009,-0.394098,-0.533865,-0.435404,0.699185,-0.351954,0.200084,0.457916,-0.220874,-0.175511,0.155845,1.393651,0.301283,0.571339,-1.349432,0.394042,-0.311928,1.129477,0.395819,-0.201987,-0.461239,-0.416696,0.527709,-0.242956,0.461681,-0.750624,0.246635,0.374243,-0.534348,-0.475507,0.121475,0.366701
model,0.011542,0.00027,-0.36759,0.32753,0.688532,-0.037511,0.414144,-0.135681,0.622642,-0.262329,0.217939,0.367826,0.730753,-0.747026,-0.881025,0.312036,0.701325,-0.532652,-0.448426,0.458629,0.440802,1.678681,-0.296916,0.852482,-0.371145,-0.286704,-0.651046,-0.63299,0.913056,-0.947782,-0.880693,-0.705764,-0.861015,0.303708,0.828329,-0.136414
