word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
sequence,-1.050113,0.234236,-1.111733,0.500773,0.085855,0.591547,0.332385,0.237002,0.316735,0.111179,-0.205581,1.516819,0.685985,-0.191719,0.381024,-0.782499,0.440294,0.727246,0.925712,-0.429434,-0.799544,1.103925,0.311498,0.136524,1.454976,-0.235198,-1.753726,0.20442
distribution,0.168224,-0.979803,-0.874958,-0.04867,0.387057,0.285493,-0.467147,0.207597,0.843047,-0.968102,-0.202549,1.6002,0.479158,-0.399968,-1.060649,-1.157034,-0.205037,-0.370523,1.358898,0.093361,-0.244748,-0.918965,0.16393,0.279725,1.337746,0.881446,-0.271515,0.797149
variable,0.113125,0.0745,-1.054242,0.371372,-0.319221,0.386371,-0.087064,1.272061,1.685234,-0.342739,-0.322866,0.834246,0.489231,-0.781912,-0.105207,-1.571879,0.510333,0.140219,1.859313,-0.014221,-0.351509,0.086499,-0.057928,0.872208,2.032938,0.794116,-0.826698,0.240938
solution,0.322933,0.561595,-0.188667,-0.647031,-0.240228,-0.173664,0.28339,-0.018043,0.830397,-0.769601,-0.524275,1.315618,-1.320078,-0.269086,-0.473476,-1.105799,0.69127,-0.000801,1.621539,-0.531299,-0.223202,-0.423218,-0.694245,-0.21214,1.367634,-0.275351,-0.430186,0.544642
square,0.064865,-0.241695,0.272744,0.190483,0.083276,-0.441902,-0.230416,0.226589,-0.11739,0.719228,0.274703,1.871212,1.567128,-0.087682,-0.025336,-0.720518,0.542579,0.282531,0.286222,1.467682,0.929149,-0.402987,-0.397188,-0.520478,-0.217904,-0.164177,0.603505,-1.15366
map,0.006149,0.27748,-0.532362,1.627241,0.250507,0.103971,0.35233,-0.28777,-0.643552,-0.672605,-0.553149,2.158437,0.479502,0.512883,-0.657559,-0.53165,0.702777,-0.119453,0.989005,0.200885,0.797775,-0.272519,0.844466,0.556678,0.334769,0.705262,-0.429852,-0.394651
class,0.170601,0.186639,-0.5097,-0.578118,0.615461,0.349848,-0.524676,1.209683,0.81404,0.653894,-0.510454,0.222383,-0.064097,0.665808,1.284828,0.019096,0.68604,-0.24999,-0.206605,0.402944,0.011921,-0.901973,0.505722,0.053237,0.829023,0.473919,-0.267219,-1.144435
integer,-0.38834,1.202763,-0.4787,0.797084,-1.445742,1.481722,-0.057015,0.633861,1.107507,0.436519,-0.394603,0.862318,1.64361,-1.824737,-0.372094,-0.403836,1.104107,0.037034,1.533457,-0.152791,0.15551,1.014281,-1.238519,-0.833062,2.014912,0.820924,-0.819013,0.45494
mean,0.26178,-0.003693,-0.178733,-0.155744,-0.196293,0.287467,-0.182921,-0.521886,1.023129,-0.480297,0.851947,1.234545,0.215346,-0.281196,0.461587,-0.350164,-0.152324,-0.406128,0.325626,-0.332856,0.012733,-0.182196,0.159976,0.387437,1.621029,-0.341357,-0.648578,-1.061468
proof,-0.543896,0.463803,0.735896,-0.079515,-0.075726,-0.014134,0.100394,-0.401554,0.48726,-0.082544,0.503474,0.569509,-0.772471,-0.179598,-0.129092,-0.47474,0.358417,-0.318606,0.927955,0.333897,-0.097453,1.142825,-0.182517,-0.337213,1.665969,0.374342,0.050266,-0.159933
three,-0.073637,-0.202493,-0.168484,-0.46569,0.336966,0.106822,-0.564616,0.354169,0.230934,0.465868,0.508509,1.430133,0.288071,0.593721,0.235133,-0.227762,0.439547,-0.16505,-0.307971,0.355843,-0.381684,-0.020014,0.132951,0.128914,0.03855,-0.089054,-0.599352,-1.474332
dimensional,-0.086487,0.976883,0.260083,-0.177908,-0.477712,-0.855265,1.275007,1.145009,0.190136,-0.170613,-0.558644,1.688844,0.214191,-0.770533,-0.0859,-0.847764,0.180269,0.489918,1.842105,0.655558,0.136665,1.245411,-0.509682,0.513288,1.321525,-0.036765,-1.685617,-0.016939
zero,0.77778,0.304732,-0.03103,-0.19609,-0.158814,0.486638,0.432552,0.473212,0.907286,0.090165,0.190019,0.994903,0.44702,-0.437162,0.018905,-0.577244,0.692864,0.480497,1.108062,0.094269,-1.456169,0.537247,-0.182924,-0.460965,0.826419,-0.18055,-0.574853,-0.139394
algebraic,-1.234079,1.570078,0.265786,0.314661,-0.696193,-0.35603,1.148646,1.609473,1.127057,0.505677,-1.1272,0.484674,0.607831,-1.371488,-0.145363,0.825369,0.339169,0.062873,1.236573,0.048892,1.421902,0.545043,-0.646575,0.085164,1.46277,0.772259,-1.096381,1.121022
formula,0.091676,0.713118,-0.73019,-1.025377,-0.90352,0.330333,0.918877,1.691883,1.718594,0.901866,0.528266,0.742205,-0.102584,0.489927,-0.87071,0.191236,0.093388,-0.334599,0.79619,0.083889,-0.606027,0.187263,0.10068,-0.803939,0.641942,0.147396,-0.617698,0.228715
ring,-0.348514,-0.043297,-0.030027,-0.573267,-0.400286,-0.390256,0.258029,0.432,-0.012045,-0.087153,0.347864,1.480301,0.602103,-0.374935,0.064936,-0.157061,-0.336817,-0.008012,0.370361,-0.243599,-1.145855,0.51696,-0.575526,0.094885,-0.065264,-0.041962,-0.966827,-1.341633
edge,0.311729,-0.073284,0.308511,0.256828,0.591807,-0.730303,-0.029524,0.673494,-0.541727,0.277485,0.693467,1.636795,1.098857,-0.508107,-0.178833,-1.270733,-0.38382,-0.245539,0.809012,-0.150956,-0.230973,-0.38129,-0.216535,0.59047,0.045002,-0.500769,-0.989817,-1.066356
sum,0.519964,0.543888,0.133639,-0.688017,-0.976819,0.586975,-0.23626,-0.552197,1.596588,0.608558,0.404008,0.986898,0.19658,-0.475748,-0.515695,-0.543629,0.797589,0.074844,0.20461,0.288858,0.24375,0.513569,-0.451219,-0.794199,1.428862,0.420137,0.457149,-0.050235
plane,0.313139,-0.258846,0.581736,0.418591,0.054877,-0.212947,0.227329,0.262582,0.054119,-0.206436,-0.893234,0.256834,0.495635,0.034858,0.071398,-0.987576,0.772063,0.599649,1.341178,0.753081,-1.049323,0.427905,-0.051015,0.528833,-0.027869,-0.194709,-1.328194,-1.76798
