word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
field,-0.080621,-0.577021,0.987621,-0.134432,0.149388,-0.71027,0.196236,0.085079,0.419961,0.087932,-0.114278,0.34194,-0.676948,-0.304703,0.141084,-0.164879,-0.675595,0.023636,-0.286646,0.355112,-0.350238,-1.261288,-0.442243,-0.10125,-1.341013,-0.315858,0.147342,0.770301,0.417041,0.971137,0.096095,0.525026,0.203852,-0.479868,-0.989334,-0.739538,-0.967406,-0.205143,-0.049585,0.555188,-0.716975
element,0.037041,-0.24649,0.248038,0.560168,0.067425,0.202017,-0.760545,-0.231128,0.65528,-0.097698,0.000875,-1.185315,0.00654,0.106276,0.081122,-0.547218,-0.337483,0.658528,0.191095,-0.487049,-1.458198,-0.145585,-0.570356,0.552062,0.024094,-0.512719,-0.573372,1.928901,0.144235,0.727269,-0.881069,0.493059,0.86064,0.461206,-0.918935,0.113795,-0.49448,-0.885094,-0.285028,0.076248,0.178236
system,-0.964532,0.567174,0.627891,-0.164748,0.547696,-0.556564,-0.569445,-0.142435,0.118534,0.054212,-0.926107,-0.575978,0.40776,-0.910946,0.405998,-0.569468,0.035525,-0.4848,-0.626509,-0.588549,-0.063963,0.085092,-0.711934,0.014255,-0.515642,0.185561,0.064678,2.748078,0.377942,0.258355,0.167987,0.655019,0.864188,0.080118,-0.573124,-0.244828,-0.946888,0.109614,0.302801,0.576551,0.053709
matrix,0.276525,-1.049862,0.567703,1.087757,-0.463096,-0.059094,-1.216719,-0.138586,0.718474,0.17665,-0.059132,-0.732494,-0.001336,0.571533,0.081944,-1.583881,-0.458749,-0.558145,1.237243,-0.731271,-0.37621,-0.165205,-1.139207,0.608834,-0.358379,-0.339225,0.242525,1.337317,1.065101,-0.114979,-0.667167,1.517064,0.587024,-0.731633,-0.016267,0.423752,-1.428543,-0.390311,-0.408434,-0.100932,-0.10677
mathematical,0.413909,-0.798393,1.539206,1.079793,0.27319,-0.221516,-0.125249,-1.221575,2.407424,1.027293,-0.524931,-0.852883,-0.106466,0.401771,-0.174231,0.246626,-0.479556,-0.790645,0.099907,-0.389048,0.348345,-0.805491,-0.198477,0.533334,-0.48601,-0.415936,0.635914,1.139488,0.623198,0.75121,0.410075,0.538246,0.438837,-0.242193,1.004957,-0.589209,-1.143922,-0.931197,-0.799776,0.679306,-0.604245
method,-0.677791,-0.547033,0.934893,1.039104,0.171406,-0.474292,-0.27276,-0.447433,1.338336,0.262031,-0.523205,-1.3435,0.163455,-0.097956,0.176041,-0.397226,-0.483128,-0.666741,-0.043416,-0.079973,0.542767,0.127294,-1.095263,0.399103,-0.295161,0.455771,-0.890271,1.984994,0.68185,0.466597,0.048037,0.590906,0.682909,-0.714227,-0.524556,-0.017794,0.012728,-1.011367,-0.133334,0.819864,-0.034267
finite,0.825991,-0.524204,0.759891,1.683972,-0.265467,-0.068916,-0.781871,-0.118874,1.065385,0.162086,1.392498,-0.764357,0.149937,0.371008,-0.59885,-1.268656,-1.115322,-1.087309,0.467583,-1.623957,-0.59128,-0.770431,-0.880279,0.413749,-0.07982,-0.455626,-0.098518,1.699616,1.460994,0.199177,-0.54963,1.611434,0.789485,-0.577628,0.439583,-0.296698,-1.988029,-0.417221,-1.067032,0.480943,0.329626
result,-0.329425,-0.157625,0.587606,0.505888,0.335334,0.029505,-0.817642,0.45831,-0.242774,0.762262,-0.102965,-0.050704,-0.817677,0.502283,0.019019,0.519622,-0.601228,-0.691833,-0.863221,0.33844,-0.383862,0.609682,0.213035,0.281763,-0.597992,0.360896,-0.493652,0.973015,0.5234,0.386674,0.253115,1.056595,0.691878,-0.494651,-1.377274,0.299913,-0.077601,0.336146,0.727236,1.079176,-0.015086
vertex,1.104015,-1.388596,0.162675,0.430077,0.19244,1.104252,-0.808039,0.531388,0.017576,0.195709,0.396449,-0.086424,0.127784,0.63686,-1.120487,-2.64482,-1.408203,-0.615208,1.071996,-0.426087,-0.840612,-0.413462,-1.436162,0.629085,0.412403,0.869111,0.687902,1.026465,1.207825,-0.202782,-0.147889,0.934403,-0.047985,0.61402,0.556334,1.039275,-2.0306,0.208236,-0.45824,0.096073,-0.083878
term,-0.487424,0.272488,0.80556,0.060908,0.040308,-0.002688,-0.581864,-0.311249,0.713236,0.294933,0.459712,-0.669376,0.172144,0.278407,-0.281692,0.567945,-0.35214,-0.647141,-0.051421,0.078681,-0.535791,1.068014,-0.155732,-0.170235,-0.177072,0.119733,-0.113421,1.484079,0.842893,0.814674,0.13921,0.501618,0.127459,0.163059,-1.113846,-0.059974,-0.330139,-0.256949,-0.246931,0.395477,0.208122
line,0.381996,0.671705,0.192246,-1.008682,0.68835,0.296762,-0.759588,-0.258781,-0.776119,-0.132403,-0.366242,0.724541,-0.062231,0.378513,-0.235859,-0.483365,-0.429793,0.784491,-0.338183,-0.078907,-0.789623,-0.626719,-0.634941,-0.688878,-0.23233,0.473769,-0.727653,1.592367,0.446704,0.232776,-0.16091,0.305671,0.811067,-0.207178,-0.150726,0.414588,-0.42238,0.568778,0.184749,0.460842,-0.056911
model,-0.772961,0.339435,0.154298,0.310682,-0.474826,-0.538648,-1.056356,-0.33231,0.702074,0.43176,-0.363542,-0.562596,0.224194,-0.180333,0.448203,-0.417621,0.253013,-0.002218,-0.656893,0.038452,-0.205544,-0.851086,-1.071054,0.581475,0.035007,-0.760482,0.57884,1.881701,0.679989,0.258806,0.402468,0.127348,0.994532,-0.422993,-0.097404,0.432491,-0.760105,0.309974,0.415565,-0.007709,0.668194
real,0.593245,0.298161,-0.81342,0.404979,-0.175676,0.32337,-0.548323,-0.684602,0.221143,-0.067489,-0.475218,-0.556955,0.039281,0.318853,-0.026065,0.217141,0.455946,0.139474,0.362262,-0.024462,-0.036933,0.118559,-0.113921,-0.039087,-0.626985,-0.247921,-0.270727,0.548398,0.866104,1.246627,0.117607,1.189589,0.059094,-0.541626,-0.53684,-0.105035,-1.499326,0.115088,0.394021,0.476228,0.641416
property,0.398318,0.551567,0.638878,0.330408,0.136984,-0.436193,-0.679829,-0.062417,0.246385,-0.262037,-0.065744,0.297651,0.478661,0.106106,-0.345662,-0.290903,-0.997543,-0.558554,0.284279,1.071543,-0.06145,1.250001,-0.662741,1.016416,-1.107112,-0.189268,-0.780334,1.809314,0.397213,0.754007,-0.481222,0.775059,-0.201073,-0.023923,-0.146014,0.175067,-1.062383,0.129812,-0.298034,-0.171479,0.431283
geometry,1.03037,-1.263693,1.222408,0.223794,0.141083,-0.241963,-0.184786,-0.480501,2.146115,0.380505,-0.413378,-0.816379,0.21685,0.398944,0.12436,-0.823811,-1.069038,-0.560458,-0.059879,-0.138215,-0.476408,-1.191077,-1.162066,0.732928,0.480862,-0.091933,0.152524,1.164278,0.993755,-0.054353,-0.107988,0.735568,1.134371,-0.288896,0.974965,0.613028,-1.230437,-0.290656,-1.021627,0.474534,0.0943
complex,0.513757,-0.2011,-0.101917,-0.294197,-0.025328,-0.326487,-0.550434,0.025051,0.829868,-0.789706,0.168662,-0.50019,0.082787,-0.275517,0.130645,-0.532319,-1.271146,0.616895,0.10522,0.009597,-0.594255,0.385707,-0.61292,1.409188,-0.557864,0.286956,-0.589425,1.728991,0.04873,0.706404,0.098141,0.80889,0.71514,-0.157655,-0.210062,0.160993,-0.858685,-0.025387,0.236059,0.573315,-0.608341
linear,0.167967,-1.940102,0.788258,0.315522,-0.023978,0.146832,-0.738091,-0.341135,0.836498,0.064031,-0.731787,0.170298,-0.106966,0.296859,-0.873113,-2.027998,-0.942221,0.001605,-0.264889,-0.544996,-0.171705,0.376145,-0.79071,-0.107173,0.540382,-0.53577,0.890255,2.032294,1.837255,-0.165033,0.038421,1.214883,1.124252,-0.860761,0.419895,0.298612,-0.822472,0.161942,0.009152,0.021177,0.380824
