word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
method,-0.615445,-0.056626,0.276325,-1.387163,-0.560467,-0.084941,0.773833,-0.128791,-0.338223,0.473991,-0.158584,0.327119,-2.968399,0.285476,0.506412,0.249183,0.651849,0.167313,-0.530149,-0.561951,-0.098131,-0.030445,-1.391381,-0.496314,-0.212937,0.133435,0.205345,-0.261534,-0.056679,-0.714367,0.562725,-0.123891,0.099509,0.315627,0.476367,0.29435,-0.104755
finite,0.246047,-0.074231,-0.222937,-0.375379,-1.033618,-0.270425,0.343023,0.724869,-0.198631,-0.251248,0.878193,-0.553209,-1.979145,0.296045,-0.119434,0.937045,-0.015408,-1.06107,0.397932,-1.090627,0.00957,0.4771,-2.705969,-0.700532,0.006745,0.320328,0.864424,-0.439855,0.180069,-0.863428,0.396739,-0.445414,0.948715,0.113988,-0.410648,1.494835,0.589607
result,-0.043503,-0.284315,-0.168477,0.493746,-0.683359,-0.050948,0.113188,0.764638,-1.02185,1.3316,-1.088949,0.231068,-2.063531,-0.661446,-0.059149,-0.509197,-0.502914,0.304809,-0.038866,-0.251933,0.632446,0.103713,0.136829,-0.403115,0.001912,0.665731,0.385903,-0.28615,-0.370758,-0.109006,-0.65167,0.143096,0.146855,0.366346,0.405609,0.259332,-0.166041
vertex,0.383078,-1.035594,-0.458495,0.23955,-0.577431,0.136137,-0.762967,0.504746,0.151366,-1.506072,0.344406,-0.564723,-0.48748,-0.039466,-1.137135,0.195233,0.140408,-0.622506,0.380099,-0.281845,0.724291,0.704974,-2.719147,-0.602071,0.483447,0.718916,1.144927,-0.741368,0.703952,-0.875234,0.194952,-0.855106,0.098007,0.179596,-0.971047,0.452932,0.485069
term,-0.168954,-0.71563,0.120577,0.222184,-0.042937,-0.447595,0.263457,0.453995,-0.736703,0.734894,-0.329125,0.293563,-2.286211,0.470118,0.311908,0.09597,0.253924,-0.219241,0.224478,-0.682411,-0.062108,-0.342269,0.147333,-0.181873,0.269886,-0.179394,0.186408,0.083401,0.075932,-0.147801,0.07484,-0.040119,0.201278,0.31813,-0.505858,0.756889,0.099525
line,-0.142295,-1.072786,-0.201842,0.707538,-0.973519,-0.099627,-0.328457,0.673849,-0.744897,-0.608452,0.434475,-0.512235,-0.671574,-1.670718,0.435842,-0.857962,0.704411,-0.481904,-0.017342,-1.28094,0.624164,-0.528279,0.173856,0.28869,0.21261,0.437569,-0.159071,-0.361286,0.264579,-0.060924,-0.146825,0.376019,0.048334,0.339152,0.459733,-0.323575,-0.315543
model,-0.643963,-0.146389,0.082731,0.416614,-0.077024,-0.286002,0.029899,0.772118,-0.479678,0.164324,0.877552,0.333736,-1.868175,-0.297128,-0.276572,0.142711,0.375324,-0.183537,-1.201964,-0.831332,0.483419,0.224957,-0.744721,-0.13198,-0.404846,-0.706815,-0.326662,0.220062,1.194508,-0.603148,0.709004,-0.879598,0.523973,-0.368746,1.086679,0.023291,-0.126318
real,-0.081347,-0.416342,-0.698545,0.149141,-0.725267,-0.057669,0.365847,-0.535348,-0.319328,0.963813,0.402196,-0.00995,-1.078496,-0.03719,-0.489509,0.252933,-0.821155,-0.532516,0.274877,-1.052229,1.082996,-0.200031,-0.068592,0.299425,-0.723302,-0.292762,0.014292,0.596777,-0.215762,-0.685773,0.700448,0.090862,0.370094,-0.066541,-0.300746,-0.130224,-0.515794
property,-0.579134,-1.117727,-0.354591,-0.108877,-0.448984,-0.27443,1.423587,-0.309221,-0.229069,0.103556,-0.130989,0.148045,-1.397921,0.107818,0.343018,-0.504829,0.289219,0.434045,-0.45434,-1.529397,0.849,0.497527,-0.580943,0.092324,1.08734,-0.249349,0.572445,0.668219,-0.076546,0.506063,-0.150294,-0.032525,0.976404,0.632027,-0.973195,0.222462,-0.430666
geometry,-0.381394,-0.159858,0.656951,-0.438623,-0.42688,0.40595,-0.169702,0.185615,0.16766,-0.401279,0.673874,-0.504462,-1.261694,0.160295,0.038361,0.644555,1.104452,0.094095,-1.032957,-0.797935,0.200901,0.39868,-2.135832,-0.824623,-0.351668,0.850473,-0.078073,-0.087941,0.710549,-1.647959,0.05537,-0.818469,0.559875,0.986576,0.004391,0.902412,0.732024
complex,-1.26588,-0.835915,-0.323892,0.556317,-1.003611,0.424026,0.704251,-0.577468,0.601119,-0.076133,0.287549,-0.203518,-1.729477,-0.3147,-0.254161,-0.477664,0.81122,0.042706,-0.61112,-1.022393,0.016043,-0.730267,-0.646932,0.043994,0.212512,0.579636,0.73856,-0.082582,-0.093906,-0.311268,-0.223388,-0.800151,0.410174,0.449951,0.065037,0.272819,0.304918
linear,-0.2683,-0.369361,-0.554305,0.17988,-0.547392,0.021922,-0.459314,1.13237,0.449929,-0.78542,0.009236,0.541871,-1.591983,-0.697698,-0.407769,-0.236742,0.587671,-0.81898,0.13488,-1.024843,0.291072,0.998336,-2.452912,-0.678328,0.053329,1.200296,-0.419769,0.671389,1.03804,-1.125836,0.091838,-0.865191,-0.554244,0.687184,0.500872,1.09306,-0.575408
polynomial,0.106755,-0.305799,-0.468975,-1.218809,-1.211963,-0.669072,0.332693,0.671012,0.419026,-0.106059,0.668547,-0.426018,-0.347856,1.011342,-0.406566,1.447905,-1.097381,-1.292496,0.499589,-0.728601,0.264031,1.069747,-2.450026,-1.04467,0.670322,0.871767,1.287076,-1.111799,1.157719,-0.959804,-0.024091,-1.256203,1.041674,0.038086,0.323643,1.318421,0.652967
algorithm,-0.451229,0.068049,-0.105638,-1.317386,-0.847283,-0.310165,-0.061648,0.568809,-0.538135,-0.317908,0.224469,0.215903,-1.898318,0.818205,0.303025,0.460863,0.193167,-0.949602,0.782111,-0.336236,0.490689,0.722047,-2.609642,-1.22981,-0.719388,0.313166,0.966037,-0.913868,0.115864,-1.037291,0.644149,-1.177973,0.568099,-0.102222,0.91762,0.008901,-0.308079
mathematician,0.246469,0.018076,0.930553,-0.596729,0.339471,-0.125775,-0.685019,0.074879,0.146455,0.816089,0.183174,0.870934,1.53634,2.054621,1.110446,1.340227,0.930489,-0.328605,-1.324328,-1.281253,-0.358656,1.080262,-0.059031,-1.284603,-0.519201,0.330168,1.096912,1.385255,0.638241,-1.808017,-0.087195,-0.193053,-0.152333,-0.049572,0.60052,0.344555,0.329544
definition,-0.125263,0.035943,0.0676,-0.486001,-0.140671,0.10331,0.04133,0.963626,-0.198129,0.414127,-0.13984,0.107349,-2.608885,0.142216,0.046272,0.141444,0.73461,-0.934862,0.312273,-0.539368,0.384844,-0.154262,-0.707976,-0.608729,-0.163485,-0.417695,-0.035404,0.297587,0.503366,0.303034,0.557388,-0.31698,0.326263,0.046366,-0.594456,1.061978,0.218335
product,-0.923265,-0.018246,-0.104788,-0.430784,0.062059,-0.360216,1.515351,-0.307503,-0.420111,-0.453884,0.356739,0.435953,-2.801527,0.029642,-0.285859,-0.567928,-0.596521,-0.509545,-1.014372,-0.869313,0.795503,-0.433215,-0.876423,-0.042856,-0.041355,-1.153788,0.072904,0.02818,0.427638,0.414028,0.147441,-0.258125,-0.631973,0.670142,0.062623,-1.345046,-0.769848
state,-0.399355,-0.690666,-0.057258,0.649989,0.335698,-0.164971,0.379018,0.481509,-0.439802,0.447727,-0.243169,-0.166907,-1.204751,0.652786,0.362385,-1.520235,0.121984,0.244155,0.463248,-1.301176,0.09411,-0.094015,0.938536,0.074257,-0.171016,0.290722,0.639221,0.030368,-0.403001,-0.08759,-0.351801,0.707179,0.589552,-0.693961,-0.900221,0.928369,-0.719675
sequence,-0.566034,-0.923823,0.600268,0.088818,-0.885449,0.135317,-0.072546,-0.395827,0.145138,0.925669,0.075116,0.282924,-1.850516,-0.914006,-0.712992,0.546641,0.587679,-0.68012,0.224994,-0.437131,-0.262949,0.15269,-1.477563,-0.424676,-0.479348,1.042576,1.092244,-1.20994,0.047824,0.554718,0.953596,-1.237095,-0.312133,-0.194285,0.554482,0.320767,-0.028825
distribution,-0.667049,0.170495,-0.417888,0.622242,0.338888,-0.841393,0.041334,0.57355,-0.116352,-0.760731,-0.240173,0.928796,-2.328444,-0.402741,0.470127,-0.241966,-0.826507,-1.254373,0.048572,-0.937403,0.492353,0.51227,-0.852036,-0.133371,0.787438,0.802489,-0.414736,-0.46229,0.235651,0.152963,0.42131,-0.865339,-0.47419,0.157526,-0.616458,-0.163025,0.025083
variable,0.062638,-0.029916,0.030971,0.31494,-1.033984,-0.712412,0.034683,0.659045,-0.328688,-0.175266,0.327887,0.935441,-2.520695,-0.782659,0.080987,0.2032,-0.149369,-0.754253,-0.223979,-0.397592,-0.029054,0.435456,-2.215717,-0.692866,0.395696,0.280495,-0.02642,-0.310402,1.0848,-0.261402,1.151618,-0.700126,-0.071611,0.006416,-0.224351,0.978381,0.30802
solution,-0.219564,-0.108255,-0.475264,-0.428642,-0.192438,0.276654,0.709827,-0.453421,-0.242374,-0.185957,0.157166,0.180209,-2.707437,0.316824,0.493537,-0.031336,-0.229574,-0.486867,-0.484651,-0.647493,0.838232,-0.335986,-1.827344,-0.109616,0.173671,-0.374233,0.052174,0.168289,0.469928,-0.395277,-0.527361,0.325919,0.129305,0.318216,-0.154265,0.061259,-0.653606
square,-0.992906,-1.145831,0.045747,-0.108851,0.403555,-0.132659,0.263004,0.660417,0.435708,-0.755724,0.193428,-0.718898,0.315835,-1.752282,-0.909645,-0.894362,0.53647,0.282442,0.035563,-1.324947,0.882218,0.303112,-0.016462,0.372695,0.812763,1.018582,0.332928,0.755436,0.879346,-0.628674,-0.059407,-0.059538,0.150167,0.525539,-0.254589,0.135344,-0.130978
