word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
operation,0.524186,0.091519,-0.275935,1.283289,1.140248,-1.434045,0.456275,-1.890302,0.668058,-0.546074,-1.585673,0.214771,-1.272008,-1.444937,0.748014,-0.886765,-1.276998,0.102645,0.653199
angle,-0.017992,2.070727,0.885259,-1.661111,0.701201,-0.594182,1.443622,-2.816608,1.280865,-0.50313,1.29819,0.675889,-1.398233,0.390832,-0.026146,0.40353,-0.707685,-0.420409,1.053482
random,0.737407,0.615526,0.147368,0.178262,1.372842,-2.427676,-1.396712,-1.32851,0.022715,1.064244,-0.08245,0.858856,0.387298,-0.256658,2.091927,-0.198879,-1.314211,-1.457107,-0.32932
basis,0.489006,0.377238,0.311383,0.490496,0.979092,-1.652225,0.99524,-1.470501,0.28045,-0.363827,-0.877383,1.037827,-0.451337,-0.20173,1.265019,0.658888,-1.214935,-0.576184,0.597301
natural,0.900773,0.830298,-0.7328,1.226038,1.545207,-0.863658,0.142107,-2.405687,0.129926,-0.4501,-0.42801,0.15422,-0.158566,-1.100661,0.916244,0.41506,-0.568283,-0.320676,0.345528
power,0.409193,1.594313,-0.392734,1.228582,0.721391,-1.188213,-0.265673,-1.491682,0.774956,-1.011878,-0.42778,0.764218,0.116744,-0.118614,0.652104,-0.763796,-0.993907,-0.149216,0.908718
area,0.275156,1.462027,-0.199321,-0.342531,1.534163,-1.115773,1.062313,-1.944628,1.023374,-0.047328,1.279909,-0.007666,0.618919,0.268687,-0.138789,-0.610022,-1.317981,0.686189,0.588063
open,0.80254,-0.7166,-0.420911,0.770942,2.92158,-1.615342,0.761796,-2.013785,-0.227598,-0.663348,1.189272,0.289834,0.433997,-0.752514,0.541524,-0.665833,0.40223,0.807544,-0.489075
solve,-1.032223,0.154419,0.121151,1.578233,0.847734,-1.699027,0.446135,-1.586564,-0.022309,0.147819,0.567186,0.134079,-0.375411,1.013865,0.216381,-0.705148,-2.622753,-0.184727,0.633619
pair,0.701575,1.044613,0.66307,0.136754,1.078885,-2.302422,0.472921,-2.101788,0.736812,-0.056728,-0.264256,1.451281,-0.993355,-0.190789,0.108737,0.66983,0.001193,0.221574,0.501677
hold,-0.494209,0.397026,0.160299,1.848989,1.057438,-0.946251,0.904003,-2.639657,0.418606,-0.809284,0.313469,0.250191,0.923268,-0.625262,0.703094,-0.433281,0.408199,-0.689515,0.746517
limit,1.142222,1.005925,-0.238924,0.984484,1.147225,-1.084273,-0.358795,-2.07168,-0.336457,-0.973118,0.916419,0.022517,0.150208,-0.188626,1.438113,-0.48252,-0.392047,-0.935323,-0.088808
special,0.578972,1.068751,-0.340692,1.076439,1.476059,-1.157446,0.938314,-1.726245,0.248549,-0.022642,-0.243697,0.298793,0.292902,0.644829,0.728676,0.034476,-1.046612,0.011544,0.836266
